NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	67.926	26.03	17.09	16.24	0.147	0.982	30000.0
2	71.729	27.812	18.297	17.939	0.162	0.977	60000.0
3	68.982	26.856	17.378	17.157	0.159	0.979	30000.0
4	61.973	23.654	14.625	13.9	0.144	0.988	30000.0
5	67.861	26.507	16.391	15.906	0.157	0.982	40000.0
6	66.023	24.973	15.785	14.99	0.15	0.984	50000.0
7	64.683	24.881	15.388	15.032	0.15	0.984	70000.0
8	66.313	25.103	16.764	15.647	0.145	0.984	30000.0
9	71.18	27.587	17.639	16.952	0.161	0.98	20000.0
10	66.509	25.315	16.407	15.632	0.153	0.983	50000.0
