MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	0.00E+00	4.34E-07	1.07E-36	1.17E-02	3.66E-03	5.81E-03	1.13E-02	4.27E-02	1.40E-46	2.75E-02	1.91E-02	4.05E-02
1:Del:C:1	2.92E-09	2.79E-04	5.79E-04	8.10E-03	0.00E+00	6.52E-03	1.82E-02	6.96E-03	2.00E-07	1.08E-03	7.88E-03	1.51E-02
1:Del:C:2	4.81E-05	1.00E-04	1.54E-07	5.57E-04	3.45E-08	9.17E-04	7.92E-04	7.11E-04	4.36E-04	7.52E-04	7.16E-04	5.09E-03
1:Del:C:3	2.03E-07	6.17E-08	4.71E-08	2.09E-03	1.63E-07	3.21E-04	2.61E-03	2.18E-02	5.02E-04	5.31E-03	5.52E-03	8.96E-03
1:Del:C:4	2.14E-04	3.71E-05	5.03E-04	2.06E-03	1.42E-03	6.26E-04	4.02E-04	0.00E+00	5.52E-03	1.49E-02	1.34E-03	7.22E-03
1:Del:C:5	1.62E-04	9.04E-04	3.52E-03	9.73E-04	1.16E-03	1.13E-03	4.13E-03	2.12E-03	6.61E-03	1.47E-02	1.24E-02	1.86E-02
1:Del:T:0	1.17E-02	9.16E-04	8.46E-04	6.82E-03	1.75E-03	6.02E-03	1.11E-02	3.58E-02	2.05E-02	2.02E-02	2.31E-02	5.10E-03
1:Del:T:1	7.02E-05	4.50E-08	8.27E-04	5.94E-03	6.78E-08	1.88E-03	1.49E-03	6.07E-03	9.06E-04	1.28E-02	1.66E-03	1.72E-02
1:Del:T:2	1.25E-04	0.00E+00	0.00E+00	6.03E-03	2.36E-03	3.91E-03	3.52E-03	9.96E-03	4.42E-04	7.53E-03	2.81E-04	2.50E-02
1:Del:T:3	0.00E+00	9.99E-04	5.01E-04	7.04E-03	2.50E-03	5.89E-03	4.65E-03	6.29E-03	4.24E-03	8.20E-03	6.06E-03	4.42E-02
1:Del:T:4	2.84E-04	5.17E-04	5.08E-04	3.10E-03	2.11E-03	2.14E-04	2.64E-03	2.05E-02	2.93E-03	1.01E-02	6.49E-03	2.96E-02
1:Del:T:5	7.63E-08	1.09E-07	9.80E-08	4.10E-08	1.05E-02	6.55E-07	1.27E-06	8.69E-07	6.15E-02	1.94E-02	7.18E-03	6.69E-02
1:Ins:C:0	5.25E-04	1.26E-06	0.00E+00	1.64E-04	3.52E-08	4.80E-04	2.44E-03	2.98E-03	2.49E-03	2.89E-07	5.55E-04	8.55E-05
1:Ins:C:1	2.63E-08	7.03E-04	2.44E-04	1.07E-07	4.94E-08	4.84E-04	1.29E-03	1.37E-03	4.26E-08	9.70E-04	1.28E-03	1.40E-46
1:Ins:C:2	5.51E-05	1.86E-08	1.65E-04	2.77E-08	6.98E-08	5.03E-04	6.19E-04	6.51E-04	2.77E-04	9.34E-04	1.05E-03	0.00E+00
1:Ins:C:3	8.89E-05	3.46E-04	0.00E+00	6.26E-05	0.00E+00	9.42E-05	1.05E-08	1.22E-04	3.80E-05	2.29E-04	0.00E+00	0.00E+00
1:Ins:C:4	4.87E-05	5.02E-04	4.08E-05	2.07E-04	4.41E-04	3.83E-04	5.01E-04	3.83E-07	1.89E-03	6.43E-04	1.81E-03	3.61E-03
1:Ins:C:5	1.71E-05	2.88E-03	2.63E-04	1.40E-46	1.53E-03	9.39E-04	6.63E-03	4.15E-03	2.63E-03	4.59E-03	2.19E-03	1.22E-02
1:Ins:T:0	2.47E-04	5.04E-04	2.93E-04	2.60E-03	2.01E-05	1.13E-03	2.07E-03	9.81E-03	1.65E-07	1.58E-03	1.51E-04	3.47E-02
1:Ins:T:1	7.97E-05	0.00E+00	2.62E-04	1.30E-03	2.15E-04	1.23E-03	3.47E-03	1.77E-03	9.93E-04	1.57E-03	2.06E-03	4.89E-03
1:Ins:T:2	3.25E-09	2.88E-08	9.78E-09	6.03E-04	1.79E-04	3.48E-04	1.35E-03	2.93E-03	2.48E-04	1.69E-08	1.39E-03	1.16E-03
1:Ins:T:3	3.14E-08	1.83E-03	4.04E-03	0.00E+00	4.16E-04	1.01E-03	1.14E-02	2.81E-05	3.22E-04	1.26E-02	2.03E-02	1.68E-02
1:Ins:T:4	9.13E-05	2.14E-03	1.90E-04	5.84E-04	1.32E-04	9.12E-04	7.67E-04	2.12E-03	1.23E-04	1.92E-02	2.24E-03	2.92E-03
1:Ins:T:5	2.64E-08	6.49E-03	9.97E-04	2.87E-06	6.03E-08	8.44E-04	1.27E-02	1.11E-06	1.01E-03	1.02E-01	1.66E-03	6.54E-02
2:Del:R:0	1.43E-05	3.93E-05	1.83E-03	2.36E-03	3.50E-04	1.43E-03	7.36E-03	4.30E-03	2.67E-03	4.24E-03	1.17E-02	2.30E-02
2:Del:R:1	1.40E-46	2.16E-04	1.05E-03	8.57E-04	6.12E-04	2.12E-03	3.60E-03	8.43E-03	6.16E-04	6.17E-03	5.38E-03	2.25E-03
2:Del:R:2	1.01E-02	6.68E-08	1.25E-04	6.22E-04	2.80E-08	2.56E-04	2.49E-03	2.13E-02	5.32E-02	1.78E-03	5.96E-02	1.15E-03
