Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	0	71	31	11	66	0	0	63	0	0
V2	20	54	0	42	5	24	38	0	17	0
V3	20	106	21	5	16	0	1	20	11	0
V4	32	48	9	5	44	0	0	11	0	6
V5	22	16	0	68	42	53	0	1	0	3
V6	9	10	57	58	1	0	5	0	0	0
V7	105	4	109	30	72	0	0	0	0	20
V8	0	96	0	1	14	23	2	15	0	32
V9	4	105	168	39	0	0	78	36	74	0
V10	3	3	1	50	4	8	0	2	2	0
V11	0	0	16	16	1	17	8	0	0	31
V12	52	0	0	0	13	4	7	0	35	0
V13	28	126	59	9	120	0	15	39	0	0
V14	95	70	39	158	6	25	12	0	0	0
V15	0	65	20	149	25	0	22	29	82	39
V16	0	11	24	74	4	26	0	0	0	0
V17	0	4	80	145	113	22	0	8	0	11
V18	11	64	80	32	4	0	6	0	0	0
V19	60	0	38	9	56	0	26	7	22	0
V20	0	28	61	10	21	3	21	59	0	31
V21	9	0	271	8	34	18	0	0	23	0
V22	2	17	12	12	131	3	0	0	0	0
V23	134	28	33	5	4	85	0	45	97	69
V24	17	0	13	87	0	49	3	0	22	0
V25	219	17	14	25	79	0	11	0	23	98
V26	1	62	20	71	75	36	13	0	0	17
V27	0	66	240	9	0	89	43	22	0	116
V28	53	0	5	62	43	5	4	0	0	0
V29	9	25	151	21	2	156	0	15	0	18
V30	90	113	0	0	6	2	95	30	0	0
V31	7	6	55	28	75	0	22	13	15	0
V32	92	17	5	5	46	122	0	0	58	0
V33	67	53	31	27	81	0	0	0	0	95
V34	100	8	4	28	8	5	0	0	0	0
V35	33	41	4	112	0	0	101	53	0	33
V36	15	0	8	2	38	27	0	0	0	0
V37	0	47	0	41	2	0	0	0	20	0
V38	129	0	121	5	24	0	2	0	86	0
V39	97	6	35	40	0	12	21	13	0	67
V40	4	321	0	1	0	4	115	36	0	0
V41	27	8	99	5	238	46	0	3	0	2
V42	3	0	4	23	300	25	0	0	0	7
V43	6	107	15	88	68	0	27	136	0	0
V44	120	98	15	38	0	126	3	15	0	0
V45	6	193	41	2	0	3	47	97	208	44
V46	3	172	33	11	80	0	36	107	0	0
V47	1	21	42	14	19	0	32	0	18	17
V48	98	132	48	5	91	0	101	33	0	0
V49	0	0	7	64	16	0	0	28	0	0
V50	44	24	5	13	8	152	8	0	0	0
V51	127	0	0	107	2	62	15	0	49	16
V52	1	29	12	60	236	156	0	45	0	3
V53	15	53	109	169	219	14	27	57	34	15
V54	5	0	1	1	85	52	0	21	0	0
V55	52	7	0	1	0	24	12	0	0	3
V56	25	10	179	49	7	50	6	9	0	0
V57	1	36	0	6	27	9	21	12	11	0
V58	237	49	129	82	6	200	44	34	95	0
V59	49	0	17	1	31	1	0	0	4	0
V60	0	46	35	64	0	25	45	10	58	0
V61	35	0	9	33	4	1	0	0	52	0
V62	89	58	57	1	29	24	0	13	0	2
V63	9	9	35	10	16	26	0	0	4	18
V64	177	0	29	26	5	89	0	0	99	0
V65	1	3	3	0	14	0	0	0	0	9
V66	9	23	9	36	0	40	13	0	29	0
V67	7	0	26	0	0	20	0	0	13	0
V68	381	220	0	8	0	29	177	55	5	0
V69	0	0	0	351	15	52	0	31	0	19
V70	101	100	77	17	1	110	1	48	25	0
V71	11	93	49	1	9	149	89	56	25	0
V72	113	0	114	2	0	36	7	3	25	24
V73	0	20	140	0	0	0	0	6	0	0
V74	26	0	22	195	45	46	0	2	0	0
V75	15	21	0	10	31	0	0	1	0	0
V76	0	38	60	75	0	7	34	20	0	0
V77	0	102	163	10	49	222	25	70	21	0
V78	4	20	111	66	0	4	0	0	0	20
V79	8	0	75	1	10	0	0	7	1	0
V80	0	103	51	5	13	0	85	70	1	0
V81	9	26	0	90	0	121	9	0	15	62
V82	169	0	6	0	3	0	19	2	4	0
V83	42	59	36	80	9	1	4	40	0	0
V84	70	15	1	27	101	20	0	0	0	0
V85	236	103	29	101	7	0	91	108	41	0
V86	94	15	4	0	249	12	20	0	0	0
V87	21	1	17	4	14	5	0	0	19	0
V88	19	0	16	34	3	14	0	4	37	0
V89	18	252	0	32	1	0	44	0	87	0
V90	18	169	32	7	56	41	57	74	68	0
V91	50	0	67	40	10	8	33	0	0	0
V92	91	29	11	5	9	27	0	0	57	23
V93	46	0	8	91	0	9	0	0	50	21
V94	129	37	21	79	34	128	48	58	8	0
V95	123	14	41	162	111	3	49	19	20	0
V96	6	46	62	0	70	0	2	26	0	7
V97	61	8	59	13	6	132	10	0	0	0
V98	245	60	16	0	9	29	71	85	80	0
V99	43	0	111	0	7	2	1	1	7	5
V100	45	15	4	0	0	1	0	0	4	0
