Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	0	0	64	0	11	0	84	0	57	0	34	0	2	28	0	0	0	0	0
V2	28	0	59	0	86	24	0	1	16	0	8	0	0	11	0	0	0	5	0
V3	26	0	24	0	0	10	1	1	19	0	2	0	0	0	0	13	3	7	0
V4	19	77	30	12	62	75	24	18	82	10	1	8	0	0	0	0	0	6	0
V5	26	0	21	0	35	18	0	8	16	0	0	1	0	0	0	1	3	3	4
V6	0	54	24	26	0	14	0	14	0	0	0	12	0	0	0	11	0	0	0
V7	1	23	78	0	0	0	29	0	0	15	18	21	19	0	0	0	1	5	0
V8	141	15	8	5	0	0	0	18	0	4	0	7	1	37	0	0	0	1	0
V9	11	0	8	31	35	20	5	20	0	3	0	5	10	28	35	0	9	0	0
V10	2	4	19	12	66	82	0	0	39	4	19	0	0	28	50	0	12	0	0
V11	52	113	0	42	0	0	0	42	0	11	24	32	0	5	69	24	0	0	0
V12	67	0	34	2	0	4	7	0	3	8	5	0	12	8	0	0	0	9	0
V13	81	29	36	34	0	0	17	26	0	21	0	4	4	28	11	6	0	6	0
V14	10	6	5	0	74	64	0	1	13	11	2	0	0	0	0	9	0	1	0
V15	46	0	29	67	69	45	13	81	0	10	0	0	24	6	0	0	0	5	0
V16	40	19	84	3	3	0	37	7	0	55	3	5	12	0	17	3	0	0	0
V17	0	225	57	3	3	0	81	3	0	27	32	40	34	0	32	23	0	0	0
V18	27	53	15	67	2	19	1	26	21	0	0	4	0	14	19	7	13	2	7
V19	59	128	36	15	30	43	0	24	24	17	0	39	0	7	0	14	2	6	0
V20	103	0	73	9	0	0	0	4	0	0	0	0	0	8	7	1	18	13	0
V21	0	113	15	192	98	100	0	100	56	48	0	20	5	0	0	2	0	0	0
V22	36	0	11	1	34	0	14	12	40	7	2	0	5	0	0	4	40	4	0
V23	15	0	34	39	0	0	0	27	0	0	0	0	3	0	0	0	0	0	0
V24	335	88	122	3	50	24	10	0	26	0	0	17	21	21	0	0	23	0	0
V25	1	58	13	173	0	0	0	64	0	0	0	12	0	0	0	24	0	0	0
V26	113	81	1	0	0	0	0	4	0	6	22	12	29	7	0	0	14	2	0
V27	63	49	9	7	5	0	19	1	4	2	0	1	0	0	7	3	0	6	8
V28	36	8	129	141	0	0	53	94	0	47	27	0	21	0	0	0	0	0	0
V29	1	27	0	11	0	0	0	2	0	13	0	8	0	0	0	0	0	1	0
V30	193	72	24	46	40	0	4	11	0	13	0	26	15	0	0	1	55	6	0
V31	28	24	208	23	99	32	0	13	0	14	9	11	0	0	10	18	1	25	0
V32	156	0	63	89	22	3	56	49	0	0	3	0	17	18	5	0	0	0	40
V33	49	42	112	2	0	0	0	3	0	0	0	18	0	10	0	0	44	0	0
V34	13	31	17	6	0	0	0	0	0	23	29	5	0	8	0	0	27	0	0
V35	0	246	151	0	106	77	152	0	0	47	65	19	24	62	52	31	0	7	0
V36	0	0	3	2	0	9	43	0	0	0	22	0	31	0	0	0	2	0	0
V37	2	63	2	0	15	107	4	0	125	0	0	10	8	0	0	0	0	0	0
V38	5	5	2	165	200	58	57	86	173	25	0	0	0	0	7	3	0	0	0
V39	115	176	11	24	0	0	0	22	0	14	0	28	0	19	12	57	0	8	0
