Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	206	2	6	44	0	1	12	0	0	5	20	3	0	65	17	0	0	15	8
V2	82	673	176	3	44	3	31	6	15	17	48	59	23	0	57	5	0	0	3
V3	51	15	21	0	40	0	0	0	39	5	4	0	0	4	0	0	0	0	2
V4	100	23	3	30	19	45	3	16	53	21	10	0	0	0	5	0	0	11	0
V5	8	38	45	1	2	1	8	0	4	0	23	9	0	19	11	0	0	0	0
V6	14	3	19	83	20	21	82	27	18	62	15	25	7	5	1	52	0	0	2
V7	0	5	2	34	0	0	38	0	0	0	1	23	0	6	8	0	0	1	0
V8	0	69	42	9	20	64	31	24	28	33	4	27	0	4	27	15	19	0	1
V9	7	2	1	123	2	0	0	0	0	2	0	0	0	1	0	0	0	1	1
V10	13	8	0	19	1	37	36	20	0	18	11	12	0	0	3	0	0	0	0
V11	93	33	28	6	7	52	1	56	3	0	2	3	34	2	5	0	0	0	0
V12	83	0	1	0	6	0	1	0	15	0	0	0	0	0	0	0	0	8	0
V13	7	40	8	0	34	100	6	126	29	0	0	58	66	0	17	0	30	0	0
V14	46	6	3	38	3	16	150	7	0	75	39	81	2	28	0	4	0	3	0
V15	89	29	27	0	23	47	1	19	45	0	4	16	10	7	2	12	26	7	0
V16	182	27	14	21	9	3	1	4	3	0	5	1	0	0	4	2	2	13	1
V17	0	93	238	0	5	4	7	2	0	20	0	4	5	0	0	1	0	0	0
V18	44	8	5	4	32	54	8	30	58	8	0	12	0	0	5	0	0	0	6
V19	34	0	2	70	1	16	0	10	0	12	0	0	2	21	0	15	0	9	8
V20	237	0	1	5	1	0	0	0	0	19	3	0	0	29	7	0	0	0	15
V21	86	59	27	77	7	4	4	14	3	0	0	0	0	0	0	6	50	1	2
V22	32	55	13	27	8	3	31	22	1	7	12	16	5	0	2	12	0	0	5
V23	611	212	119	6	26	0	0	2	38	44	41	0	1	169	2	6	0	6	10
V24	24	177	72	2	9	20	39	3	12	13	10	1	0	2	7	0	1	3	0
V25	0	38	61	151	45	26	10	20	57	0	0	6	7	7	0	0	3	18	11
V26	15	5	6	12	4	93	10	27	8	0	0	1	37	0	2	0	0	6	2
V27	129	10	1	7	23	8	11	7	9	13	30	22	0	0	0	19	0	5	19
V28	121	9	2	24	17	30	0	20	3	19	23	0	13	0	1	0	0	5	11
V29	50	9	25	0	2	24	87	12	4	30	18	9	0	3	18	40	24	0	3
V30	6	23	53	7	220	14	24	7	160	0	13	35	0	0	36	25	0	4	0
V31	13	14	47	221	7	6	2	15	0	0	1	0	28	0	0	2	0	11	1
V32	95	4	2	0	49	33	5	44	24	0	1	11	20	0	3	0	0	0	10
V33	39	35	34	59	75	24	14	35	123	0	5	2	22	0	8	0	0	0	21
V34	0	1	7	41	8	0	0	0	3	0	0	0	0	0	0	0	0	4	3
V35	2	44	80	226	53	0	59	4	30	28	7	19	0	0	7	3	4	0	0
V36	0	133	172	77	0	15	59	0	0	97	19	54	0	0	0	0	6	0	0
V37	62	37	11	0	15	14	5	8	11	4	0	0	0	22	0	0	0	3	0
V38	221	5	7	170	1	16	1	9	2	0	12	0	0	0	0	15	20	9	9
V39	63	4	0	8	133	10	13	6	44	6	15	10	0	0	6	6	0	8	0
V40	0	0	0	7	4	0	1	3	2	0	0	4	0	0	0	0	0	0	2
V41	18	2	8	19	9	1	1	0	3	13	16	3	0	2	0	0	2	2	0
V42	0	32	14	5	2	33	22	48	2	2	5	9	0	0	0	17	0	0	1
V43	0	137	110	41	4	0	8	0	2	0	7	2	0	69	0	0	0	0	0
V44	39	0	9	25	2	9	57	9	2	36	18	44	0	0	32	68	0	0	0
V45	185	4	0	7	2	2	0	2	0	0	9	0	0	9	0	0	0	18	2
V46	68	20	5	10	36	1	5	1	28	5	2	0	0	10	8	0	0	0	8
V47	212	109	205	64	39	27	0	8	9	17	6	0	0	0	0	3	0	14	10
V48	0	87	41	0	71	83	5	28	78	27	12	7	23	0	13	13	0	0	1
V49	127	67	70	16	148	22	6	8	61	0	16	0	12	28	4	23	37	0	1
V50	16	0	1	0	24	8	36	1	7	22	3	18	3	0	14	0	2	0	0
V51	37	0	0	95	22	4	0	0	16	0	0	4	0	13	0	0	0	6	8
V52	17	17	148	26	20	498	8	299	38	11	2	28	86	0	10	4	36	0	0
V53	50	20	38	0	14	146	35	138	8	9	6	1	72	0	7	0	16	0	0
V54	17	60	46	5	3	5	0	7	0	0	0	0	4	0	2	2	0	0	0
V55	178	55	64	100	10	11	27	1	0	15	24	32	0	12	7	1	0	19	7
V56	160	32	3	55	0	108	11	106	0	26	0	0	0	45	7	0	0	18	8
V57	53	4	0	0	37	2	25	5	73	0	7	12	0	43	11	0	0	5	10
V58	3	47	53	12	47	16	89	7	30	12	17	0	12	0	11	5	0	0	5
V59	6	31	13	136	27	15	15	0	32	18	0	0	0	0	1	7	0	26	0
V60	0	10	1	0	2	0	61	0	0	46	9	42	0	0	21	0	0	0	0
V61	6	96	67	13	81	11	121	22	55	30	17	18	22	0	1	15	7	0	4
V62	0	84	64	3	3	2	7	10	0	0	6	12	9	0	9	8	0	0	0
V63	40	29	36	0	230	4	23	3	42	24	15	9	20	0	12	9	0	0	5
V64	230	0	0	102	8	17	27	6	19	54	19	12	0	9	40	17	0	0	9
V65	0	39	65	28	9	0	19	0	29	11	0	6	0	0	5	0	0	0	7
V66	89	34	3	33	11	70	4	73	5	0	8	2	14	31	4	20	0	0	8
