Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	0	86	16	4	18	14	28	15	11	17	0	71	0	0	0	4	5
V2	92	43	0	13	5	0	13	10	0	0	0	0	1	5	0	0	5
V3	0	51	160	28	16	0	0	15	0	1	0	0	0	0	9	0	2
V4	0	20	6	103	93	2	0	10	0	1	0	0	0	0	0	1	0
V5	74	54	36	49	27	4	66	5	0	1	0	0	0	0	9	0	7
V6	0	59	9	33	31	17	31	4	60	37	44	0	0	0	16	26	0
V7	0	0	77	31	63	7	0	0	5	0	7	3	0	0	0	3	0
V8	187	5	8	19	12	27	0	3	2	21	1	21	0	1	0	5	6
V9	17	0	10	18	29	12	89	73	0	0	0	34	0	0	17	19	5
V10	8	68	63	192	179	9	0	52	3	0	0	0	11	0	16	15	0
V11	0	0	6	5	5	14	0	0	21	9	5	0	0	0	3	2	0
V12	0	34	25	3	8	1	0	9	0	1	0	22	15	0	27	4	0
V13	0	124	32	40	42	18	2	28	0	0	0	0	6	0	14	12	0
V14	61	4	2	3	4	5	11	0	3	1	0	0	0	0	0	2	2
V15	23	0	16	1	0	99	0	0	50	19	0	42	44	0	0	0	7
V16	42	0	76	198	134	5	0	0	65	69	23	0	0	9	0	6	0
V17	5	17	0	0	0	45	0	8	66	50	62	0	11	0	15	0	0
V18	15	57	12	1	0	11	121	50	114	154	0	14	22	0	13	25	0
V19	75	4	10	0	0	7	21	6	32	60	2	0	7	70	12	0	30
V20	0	72	153	0	0	34	16	24	18	0	18	1	24	21	19	48	0
V21	151	0	33	54	6	4	0	0	4	0	15	0	10	0	8	2	60
V22	30	19	0	3	3	49	0	9	1	6	0	47	52	3	32	0	0
V23	0	0	13	20	34	24	0	0	0	0	0	0	35	85	0	2	0
V24	0	9	37	83	39	2	0	1	15	17	5	0	13	13	0	0	0
V25	0	18	61	1	4	17	0	9	47	75	62	34	21	0	0	2	0
V26	3	13	124	2	11	0	0	25	8	0	1	0	13	0	0	0	3
V27	13	110	42	1	2	21	0	32	0	38	37	4	21	27	0	16	0
V28	1	6	0	11	41	4	0	7	16	20	0	0	6	0	0	0	3
V29	4	35	17	3	7	0	0	8	9	0	0	0	1	0	0	4	0
V30	21	107	0	31	29	0	72	53	0	4	0	0	0	0	0	0	4
V31	34	1	12	114	77	1	0	0	35	32	17	17	0	0	0	0	4
V32	0	15	5	0	0	11	2	1	11	13	8	0	0	0	0	3	3
V33	32	19	97	4	0	41	8	4	4	1	0	0	47	112	0	0	35
V34	56	6	443	5	17	121	0	1	0	0	0	107	20	0	0	0	5
V35	42	3	4	7	7	4	0	0	2	26	83	29	0	0	0	0	0
V36	71	5	7	2	2	20	0	0	0	0	0	42	13	0	5	1	9
V37	180	140	11	7	5	17	37	19	46	27	0	8	0	0	19	22	25
V38	0	11	0	11	13	7	0	0	1	3	0	24	21	0	2	3	0
V39	13	18	3	0	0	0	46	30	13	4	18	0	6	12	2	0	0
V40	21	0	46	44	35	0	0	0	0	3	0	6	13	0	3	1	6
V41	0	24	2	218	153	11	0	0	35	8	0	32	8	90	17	5	0
V42	0	182	12	26	10	0	11	13	5	11	3	0	0	0	0	20	0
V43	15	0	0	21	43	3	0	0	0	0	0	0	4	3	0	2	5
V44	0	30	24	4	7	4	21	6	46	68	0	0	0	0	0	11	0
V45	0	0	0	2	1	16	0	0	5	4	7	0	14	0	3	0	0
V46	0	0	0	16	9	9	0	0	2	3	0	43	21	11	6	3	1
V47	0	30	21	3	0	10	0	9	0	0	0	0	0	0	13	19	0
V48	26	236	22	54	128	3	84	84	16	18	7	0	0	15	10	0	13
V49	324	0	27	16	27	18	15	0	0	1	7	0	26	0	5	0	38
V50	50	58	70	11	36	9	0	12	15	4	14	2	6	0	0	0	10
V51	0	106	2	27	24	29	1	32	61	20	0	1	0	0	9	13	0
V52	20	27	8	0	0	5	17	1	0	0	0	0	9	0	1	6	0
V53	0	0	129	14	58	14	0	0	20	0	60	0	0	54	0	5	0
V54	27	5	36	33	98	40	0	0	74	0	170	33	0	5	1	0	0
