Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	70	6	44	36	40	1	0	9	0	0	1	0	4	0	11	0
V2	83	10	5	31	46	0	0	11	2	0	2	6	0	0	0	0
V3	0	11	51	0	0	47	0	11	37	5	2	0	0	6	7	7
V4	386	54	0	55	18	29	232	2	0	0	0	15	2	0	4	0
V5	37	17	22	5	10	57	0	0	12	26	6	0	5	4	0	3
V6	12	40	80	24	30	12	6	17	0	5	14	7	1	0	0	0
V7	0	2	26	0	23	1	1	3	5	15	8	24	0	2	1	5
V8	12	16	56	4	109	15	0	3	2	131	1	0	8	0	11	52
V9	12	10	17	124	14	1	9	4	0	3	0	0	19	1	3	0
V10	116	17	26	3	29	5	0	7	3	18	4	12	0	11	23	3
V11	43	60	123	2	25	10	5	8	0	22	20	0	3	14	0	13
V12	2	54	25	8	25	49	0	1	160	12	28	27	4	0	3	4
V13	24	22	84	116	110	0	0	44	0	8	31	11	46	2	12	5
V14	154	1	10	0	0	18	0	9	43	4	0	0	0	5	7	1
V15	19	18	18	45	15	1	0	14	7	12	3	0	4	13	1	12
V16	0	0	1	86	51	28	0	0	43	0	0	1	3	6	0	0
V17	46	10	23	1	20	5	0	3	2	22	0	25	3	0	1	6
V18	7	20	114	1	40	13	47	10	16	90	16	22	0	14	5	41
V19	17	65	3	2	7	109	0	0	15	0	62	13	6	18	2	0
V20	1	43	49	30	24	7	0	29	2	0	0	0	10	0	20	0
V21	51	6	74	0	19	7	0	21	7	34	1	21	2	0	9	6
V22	75	6	26	30	16	3	0	0	0	0	0	0	11	2	0	5
V23	68	12	6	4	0	25	12	0	25	4	9	7	8	9	3	2
V24	7	0	13	28	50	38	14	13	10	0	10	1	27	36	5	0
V25	0	0	16	17	13	20	0	11	22	13	13	3	2	0	2	0
V26	45	8	42	29	31	37	0	23	15	0	12	4	44	0	11	0
V27	151	10	13	207	233	33	167	1	3	4	35	0	36	5	5	0
V28	0	343	3	7	7	0	15	5	0	5	39	57	0	0	1	0
V29	67	0	7	4	0	38	13	0	0	3	3	2	0	9	0	0
V30	16	2	12	83	37	4	10	3	0	4	0	0	2	0	2	0
V31	8	0	44	3	1	4	0	22	0	0	1	0	1	0	26	7
V32	49	49	225	0	12	10	0	104	24	14	2	0	6	2	28	23
V33	9	21	23	18	35	6	0	0	0	6	0	6	6	0	0	21
V34	22	14	3	22	19	0	0	1	0	0	0	1	0	0	3	1
V35	0	81	0	0	0	0	17	1	0	3	9	11	0	0	0	0
V36	46	7	17	43	55	0	2	7	0	1	2	0	8	0	1	0
V37	82	20	105	30	39	26	0	18	6	0	13	3	10	20	16	7
V38	46	43	0	0	0	1	5	1	8	0	13	18	0	4	3	0
V39	70	164	26	17	18	5	86	3	5	6	28	0	5	1	1	0
V40	4	132	52	20	28	40	0	23	41	5	51	27	23	22	18	0
V41	182	55	1	45	35	0	0	1	0	0	19	8	12	0	1	0
V42	4	1	40	0	19	139	0	15	17	24	0	0	0	0	22	8
V43	127	115	48	97	38	3	51	32	0	0	6	0	11	2	5	0
V44	3	0	4	14	8	0	0	3	0	0	0	0	7	0	0	3
V45	47	28	2	159	48	1	0	1	0	5	12	10	25	3	1	3
V46	7	5	4	0	3	47	0	1	4	0	22	0	2	27	1	0
V47	0	72	18	31	20	31	1	6	1	6	31	38	10	0	4	0
V48	0	129	35	14	27	14	0	2	0	16	0	0	1	5	8	7
V49	117	0	18	11	15	20	0	5	7	7	0	0	0	1	23	0
V50	79	17	73	0	2	75	4	51	89	0	16	21	17	13	6	0
V51	1	0	3	30	38	66	0	4	12	28	38	0	4	25	12	0
V52	0	0	5	95	121	12	0	20	23	0	7	0	59	0	8	3
V53	0	25	3	1	0	7	3	0	0	0	3	4	1	2	0	0
V54	23	30	22	0	0	0	0	15	1	6	0	0	0	2	13	5
V55	111	1	45	1	0	0	26	22	0	6	0	5	0	2	8	2
V56	3	11	6	2	1	23	0	7	10	1	3	12	2	0	2	21
