MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	1.82E-03	1.73E-04	1.28E-03	2.66E-04	2.42E-03	5.28E-04
1:Del:C:1	7.96E-04	2.66E-04	6.55E-04	6.90E-04	1.34E-03	7.11E-04
1:Del:C:2	1.96E-04	2.51E-04	0.00E+00	3.26E-05	2.10E-04	9.72E-05
1:Del:C:3	6.02E-04	4.47E-04	2.69E-04	4.66E-04	5.05E-04	1.44E-04
1:Del:C:4	3.86E-04	9.92E-05	1.76E-08	2.96E-09	1.29E-04	2.59E-08
1:Del:C:5	0.00E+00	7.17E-04	4.89E-04	7.82E-04	3.40E-04	0.00E+00
1:Del:T:0	6.55E-04	8.72E-04	1.37E-04	5.76E-04	1.75E-03	7.84E-05
1:Del:T:1	9.41E-04	0.00E+00	7.03E-04	4.20E-04	4.89E-04	3.67E-04
1:Del:T:2	1.10E-03	6.07E-04	1.06E-03	9.37E-04	5.66E-04	4.92E-04
1:Del:T:3	2.11E-03	1.17E-03	5.12E-04	7.56E-04	0.00E+00	7.63E-04
1:Del:T:4	1.57E-03	1.73E-03	1.09E-04	1.35E-03	0.00E+00	0.00E+00
1:Del:T:5	1.49E-07	2.07E-03	3.81E-08	4.59E-08	2.56E-07	8.53E-07
1:Ins:C:0	8.91E-08	9.31E-05	6.80E-09	7.72E-05	3.94E-04	2.15E-04
1:Ins:C:1	7.82E-05	2.34E-04	8.49E-06	6.60E-05	4.57E-04	0.00E+00
1:Ins:C:2	1.12E-04	2.83E-05	2.98E-08	5.67E-05	2.66E-04	2.89E-09
1:Ins:C:3	0.00E+00	8.96E-09	1.07E-05	1.79E-04	1.00E-04	5.11E-05
1:Ins:C:4	8.27E-05	3.97E-04	3.01E-04	1.99E-04	1.40E-46	5.26E-05
1:Ins:C:5	0.00E+00	1.91E-03	2.12E-03	3.52E-03	1.55E-03	2.74E-03
1:Ins:T:0	4.35E-04	3.35E-04	5.09E-05	4.13E-04	6.14E-04	2.44E-06
1:Ins:T:1	7.88E-04	0.00E+00	6.63E-04	9.64E-05	1.08E-03	1.34E-04
1:Ins:T:2	1.53E-04	1.29E-04	0.00E+00	2.43E-04	3.45E-04	1.52E-04
1:Ins:T:3	1.91E-04	2.35E-04	2.77E-05	4.25E-04	3.39E-04	3.22E-04
1:Ins:T:4	3.34E-04	2.52E-04	3.07E-04	6.71E-04	2.87E-04	6.54E-05
1:Ins:T:5	1.25E-03	1.83E-07	1.28E-07	4.59E-03	3.15E-03	6.12E-04
2:Del:R:0	6.24E-04	2.65E-04	0.00E+00	0.00E+00	6.95E-04	1.43E-04
2:Del:R:1	1.59E-04	4.54E-04	2.97E-04	1.81E-04	5.64E-04	2.03E-04
2:Del:R:2	1.85E-04	3.33E-04	3.78E-04	1.58E-04	0.00E+00	2.35E-04
2:Del:R:3	1.03E-04	8.46E-05	8.89E-09	2.09E-08	0.00E+00	1.21E-04
2:Del:R:4	3.96E-09	1.07E-04	8.19E-09	2.67E-08	8.83E-09	4.66E-05
2:Del:R:5	1.67E-08	1.14E-04	3.66E-08	6.45E-08	3.58E-08	4.32E-08
3:Del:R:0	2.00E-04	2.94E-04	1.21E-04	1.18E-04	1.05E-03	0.00E+00
