NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.24	19.921	16.756	13.369	0.111	0.987	60000.0
2	60.759	19.488	15.167	12.712	0.113	0.987	70000.0
3	59.229	18.711	14.956	12.173	0.111	0.989	50000.0
4	63.626	20.262	16.732	13.666	0.111	0.987	60000.0
5	58.538	18.595	15.006	12.082	0.113	0.989	50000.0
6	58.292	18.34	14.444	11.755	0.114	0.991	60000.0
7	61.202	19.609	15.094	12.522	0.116	0.988	60000.0
8	59.318	18.255	15.132	11.806	0.109	0.99	110000.0
9	59.032	18.569	14.64	11.795	0.113	0.99	40000.0
10	58.88	18.486	14.715	11.831	0.107	0.989	70000.0
