NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	64.875	22.645	15.268	13.844	0.131	0.987	70000.0
2	60.925	21.11	14.529	13.03	0.122	0.989	30000.0
3	64.984	22.541	15.156	13.687	0.124	0.987	40000.0
4	63.591	22.022	14.618	13.196	0.13	0.989	50000.0
5	62.452	21.821	14.318	12.982	0.13	0.988	30000.0
6	62.643	21.587	14.995	13.545	0.132	0.987	30000.0
7	67.574	23.302	16.207	14.545	0.133	0.985	40000.0
8	61.793	20.976	14.35	12.496	0.126	0.99	40000.0
9	64.084	21.74	14.756	12.88	0.126	0.989	30000.0
10	63.365	22.132	15.183	13.967	0.128	0.985	50000.0
