MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.19E-02	1.57E-02	4.64E-03
1:Del:C:1	4.62E-03	5.79E-03	2.35E-03
1:Del:C:2	3.07E-04	3.95E-04	2.28E-04
1:Del:C:3	2.48E-04	6.57E-04	4.62E-04
1:Del:C:4	6.44E-04	6.59E-04	3.63E-04
1:Del:C:5	7.01E-04	2.24E-04	3.59E-04
1:Del:T:0	4.39E-03	6.26E-03	3.05E-03
1:Del:T:1	2.14E-03	2.94E-03	1.30E-03
1:Del:T:2	3.35E-03	4.22E-03	1.48E-03
1:Del:T:3	3.77E-03	5.01E-03	1.68E-03
1:Del:T:4	2.78E-03	3.65E-03	1.46E-03
1:Del:T:5	4.48E-02	3.74E-03	6.10E-03
1:Ins:C:0	1.40E-04	2.67E-04	2.25E-04
1:Ins:C:1	1.32E-04	2.14E-04	1.44E-04
1:Ins:C:2	1.69E-04	2.55E-04	1.57E-04
1:Ins:C:3	8.19E-06	2.49E-05	5.37E-05
1:Ins:C:4	1.97E-04	4.96E-05	2.59E-04
1:Ins:C:5	3.83E-04	4.17E-04	1.44E-03
1:Ins:T:0	5.45E-03	8.21E-03	7.12E-03
1:Ins:T:1	6.25E-04	7.90E-04	5.00E-04
1:Ins:T:2	2.91E-04	3.27E-02	1.92E-02
1:Ins:T:3	1.59E-04	1.46E-04	1.97E-04
1:Ins:T:4	2.83E-04	2.09E-04	1.34E-03
1:Ins:T:5	6.00E-04	4.00E-03	4.84E-02
2:Del:R:0	8.19E-04	1.30E-03	7.39E-04
2:Del:R:1	6.16E-04	7.91E-04	4.39E-04
2:Del:R:2	1.67E-04	1.73E-04	2.06E-04
2:Del:R:3	4.54E-05	4.55E-08	4.98E-05
2:Del:R:4	1.78E-04	3.90E-05	2.19E-05
2:Del:R:5	6.53E-05	1.75E-04	1.11E-04
3:Del:R:0	5.91E-04	9.75E-04	6.96E-04
3:Del:R:1	4.20E-03	6.18E-03	5.03E-03
3:Del:R:2	2.72E-04	1.44E-04	2.33E-04
3:Del:R:3	4.65E-05	6.29E-05	4.10E-05
3:Del:R:4	1.48E-08	8.91E-09	1.09E-08
3:Del:R:5	1.90E-05	4.02E-05	5.36E-05
4:Del:R:0	1.78E-02	2.58E-02	2.28E-02
4:Del:R:1	3.79E-04	3.64E-04	2.39E-04
4:Del:R:2	1.13E-04	8.05E-05	5.33E-05
4:Del:R:3	1.56E-05	2.87E-08	3.68E-08
4:Del:R:4	6.35E-08	2.50E-05	1.29E-05
4:Del:R:5	4.18E-08	2.11E-05	1.17E-05
5:Del:R:0	1.35E-02	2.17E-02	1.83E-02
5:Del:R:1	2.19E-04	3.30E-05	1.13E-04
5:Del:R:2	1.20E-08	3.18E-02	1.84E-02
5:Del:R:3	1.48E-08	8.91E-09	1.09E-08
5:Del:R:4	1.48E-08	8.91E-09	1.09E-08
5:Del:R:5	8.97E-06	9.26E-06	2.93E-05
2:Ins:R:0	1.12E-04	1.16E-04	1.34E-04
2:Ins:R:1	2.27E-04	1.28E-04	1.36E-04
2:Ins:R:2	8.13E-05	5.91E-05	3.86E-06
2:Ins:R:3	7.48E-05	8.33E-05	1.23E-04
2:Ins:R:4	1.78E-04	3.05E-02	1.72E-02
2:Ins:R:5	9.03E-04	3.27E-03	1.94E-03
3:Ins:R:0	3.65E-05	1.02E-04	7.86E-05
3:Ins:R:1	1.75E-04	2.83E-05	7.31E-05
3:Ins:R:2	1.75E-04	5.55E-03	3.02E-03
3:Ins:R:3	1.17E-05	3.77E-08	6.79E-05
3:Ins:R:4	1.70E-05	4.48E-05	2.02E-05
3:Ins:R:5	2.28E-04	2.81E-06	1.33E-04
4:Ins:R:0	6.00E-05	6.67E-05	6.19E-05
4:Ins:R:1	8.50E-05	1.48E-04	1.30E-04
4:Ins:R:2	1.74E-04	5.59E-03	2.84E-03
4:Ins:R:3	4.04E-05	2.10E-08	3.69E-05
4:Ins:R:4	2.62E-08	3.20E-08	4.88E-05
4:Ins:R:5	1.98E-04	1.82E-04	9.32E-05
5:Ins:R:0	3.94E-05	6.24E-05	1.92E-05
5:Ins:R:1	5.10E-04	9.36E-04	7.11E-04
5:Ins:R:2	5.02E-08	3.83E-05	3.91E-08
5:Ins:R:3	2.71E-05	2.12E-05	6.25E-05
5:Ins:R:4	3.04E-05	3.41E-05	1.57E-05
5:Ins:R:5	3.95E-05	2.52E-05	3.18E-05
2:Del:M:1	7.42E-04	1.55E-03	7.56E-04
3:Del:M:1	1.07E-02	1.60E-02	1.41E-02
3:Del:M:2	3.48E-04	4.66E-04	4.02E-04
4:Del:M:1	3.33E-04	5.84E-04	4.85E-04
4:Del:M:2	2.36E-04	3.45E-04	2.36E-04
4:Del:M:3	1.55E-04	1.69E-04	1.29E-04
5:Del:M:1	1.66E-02	2.78E-02	2.18E-02
5:Del:M:2	6.73E-03	8.79E-03	9.19E-03
5:Del:M:3	2.13E-03	3.27E-03	2.42E-03
5:Del:M:4	1.27E-03	2.19E-03	1.31E-03
5:Del:M:5	6.47E-04	1.08E-03	8.70E-04
