Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	77	10	25	41	118	18	47	7	6	25	58	0	0	0	0	0	0
V2	48	78	146	28	7	0	0	11	10	3	0	0	0	3	0	0	0
V3	3	0	0	136	26	32	0	0	60	12	15	44	0	4	0	0	0
V4	27	0	67	26	0	126	0	0	49	0	16	17	0	20	22	0	0
V5	119	5	30	0	7	7	0	0	30	0	22	48	0	0	0	0	10
V6	70	21	133	85	215	210	0	0	202	0	46	110	0	8	19	0	0
V7	2	0	0	4	10	0	0	29	7	0	0	0	0	1	2	37	0
V8	39	17	149	0	0	14	1	25	0	47	12	4	75	5	0	13	0
V9	112	0	18	40	17	11	0	0	1	0	4	4	0	0	0	0	0
V10	5	17	23	36	15	21	0	53	64	0	0	0	4	7	0	3	0
V11	33	1	56	20	0	7	1	0	0	12	0	0	11	0	0	1	0
V12	13	68	188	0	0	84	16	41	51	0	0	33	13	0	14	0	0
V13	71	22	0	161	275	7	0	0	36	40	7	0	0	10	5	0	0
V14	177	5	31	80	31	0	0	7	0	47	0	0	0	0	6	0	0
V15	88	0	28	2	0	33	51	24	15	0	5	15	0	19	7	18	2
V16	151	5	0	164	1	0	0	1	0	55	0	0	0	0	20	0	0
V17	0	48	9	33	40	0	37	50	0	38	40	0	0	1	0	0	0
V18	77	237	45	3	0	12	0	76	0	17	35	0	0	0	1	13	3
V19	229	92	67	0	0	1	0	0	0	1	0	0	0	17	0	19	0
V20	225	0	8	67	133	14	0	0	7	11	12	0	0	0	17	0	0
V21	26	90	5	1	19	33	0	0	14	0	0	0	0	3	1	9	0
V22	0	23	0	0	11	72	0	0	46	0	17	17	0	0	0	0	0
V23	30	34	9	89	34	0	0	0	0	30	0	0	0	0	2	0	0
V24	4	35	39	109	0	110	0	11	45	52	0	47	0	1	0	0	0
V25	0	132	25	0	41	49	21	0	30	0	10	9	56	10	2	23	0
V26	15	368	41	5	0	6	0	0	18	0	0	0	0	1	0	1	0
V27	199	22	47	0	0	0	44	1	0	0	0	0	3	1	0	0	0
V28	20	1	0	21	0	11	37	3	0	0	0	0	0	0	6	1	0
V29	62	0	4	126	58	0	0	11	0	16	0	0	0	0	0	0	0
V30	134	44	31	161	27	0	0	8	0	45	0	0	6	0	0	0	0
V31	91	20	3	5	0	1	47	3	0	34	0	0	0	5	9	1	4
V32	259	55	1	55	0	29	0	0	16	0	6	0	0	26	6	0	0
V33	37	73	0	2	9	5	18	0	0	8	35	0	0	0	0	7	3
V34	1	3	24	0	2	12	2	0	15	0	3	0	2	7	2	2	3
V35	16	38	18	76	69	0	38	6	0	15	0	0	0	0	0	0	0
V36	1	139	8	1	0	0	9	126	0	18	0	38	0	0	0	0	0
V37	1	45	3	2	0	0	2	8	0	0	9	10	0	0	3	0	3
V38	13	87	214	38	99	8	94	36	30	43	27	19	0	0	0	0	0
V39	0	35	70	1	0	0	38	0	2	0	0	1	22	0	0	0	0
V40	0	88	0	104	46	90	59	0	8	34	95	21	0	0	0	0	8
V41	17	14	182	3	0	8	0	3	34	6	13	0	0	4	0	0	3
V42	0	28	19	0	6	9	0	4	0	0	5	0	8	0	0	0	0
V43	63	115	54	0	83	0	9	50	0	0	42	0	55	0	0	0	4
V44	14	113	0	0	0	0	0	0	32	0	3	25	0	4	7	0	0
V45	255	53	0	19	97	0	0	58	19	0	61	13	34	18	0	0	0
V46	63	18	94	0	0	0	0	16	0	0	0	32	71	0	0	6	0
V47	227	7	33	19	0	4	0	6	0	16	0	0	0	0	28	0	8
V48	53	20	10	9	0	23	31	110	0	0	21	0	0	0	0	29	0
V49	8	164	2	37	91	13	0	0	3	0	7	17	0	0	0	0	0
V50	9	43	182	53	0	0	8	25	19	7	0	6	0	0	0	0	13
V51	154	4	0	0	8	7	1	0	4	0	14	11	0	0	11	0	0
V52	26	55	4	0	0	14	0	0	0	0	0	0	0	5	7	4	0
V53	230	8	30	0	2	71	0	0	74	0	13	1	0	0	10	0	0
V54	0	3	16	4	0	17	0	0	12	0	6	13	0	0	0	0	1
V55	39	31	64	0	59	39	22	17	86	0	9	53	7	0	0	0	0
V56	7	30	156	0	0	8	6	2	1	0	0	0	0	2	0	0	8
V57	132	71	14	8	20	0	0	0	4	20	0	0	0	0	0	0	0
V58	0	48	123	0	0	59	39	134	22	8	74	0	8	12	5	0	0
V59	31	64	99	73	134	0	10	66	0	97	0	0	0	0	0	0	0
V60	2	121	0	0	12	16	54	44	0	0	5	23	2	3	0	29	16
V61	1	25	0	236	99	0	0	0	0	41	0	0	0	0	0	0	0
V62	4	53	37	0	10	7	7	0	36	0	43	10	0	0	5	8	0
V63	17	8	33	132	87	0	218	92	0	13	0	0	0	1	4	0	0
V64	5	283	4	92	161	0	0	68	0	117	0	0	0	5	0	0	0
V65	0	23	55	113	33	0	0	0	4	5	0	0	0	0	0	0	0
V66	185	72	5	0	0	3	3	3	5	0	0	18	0	0	26	0	5
V67	5	26	57	0	0	1	3	0	2	15	0	0	0	17	0	3	0
V68	119	0	183	29	45	0	125	59	23	36	0	0	28	9	6	0	0
V69	0	34	104	6	13	0	0	2	8	23	0	0	7	4	0	0	0
