Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	10	334	3	4	53
V2	1080	109	5	47	4
V3	33	59	0	89	0
V4	29	125	80	81	24
V5	117	35	3	6	8
V6	26	38	107	77	208
V7	9	5	11	6	87
V8	141	10	162	70	34
V9	0	7	0	0	133
V10	9	19	95	6	49
V11	70	110	141	4	0
V12	0	92	0	22	0
V13	70	9	357	85	0
V14	17	124	125	53	182
V15	63	118	106	77	0
V16	46	215	7	16	8
V17	374	3	0	0	2
V18	9	52	111	102	0
V19	0	62	30	0	108
V20	0	317	0	0	0
V21	92	98	32	2	116
V22	89	45	43	16	58
V23	376	870	0	47	0
V24	304	32	33	17	9
V25	92	7	34	108	219
V26	16	18	168	10	16
V27	20	192	36	65	0
V28	15	160	71	30	22
V29	48	96	128	33	53
V30	72	7	19	529	0
V31	51	15	0	0	302
V32	7	107	95	92	0
V33	75	48	68	242	63
V34	6	0	0	9	52
V35	111	5	0	95	355
V36	386	14	34	0	198
V37	52	86	25	29	0
V38	8	243	20	0	226
V39	2	71	13	246	0
V40	0	0	3	9	11
V41	11	30	1	20	37
V42	55	0	117	4	16
V43	264	56	0	0	60
V44	18	86	91	34	121
V45	6	227	5	2	0
V46	30	92	0	85	0
V47	324	265	17	51	66
V48	151	0	152	186	0
V49	145	175	43	283	0
V50	1	29	38	73	14
V51	0	47	0	38	120
V52	129	21	1054	27	17
V53	66	63	410	21	0
V54	118	20	10	0	3
V55	134	240	13	13	163
V56	33	223	265	0	58
V57	4	111	16	156	0
V58	124	5	56	135	46
V59	46	11	3	65	202
V60	29	3	54	39	67
V61	210	11	83	229	53
V62	192	0	14	0	11
V63	66	47	0	388	0
V64	0	322	43	36	168
V65	119	0	0	44	55
V66	44	132	185	13	35
V67	146	116	13	20	61
V68	31	13	59	130	30
V69	77	250	95	15	8
V70	8	39	47	112	6
V71	44	47	0	91	5
V72	140	3	42	0	4
V73	32	43	116	42	31
V74	172	7	0	0	12
V75	93	502	101	71	170
V76	155	164	7	0	57
V77	335	21	133	88	227
V78	195	1	0	141	0
V79	71	102	164	11	0
V80	33	102	190	51	34
V81	86	83	13	117	0
V82	44	134	34	13	15
V83	136	211	12	10	35
V84	68	83	11	77	0
V85	7	8	32	20	73
V86	30	56	208	18	18
V87	133	30	2	1	31
V88	57	17	0	51	60
V89	0	50	0	241	74
V90	26	13	0	0	5
V91	263	36	299	10	70
V92	18	66	13	73	5
V93	28	0	21	95	25
V94	28	22	71	19	12
V95	1	6	16	137	0
V96	128	339	164	0	368
V97	6	89	9	64	0
V98	89	33	0	7	53
V99	210	81	8	6	104
V100	74	3	9	0	12
