Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	61	0	8	24	24	103	27	41
V2	5	46	1	143	10	0	48	0
V3	12	42	0	89	1	38	0	73
V4	0	0	48	141	90	15	64	12
V5	25	0	9	0	31	148	16	43
V6	0	25	0	0	0	23	0	16
V7	18	84	92	12	27	0	9	7
V8	162	79	8	1	4	18	10	0
V9	8	128	1	0	5	14	0	71
V10	10	1	7	56	1	165	0	0
V11	7	0	49	18	48	30	87	53
V12	2	85	67	31	61	154	99	0
V13	109	16	16	28	37	5	7	0
V14	69	0	0	0	273	86	141	8
V15	19	76	82	21	1	1	4	2
V16	117	32	65	24	62	15	59	19
V17	35	0	0	101	58	47	100	49
V18	17	33	0	0	63	7	119	11
V19	30	22	18	14	74	4	74	19
V20	64	177	107	0	14	0	7	0
V21	2	0	14	155	45	82	20	29
V22	154	2	20	1	13	35	18	47
V23	5	0	13	3	100	3	62	13
V24	18	3	0	41	0	8	3	2
V25	40	98	18	8	14	12	5	2
V26	182	0	0	4	8	134	16	20
V27	1	11	108	18	0	3	7	0
V28	1	0	40	22	113	70	30	83
V29	18	0	13	58	82	0	149	0
V30	1	6	1	31	4	0	3	3
V31	15	192	395	0	4	30	21	19
V32	3	0	0	16	141	4	318	0
V33	69	0	3	77	1	8	18	24
V34	195	1	5	0	12	16	8	33
V35	35	266	21	140	49	9	0	1
V36	19	164	114	1	1	2	6	5
V37	3	11	261	64	0	4	0	2
V38	32	43	9	20	42	9	37	3
V39	37	84	1	169	59	22	37	0
V40	12	29	7	21	25	8	8	0
V41	59	65	19	149	1	0	17	5
V42	68	173	166	124	14	14	2	48
V43	60	0	0	95	25	92	59	0
V44	146	104	2	68	12	109	0	51
V45	10	93	87	16	75	0	39	0
V46	14	0	8	4	1	120	0	8
V47	82	4	0	3	240	3	105	7
V48	58	197	13	21	11	13	42	23
V49	26	4	24	123	18	163	24	22
V50	0	25	55	11	9	50	15	44
V51	2	3	0	0	90	0	195	0
V52	36	0	23	10	207	5	47	0
V53	40	573	0	46	1	15	5	25
V54	1	45	0	13	118	89	34	11
V55	296	40	0	9	31	5	32	8
V56	0	0	144	38	23	235	0	334
V57	14	12	207	26	11	0	3	3
V58	22	2	83	2	13	13	7	0
V59	0	0	0	0	9	259	0	293
V60	46	5	12	13	0	25	0	0
V61	13	55	79	18	23	5	0	15
V62	70	0	0	22	0	54	11	18
V63	212	33	0	54	58	2	11	0
V64	30	45	310	0	10	101	0	53
V65	4	0	29	16	0	29	2	0
V66	1	1	0	129	0	28	9	3
V67	2	5	0	5	60	1	41	4
V68	187	191	20	25	24	59	13	42
V69	9	10	107	0	18	30	13	41
V70	103	2	31	8	4	0	0	6
V71	106	8	0	18	43	0	94	4
V72	23	0	156	60	44	0	24	5
V73	1	21	18	116	0	0	18	27
V74	9	50	3	112	0	124	0	67
V75	9	0	6	39	0	0	5	1
V76	40	106	60	23	7	9	9	16
V77	13	90	0	56	76	16	73	3
V78	7	14	98	5	14	6	13	8
V79	92	108	68	4	50	0	26	0
V80	14	0	0	22	28	3	37	0
V81	1	0	0	1	1	0	0	5
V82	5	0	0	0	9	6	11	18
V83	10	5	14	94	0	24	6	7
V84	83	5	0	29	17	11	15	0
V85	1	111	7	3	0	1	1	5
V86	22	0	37	45	14	13	73	5
V87	438	0	2	5	1	50	0	16
V88	34	11	54	26	11	23	57	0
V89	88	27	92	18	8	10	12	17
V90	151	73	38	6	1	0	12	1
V91	21	62	30	113	38	0	76	2
V92	0	0	30	33	40	11	26	17
V93	0	0	26	20	16	18	35	5
V94	6	9	28	156	18	1	6	12
V95	45	63	29	6	4	1	2	12
V96	0	65	36	1	208	1	0	3
V97	82	31	130	25	0	7	10	5
V98	42	6	10	22	87	60	80	22
V99	16	0	58	3	44	32	33	34
V100	35	3	74	14	4	27	1	2
