NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.325	24.757	15.779	16.396	0.137	0.979	20000.0
2	59.289	22.99	14.724	15.229	0.122	0.982	80000.0
3	60.892	23.62	15.403	15.559	0.126	0.983	50000.0
4	62.246	23.762	15.408	15.538	0.129	0.984	60000.0
5	62.79	24.686	15.449	15.977	0.136	0.982	30000.0
6	60.086	23.056	14.478	14.724	0.125	0.985	20000.0
7	61.472	24.33	15.068	16.261	0.132	0.979	30000.0
8	62.935	24.321	15.516	15.844	0.135	0.981	30000.0
9	64.306	25.213	15.74	16.325	0.138	0.98	40000.0
10	62.401	24.19	15.402	15.709	0.132	0.983	70000.0
