MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	0.00307689	0.00083447	0.00157519	0.33287025	0.01124227	0.00082036	0.01884290
1:Del:C:1	0.00020669	0.00313897	0.00000016	0.09043863	0.01390513	0.00000000	0.00894827
1:Del:C:2	0.00013392	0.00005496	0.00001758	0.00213640	0.00274090	0.00010603	0.00201179
1:Del:C:3	0.00265244	0.00083228	0.00073747	0.00873015	0.00206497	0.11830719	0.01584673
1:Del:C:4	0.00103728	0.00513442	0.00000000	0.01098233	0.00043791	0.00036414	0.00037694
1:Del:C:5	0.00095795	0.01606895	0.00000001	0.00000003	0.00260966	0.00052675	0.00240188
1:Del:T:0	0.00213148	0.00597268	0.00074628	0.11599082	0.03097013	0.00406975	0.01737970
1:Del:T:1	0.00083178	0.00137124	0.07984017	0.02866528	0.00423650	0.00332576	0.02383854
1:Del:T:2	0.00085310	0.00317575	0.00013390	0.09212602	0.00457092	0.00100249	0.00215451
1:Del:T:3	0.00000000	0.02267469	0.00220802	0.12228216	0.00225919	0.00166677	0.00628662
1:Del:T:4	0.00114508	0.04313450	0.00624207	0.09966199	0.00000000	0.00030836	0.01372002
1:Del:T:5	0.00077076	0.81325192	0.00051006	0.00000005	0.00344532	0.00000078	0.00000016
1:Ins:C:0	0.00000068	0.00000064	0.64048012	0.00000025	0.00000029	0.00000021	0.00076498
1:Ins:C:1	0.00000001	0.00005022	0.00002985	0.00066747	0.00225791	0.00002621	0.00130878
1:Ins:C:2	0.00013152	0.00016800	0.00008780	0.00000002	0.00236155	0.00000000	0.00151874
1:Ins:C:3	0.00000006	0.00049824	0.00000002	0.00030027	0.00000010	0.00025037	0.00000004
1:Ins:C:4	0.00228009	0.00184909	0.00042659	0.00001585	0.00000000	0.00000000	0.00198901
1:Ins:C:5	0.02190402	0.00913891	0.00000079	0.00001333	0.00317118	0.00038265	0.00689111
1:Ins:T:0	0.00325493	0.00059399	0.00005572	0.01528717	0.00210837	0.00087017	0.00242347
1:Ins:T:1	0.00000000	0.00000000	0.00105261	0.01245533	0.00602522	0.00006447	0.00397077
1:Ins:T:2	0.00043533	0.00090335	0.00021648	0.00156430	0.00116886	0.00000001	0.00121392
1:Ins:T:3	0.00497063	0.00138207	0.00147154	0.00125242	0.00001300	0.00011744	0.00080582
1:Ins:T:4	0.01424310	0.00310353	0.00065895	0.00010221	0.00031862	0.00000001	0.00683856
1:Ins:T:5	0.90057217	0.00025999	0.00126798	0.00040893	0.00062156	0.00000036	0.06449009
2:Del:R:0	0.00075900	0.00069309	0.00000000	0.00847307	0.01328345	0.00000000	0.00422474
2:Del:R:1	0.00107113	0.00489959	0.00000000	0.00621875	0.01215427	0.00040819	0.00331779
2:Del:R:2	0.00113388	0.00139904	0.00000000	0.00127114	0.00063496	0.00000000	0.00046051
2:Del:R:3	0.00016655	0.00000003	0.00000011	0.00000001	0.00001002	0.00068662	0.00009519
2:Del:R:4	0.00012172	0.00097387	0.00000011	0.00000003	0.00037314	0.00000003	0.00036394
2:Del:R:5	0.00000002	0.00000019	0.00002685	0.00000002	0.00163594	0.00000005	0.00109211
3:Del:R:0	0.00000000	0.00000000	0.00134422	0.00197565	0.00939332	0.00165051	0.00716924
3:Del:R:1	0.00482604	0.00494959	0.00084182	0.00416543	0.00073385	0.00117196	0.00147009
3:Del:R:2	0.00050178	0.00233867	0.00046063	0.00000077	0.00081997	0.03940892	0.00271952
3:Del:R:3	0.00000000	0.00039117	0.00000004	0.00091948	0.00000000	0.00006402	0.00000001
3:Del:R:4	0.00016407	0.00000029	0.00016182	0.00000075	0.00000052	0.00912929	0.00000012
3:Del:R:5	0.00000007	0.00000013	0.00000018	0.00011827	0.00002986	0.00000024	0.00003759
4:Del:R:0	0.00000000	0.00223949	0.00048269	0.00049897	0.00638502	0.00000000	0.00221365
4:Del:R:1	0.00094721	0.00221550	0.00000000	0.00422239	0.00273210	0.00006750	0.00113333
4:Del:R:2	0.00012852	0.00015783	0.00000002	0.00004774	0.00027330	0.00065125	0.00017132
4:Del:R:3	0.00000082	0.00000028	0.00000016	0.00000012	0.00029742	0.00000017	0.00016225
4:Del:R:4	0.00000014	0.00000027	0.00000025	0.00000023	0.00028226	0.00000029	0.00004090
4:Del:R:5	0.00000001	0.00028604	0.00000002	0.00000010	0.00027209	0.00000005	0.00014807
5:Del:R:0	0.00000733	0.00006455	0.20296818	0.00628260	0.06811314	0.00027798	0.64203497
5:Del:R:1	0.00000000	0.00283899	0.00004980	0.00041505	0.00187419	0.00037296	0.00029199
5:Del:R:2	0.00000011	0.00000010	0.00000009	0.00004777	0.00046113	0.00000013	0.00031166
5:Del:R:3	0.00000009	0.00000011	0.00000015	0.00038074	0.00000014	0.00000085	0.00000006
5:Del:R:4	0.00003712	0.00000017	0.00000022	0.00000021	0.00006179	0.00000025	0.00011770
5:Del:R:5	0.00000021	0.00000033	0.00000042	0.00000038	0.00000045	0.00000045	0.00000027
2:Ins:R:0	0.00015402	0.00084764	0.00000000	0.00172058	0.00193173	0.00000002	0.00133033
2:Ins:R:1	0.00000000	0.00028182	0.00000000	0.00082069	0.00328052	0.00032098	0.00087419
2:Ins:R:2	0.00000002	0.00006985	0.00044498	0.00045114	0.00000001	0.00000002	0.00018636
2:Ins:R:3	0.00027394	0.00077520	0.00000007	0.00000000	0.00037917	0.00000001	0.00019899
2:Ins:R:4	0.00145408	0.00063241	0.00059492	0.00000000	0.00000000	0.00000003	0.00061347
2:Ins:R:5	0.01549399	0.02041651	0.00074736	0.00062270	0.00251064	0.00066253	0.00383863
3:Ins:R:0	0.00000018	0.00000027	0.00000031	0.00000027	0.00006248	0.00000034	0.00004468
3:Ins:R:1	0.00070952	0.00118191	0.00115306	0.00000000	0.00000039	0.24882124	0.00432317
3:Ins:R:2	0.00000006	0.00017301	0.00011333	0.00000025	0.00000041	0.00000030	0.00000026
3:Ins:R:3	0.00016207	0.00000000	0.00007097	0.00034971	0.00027929	0.00000004	0.00041774
3:Ins:R:4	0.00000000	0.00075602	0.00001813	0.00000008	0.00000003	0.00000014	0.00000004
3:Ins:R:5	0.00304817	0.00174746	0.04617787	0.00123663	0.00000000	0.00090154	0.00003346
4:Ins:R:0	0.00000003	0.00000019	0.00010587	0.00000003	0.00044481	0.00000043	0.00048637
4:Ins:R:1	0.00000000	0.00028862	0.00006182	0.00151397	0.00058447	0.00086835	0.00029920
4:Ins:R:2	0.00037656	0.00000004	0.00000008	0.00000005	0.00012190	0.00000012	0.00011540
4:Ins:R:3	0.00000011	0.00000018	0.00000016	0.00000014	0.00025065	0.00000019	0.00008118
4:Ins:R:4	0.00009654	0.00000004	0.00020940	0.00022828	0.00016402	0.00000001	0.00008962
4:Ins:R:5	0.00111118	0.00308601	0.00019906	0.00004144	0.00094055	0.00025746	0.00027535
5:Ins:R:0	0.00000004	0.00000003	0.00000004	0.00000006	0.00055822	0.00025679	0.00036394
5:Ins:R:1	0.00018770	0.00076819	0.00056452	0.00289820	0.00939368	0.00054879	0.00527106
5:Ins:R:2	0.00000002	0.00000016	0.00000009	0.00037058	0.00011953	0.00021381	0.00000007
5:Ins:R:3	0.00000013	0.00000010	0.00000017	0.00019304	0.00009677	0.00000013	0.00014710
5:Ins:R:4	0.00011144	0.00000007	0.00026909	0.00007665	0.00011805	0.00000004	0.00012026
5:Ins:R:5	0.00000006	0.00025012	0.00000015	0.00000015	0.00000015	0.00000022	0.00000014
2:Del:M:1	0.00299540	0.00000000	0.00044021	0.00445962	0.00698309	0.00002991	0.00089447
3:Del:M:1	0.00000000	0.00082877	0.00013569	0.00217904	0.00856948	0.00039258	0.00724253
3:Del:M:2	0.00050965	0.00070023	0.00056264	0.00480185	0.00417688	0.00012703	0.00268938
4:Del:M:1	0.00000000	0.00070569	0.00000000	0.00025020	0.00564369	0.00027002	0.00500425
4:Del:M:2	0.00010028	0.00121456	0.00000000	0.00175027	0.00229247	0.00010060	0.00142039
4:Del:M:3	0.00000000	0.00067708	0.00065337	0.00257667	0.00075608	0.00016231	0.00160966
5:Del:M:1	0.00169040	0.00000004	0.00000016	0.00101929	0.54638686	0.55874467	0.00000186
5:Del:M:2	0.00000000	0.00329318	0.00031387	0.00087830	0.11162207	0.00060596	0.05239238
5:Del:M:3	0.00000002	0.00000021	0.00106342	0.00004315	0.05093959	0.00005948	0.02177190
5:Del:M:4	0.00000000	0.00165263	0.00200195	0.00015994	0.01530543	0.00018306	0.01104892
5:Del:M:5	0.00006857	0.00260965	0.00000001	0.00036575	0.00973497	0.00036888	0.00521286
