NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	57.219	25.346	13.97	14.713	0.164	0.984	40000.0
2	54.47	24.33	12.918	14.13	0.166	0.984	40000.0
3	58.096	25.693	14.086	15.261	0.169	0.982	30000.0
4	56.63	25.65	13.697	15.279	0.17	0.982	60000.0
5	56.207	24.857	13.541	14.618	0.166	0.983	50000.0
6	58.632	25.769	14.39	15.318	0.172	0.982	40000.0
7	57.476	25.224	13.831	14.656	0.159	0.983	60000.0
8	58.346	25.425	14.345	14.808	0.164	0.985	20000.0
9	54.629	23.931	13.113	14.005	0.156	0.985	40000.0
10	56.819	25.052	13.441	14.552	0.162	0.984	50000.0
