NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	37.095	15.568	9.066	9.617	0.093	0.993	50000.0
2	39.741	16.989	9.532	10.411	0.101	0.991	70000.0
3	38.777	16.784	9.326	10.485	0.104	0.991	60000.0
4	39.124	16.858	9.737	10.546	0.094	0.992	30000.0
5	35.359	15.295	8.541	9.747	0.091	0.992	40000.0
6	37.423	15.813	9.097	9.962	0.095	0.992	50000.0
7	41.135	17.915	10.285	11.522	0.102	0.99	30000.0
8	34.48	14.816	8.021	9.02	0.096	0.993	70000.0
9	37.766	16.536	9.392	10.655	0.098	0.991	40000.0
10	34.726	14.452	8.175	8.679	0.09	0.994	40000.0
