Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V39	4.78E+00	4.76E-01	4.62E+00	4.82E-01	1.21E+00	1.40E+00	4.48E+00
V40	2.09E+00	2.14E+00	2.00E+00	6.01E-01	3.55E+00	1.53E+00	2.37E+00
V41	5.20E+00	7.31E-01	6.96E-01	6.28E+00	1.52E+00	4.86E+00	6.70E+00
V42	1.86E+00	2.34E+00	0.00E+00	5.62E-01	1.69E+00	1.51E+00	2.57E+00
V43	6.57E+00	3.14E-01	4.90E-01	2.79E+00	1.14E+00	8.20E+00	1.03E+01
V44	7.90E-01	7.00E-01	5.80E+00	1.44E+00	3.27E-01	3.79E+00	5.62E+00
V45	1.78E+00	0.00E+00	5.58E+00	5.59E-01	2.32E+00	0.00E+00	6.84E+00
V46	3.71E+00	2.98E+00	6.50E-01	4.39E+00	4.28E+00	2.54E+00	5.74E+00
V47	5.93E+00	1.84E+00	8.62E-01	2.67E+00	0.00E+00	2.16E+00	5.47E+00
V48	4.33E-01	5.12E-01	3.96E+00	3.09E+00	3.88E+00	1.26E+00	4.03E+00
V49	3.59E+00	2.31E+00	3.14E-01	2.37E+00	7.31E-01	3.36E+00	4.21E+00
V50	4.49E+00	8.23E-01	3.09E+00	5.93E-01	2.16E+00	1.27E+00	4.25E+00
V51	7.90E-01	2.45E+00	1.34E+00	1.49E+00	1.07E+00	4.08E+00	3.48E+00
V52	1.35E+00	2.66E+00	7.49E+00	0.00E+00	7.00E-01	1.38E+00	8.57E+00
V53	2.21E-01	1.36E+00	9.16E+00	8.40E+00	3.07E+00	4.47E+00	1.17E+01
V54	1.41E+00	9.38E+00	0.00E+00	0.00E+00	3.04E+00	1.76E+00	1.16E+01
V55	2.23E+00	8.70E-01	5.06E+00	1.38E+00	1.02E+00	7.90E-01	4.99E+00
V56	1.63E-01	3.54E+00	1.33E+00	8.16E-01	3.36E+00	6.29E+00	8.37E+00
V57	2.56E+00	3.10E+00	4.33E-01	4.96E-01	2.07E+00	1.29E+00	3.59E+00
V58	4.44E+00	5.93E+00	2.10E+00	7.61E-01	1.64E+00	4.04E+00	6.94E+00
V59	5.26E-01	9.20E-01	6.41E+00	2.86E+00	1.81E+00	6.19E+00	8.08E+00
V60	2.63E+00	2.28E+00	8.57E-01	3.31E+00	1.57E+00	3.72E+00	3.97E+00
V61	1.29E+00	0.00E+00	1.52E+01	7.60E-01	4.38E+00	6.32E-01	1.59E+01
V62	2.86E+00	1.05E+01	4.86E+00	2.19E+00	2.71E+00	1.65E+00	1.26E+01
V63	1.04E+00	2.53E+00	4.95E+00	2.21E-01	0.00E+00	2.88E+00	5.39E+00
V64	2.60E+00	1.67E+00	2.68E+00	0.00E+00	0.00E+00	3.71E+00	2.94E+00
V65	2.31E+00	3.19E+00	3.96E+00	7.73E+00	8.33E-01	3.10E+00	7.63E+00
V66	2.15E+00	3.60E+00	1.49E+00	2.44E+00	2.00E-01	1.00E+00	3.31E+00
V67	1.28E+00	1.48E+00	4.31E+00	4.21E+00	4.33E-01	3.14E+00	4.36E+00
V68	1.72E+00	0.00E+00	1.22E+00	5.93E-01	1.41E+00	1.37E+00	1.34E+00
V69	1.91E+00	1.48E+00	2.77E-01	6.54E+00	0.00E+00	2.79E+00	6.40E+00
V70	3.06E-01	5.35E+00	1.15E+00	3.48E-01	4.28E-01	1.10E+00	4.54E+00
V71	7.30E-01	0.00E+00	4.99E-01	1.03E+00	1.19E+00	1.00E+00	1.06E+00
V72	1.46E+00	1.86E+00	0.00E+00	3.25E+00	4.32E+00	3.99E+00	2.84E+00
V73	0.00E+00	2.69E-01	7.67E-01	1.54E+00	4.24E+00	4.27E+00	3.88E+00
V74	3.33E+00	2.88E+00	2.59E+00	1.11E+00	1.86E+00	1.33E+00	3.59E+00
V75	1.38E+00	1.00E+00	2.52E+00	1.73E+00	8.09E-01	1.20E+00	2.77E+00
V76	1.00E+00	1.36E+00	3.00E-01	0.00E+00	1.34E+00	3.97E+00	3.40E+00
V77	1.55E+00	3.07E-01	2.24E-01	1.40E+01	1.11E+00	2.46E+00	1.49E+01
V78	4.23E+00	3.14E+00	1.82E+00	2.51E+00	2.45E+00	4.17E+00	4.34E+00
V79	6.84E-01	3.41E+00	4.76E-01	0.00E+00	2.37E+00	1.65E+00	2.35E+00
V80	3.76E+00	2.97E+00	9.05E+00	1.33E-01	3.13E+00	3.20E+00	9.02E+00
V81	5.19E+00	3.35E-01	2.92E+00	2.97E+00	1.35E+00	7.15E-01	3.41E+00
V82	9.31E-01	1.69E+00	3.71E-01	4.52E-01	1.34E+00	8.95E-01	7.92E-01
V83	5.91E+00	1.33E-01	0.00E+00	4.04E+00	3.27E+00	2.72E+00	6.45E+00
V84	0.00E+00	1.49E+00	2.32E+00	0.00E+00	5.67E-01	1.30E+00	2.11E+00
V85	5.77E-01	9.55E-01	1.33E-01	0.00E+00	1.35E+00	6.11E-01	8.56E-01
V86	4.11E+00	3.93E+00	9.00E-01	2.47E+00	2.85E+00	1.82E+00	4.74E+00
V87	6.29E-01	2.22E+01	3.93E+00	2.67E+00	5.96E-01	5.76E+00	2.45E+01
V88	1.14E+00	1.29E+00	1.71E+00	1.78E+00	1.49E+00	1.88E+00	2.59E+00
V89	2.25E+00	7.42E-01	5.77E-01	1.14E+01	1.05E+00	2.67E-01	1.31E+01
V90	5.83E+00	1.19E+01	8.00E+00	4.19E+00	8.00E-01	3.72E+00	1.19E+01
V91	1.29E+00	7.06E-01	2.24E+00	1.21E+00	1.18E+00	1.18E+00	1.54E+00
V92	1.37E+00	2.35E+00	1.13E+00	2.12E+00	1.25E+00	1.49E+01	1.45E+01
V93	8.57E-01	4.31E+00	0.00E+00	0.00E+00	1.19E+00	4.30E+00	7.81E+00
V94	1.69E+00	1.74E+00	4.49E+00	7.64E-01	2.22E+00	1.98E+00	5.30E+00
V95	0.00E+00	1.63E-01	1.02E+00	6.29E-01	1.34E+00	8.06E-01	1.22E+00
V96	3.48E+00	5.54E+00	4.97E+00	1.18E+01	6.16E-01	1.76E+00	1.19E+01
V97	1.05E+00	1.50E+00	6.16E-01	1.64E+00	1.90E+00	8.50E+00	7.36E+00
V98	3.32E+00	1.01E+00	1.97E+00	8.34E+00	6.67E-01	3.48E+00	1.10E+01
V99	2.26E+00	1.27E+00	4.54E+00	4.87E+00	1.09E+00	5.47E+00	4.87E+00
V100	5.96E-01	9.57E-01	3.96E-01	2.00E+00	6.00E-01	1.01E+00	8.46E-01
