NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	117.243	45.313	35.206	35.268	0.285	0.91	20000.0
2	129.24	49.356	42.549	39.038	0.297	0.895	30000.0
3	118.315	45.663	35.897	35.101	0.274	0.914	30000.0
4	117.169	45.246	35.336	34.288	0.274	0.918	30000.0
5	119.873	46.835	37.612	36.245	0.282	0.909	40000.0
6	115.99	44.065	35.105	34.483	0.272	0.916	40000.0
7	114.149	43.53	35.035	33.334	0.269	0.917	40000.0
8	119.446	46.585	36.449	35.735	0.292	0.91	20000.0
9	123.592	47.155	36.547	35.825	0.286	0.913	30000.0
10	116.518	46.259	36.411	35.361	0.289	0.911	20000.0
