NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	81.568	31.952	21.961	21.698	0.189	0.966	20000.0
2	82.298	31.823	22.783	21.801	0.18	0.967	60000.0
3	81.3	31.776	21.046	20.751	0.185	0.971	30000.0
4	74.548	29.238	19.246	18.837	0.177	0.974	40000.0
5	74.398	29.166	19.29	19.015	0.172	0.975	40000.0
6	76.559	29.597	19.989	19.045	0.175	0.976	20000.0
7	81.886	31.614	22.504	21.414	0.177	0.97	70000.0
8	76.613	29.879	19.834	19.296	0.176	0.975	20000.0
9	84.778	32.625	22.911	21.868	0.186	0.969	40000.0
10	75.354	29.489	19.505	19.19	0.178	0.975	30000.0
