Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	0	103	9	14	6	0	0	5
V2	54	10	3	18	47	0	4	10
V3	31	1	119	0	0	42	8	39
V4	168	43	6	52	95	136	23	32
V5	48	185	7	130	68	72	86	119
V6	134	21	4	7	1	0	1	13
V7	78	13	82	0	1	149	119	15
V8	7	5	0	78	4	43	8	66
V9	39	0	0	59	196	29	1	24
V10	179	3	13	0	12	0	6	7
V11	90	1	0	41	27	2	4	49
V12	22	15	9	31	104	39	72	27
V13	0	6	5	12	57	3	1	0
V14	2	2	37	17	31	2	0	26
V15	62	100	5	28	36	5	27	5
V16	1	12	7	45	11	6	3	3
V17	1	237	0	107	78	0	0	45
V18	10	7	53	3	10	4	4	20
V19	49	13	0	121	3	46	45	18
V20	58	21	41	25	6	32	13	22
V21	2	2	0	37	8	0	0	10
V22	137	119	1	93	44	0	0	14
V23	78	42	39	3	248	63	44	36
V24	207	173	113	0	88	83	56	3
V25	8	16	16	30	4	0	3	27
V26	3	29	5	175	33	26	34	41
V27	49	2	0	0	5	31	15	0
V28	3	138	48	0	1	38	17	27
V29	7	2	210	12	24	11	27	14
V30	16	22	3	0	202	0	2	9
V31	0	48	32	8	7	6	0	9
V32	5	1	84	21	35	11	11	30
V33	74	5	227	0	5	41	46	43
V34	50	8	6	19	55	1	8	5
V35	68	225	0	57	0	0	0	36
V36	247	28	236	0	4	79	101	19
V37	86	30	0	156	14	162	96	49
V38	4	19	30	9	173	1	11	39
V39	239	42	0	189	1	32	9	60
V40	0	1	43	0	0	3	1	18
V41	35	45	0	9	1	155	178	8
V42	7	331	8	85	1	8	0	32
V43	418	35	21	144	71	14	59	190
V44	73	1	94	0	6	0	34	25
V45	36	70	4	11	15	20	53	0
V46	5	2	5	0	12	4	2	8
V47	1	9	111	40	1	25	16	157
V48	106	149	65	0	7	57	125	21
V49	34	6	205	131	10	0	2	0
V50	45	2	243	8	41	0	5	29
V51	0	23	0	23	21	31	21	10
V52	55	5	44	2	13	0	0	0
V53	65	105	4	5	6	0	0	0
V54	62	2	6	31	28	5	49	30
V55	0	54	51	94	21	7	2	50
V56	47	41	0	51	3	75	89	1
V57	3	3	64	38	60	13	11	5
V58	1	10	1	86	15	1	0	58
V59	69	20	2	0	113	7	25	2
V60	3	86	0	48	24	5	0	28
V61	20	79	0	0	0	231	89	3
V62	2	7	59	21	221	126	30	6
V63	199	11	39	34	21	2	5	17
V64	0	188	12	0	20	4	2	10
V65	146	10	91	12	0	232	0	63
V66	1	2	54	3	7	7	7	3
V67	79	46	80	131	151	102	30	35
V68	2	6	15	2	31	51	11	2
V69	115	14	1	31	5	0	202	39
V70	22	46	0	63	7	0	0	19
V71	1	38	0	187	1	1	1	127
V72	19	111	4	10	0	0	2	4
V73	310	7	0	6	10	0	3	5
V74	2	303	92	0	5	32	8	32
V75	15	2	27	41	48	35	124	5
V76	104	2	117	0	4	49	15	28
V77	50	72	26	26	5	34	4	12
V78	50	16	51	20	0	105	59	78
V79	25	1	39	29	44	5	15	18
V80	5	6	7	33	2	22	18	46
V81	18	67	11	2	0	0	0	2
V82	13	19	36	0	0	3	0	16
V83	208	11	0	7	53	0	0	10
V84	8	90	31	15	43	12	19	0
V85	108	54	128	0	15	13	7	41
V86	7	35	0	8	7	8	18	0
V87	10	15	121	0	58	101	16	116
V88	4	6	0	0	43	47	151	0
V89	6	98	17	8	0	3	1	7
V90	11	137	12	56	4	0	23	7
V91	39	0	52	0	22	19	4	18
V92	99	29	3	58	7	0	0	17
V93	153	3	0	68	8	0	0	2
V94	28	4	0	5	62	32	32	2
V95	30	19	17	4	3	17	0	2
V96	37	104	111	0	5	1	0	0
V97	0	22	10	0	0	128	151	28
V98	42	1	208	16	57	0	2	52
V99	72	0	66	0	21	10	14	5
V100	0	12	3	2	3	3	2	0
