MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	6.66E-04	1.84E-07	6.40E-03	0.00E+00	9.93E-08	4.62E-03	4.17E-02
1:Del:C:1	5.66E-04	0.00E+00	5.17E-03	2.34E-04	0.00E+00	1.47E-03	1.74E-02
1:Del:C:2	9.89E-05	1.72E-04	3.43E-04	1.76E-08	2.71E-04	5.40E-04	5.41E-04
1:Del:C:3	4.30E-04	2.52E-04	1.28E-03	3.78E-05	4.28E-04	9.54E-04	6.03E-03
1:Del:C:4	3.64E-04	9.97E-05	2.08E-03	5.48E-06	4.41E-04	4.64E-06	3.19E-03
1:Del:C:5	6.19E-04	0.00E+00	1.26E-04	3.48E-04	7.48E-04	2.91E-04	7.48E-04
1:Del:T:0	5.51E-04	1.40E-46	6.24E-03	2.67E-04	1.64E-03	2.93E-03	2.63E-02
1:Del:T:1	1.29E-04	1.63E-04	2.68E-03	7.80E-05	4.48E-04	9.57E-04	1.30E-02
1:Del:T:2	1.85E-03	7.37E-04	4.21E-03	3.92E-03	1.56E-03	1.47E-03	3.27E-02
1:Del:T:3	8.48E-04	4.69E-04	7.05E-03	1.59E-04	9.68E-04	1.40E-46	1.70E-02
1:Del:T:4	7.74E-04	4.56E-08	9.71E-03	3.41E-08	2.40E-03	0.00E+00	2.46E-02
1:Del:T:5	9.26E-08	6.64E-04	1.24E-03	5.75E-08	4.26E-03	1.07E-03	1.65E-02
1:Ins:C:0	3.56E-08	1.53E-04	7.83E-05	6.69E-05	2.42E-08	2.17E-04	1.69E-04
1:Ins:C:1	1.30E-04	1.14E-08	1.40E-46	1.15E-08	1.46E-04	1.99E-04	3.95E-04
1:Ins:C:2	3.92E-09	8.29E-09	1.17E-04	1.55E-08	3.25E-08	2.32E-04	2.81E-04
1:Ins:C:3	3.74E-08	2.56E-05	2.85E-08	3.75E-08	1.44E-04	5.15E-08	4.52E-08
1:Ins:C:4	2.17E-04	9.76E-05	0.00E+00	2.07E-04	3.86E-04	1.63E-07	5.75E-04
1:Ins:C:5	9.30E-04	2.61E-04	0.00E+00	6.14E-04	6.37E-04	6.67E-05	2.35E-03
1:Ins:T:0	4.35E-04	5.37E-05	2.23E-03	2.47E-04	4.75E-04	5.74E-04	4.37E-03
1:Ins:T:1	0.00E+00	7.25E-09	1.09E-03	1.94E-08	4.63E-04	6.57E-04	2.08E-03
1:Ins:T:2	2.04E-04	4.27E-05	4.14E-04	1.07E-04	1.58E-04	1.61E-04	7.00E-04
1:Ins:T:3	5.66E-04	0.00E+00	1.65E-04	6.46E-08	0.00E+00	4.30E-04	1.84E-03
1:Ins:T:4	1.06E-03	0.00E+00	4.29E-04	2.45E-04	7.14E-04	3.76E-04	5.16E-03
1:Ins:T:5	6.27E-03	9.97E-04	2.40E-03	4.26E-03	1.40E-46	1.10E-03	8.05E-02
2:Del:R:0	4.03E-04	1.23E-04	1.55E-03	1.37E-04	0.00E+00	5.24E-04	2.08E-03
2:Del:R:1	6.72E-05	3.70E-05	7.08E-04	3.65E-04	6.00E-04	8.49E-04	2.87E-03
2:Del:R:2	2.38E-05	8.61E-05	4.81E-04	2.29E-08	3.55E-04	0.00E+00	6.35E-04
2:Del:R:3	7.94E-05	4.33E-09	4.66E-05	1.58E-04	1.18E-04	9.22E-09	8.85E-05
2:Del:R:4	6.39E-05	1.29E-04	9.58E-09	1.13E-08	2.53E-04	6.04E-09	8.58E-09
2:Del:R:5	3.46E-08	3.64E-08	8.42E-05	1.50E-08	1.24E-04	1.94E-04	5.24E-04
3:Del:R:0	3.65E-05	4.37E-05	6.89E-04	7.78E-05	0.00E+00	7.85E-04	1.86E-03
3:Del:R:1	8.30E-04	2.17E-04	7.94E-04	2.75E-05	7.10E-04	2.93E-04	8.07E-03
3:Del:R:2	2.12E-04	6.49E-05	2.13E-04	2.24E-04	2.98E-04	3.84E-04	8.64E-04
3:Del:R:3	9.73E-05	0.00E+00	1.28E-04	1.27E-04	1.92E-04	2.09E-07	3.89E-04
