MutationType	ID83A	ID83B
1:Del:C:0	7.37E-03	9.48E-03
1:Del:C:1	2.24E-03	2.85E-03
1:Del:C:2	1.18E-04	1.88E-04
1:Del:C:3	3.15E-04	2.33E-04
1:Del:C:4	2.36E-04	3.75E-04
1:Del:C:5	6.08E-04	8.36E-04
1:Del:T:0	2.25E-03	2.79E-03
1:Del:T:1	9.48E-04	1.18E-03
1:Del:T:2	1.95E-03	2.48E-03
1:Del:T:3	2.48E-03	2.75E-03
1:Del:T:4	3.08E-02	4.16E-02
1:Del:T:5	2.81E-02	3.79E-02
1:Ins:C:0	4.74E-05	5.27E-05
1:Ins:C:1	3.41E-05	8.19E-05
1:Ins:C:2	4.88E-05	2.00E-05
1:Ins:C:3	4.60E-05	8.41E-05
1:Ins:C:4	9.13E-05	1.06E-04
1:Ins:C:5	4.19E-04	5.21E-04
1:Ins:T:0	1.34E-04	2.30E-04
1:Ins:T:1	3.41E-04	3.75E-04
1:Ins:T:2	1.11E-04	1.20E-04
1:Ins:T:3	1.19E-04	3.22E-08
1:Ins:T:4	1.44E-04	1.67E-04
1:Ins:T:5	3.12E-03	1.98E-03
2:Del:R:0	3.58E-04	4.45E-04
2:Del:R:1	2.34E-04	2.89E-04
2:Del:R:2	1.11E-04	1.33E-04
2:Del:R:3	6.28E-05	3.96E-05
2:Del:R:4	2.79E-05	6.04E-05
2:Del:R:5	7.30E-04	1.06E-03
3:Del:R:0	2.13E-04	2.81E-04
3:Del:R:1	1.75E-04	2.67E-04
3:Del:R:2	8.94E-05	1.54E-04
3:Del:R:3	2.52E-05	3.44E-05
3:Del:R:4	2.12E-05	4.70E-05
3:Del:R:5	5.60E-09	7.80E-09
4:Del:R:0	7.27E-05	1.45E-04
4:Del:R:1	1.65E-04	1.14E-04
4:Del:R:2	4.23E-05	2.39E-05
4:Del:R:3	6.02E-05	1.27E-03
4:Del:R:4	1.77E-05	9.63E-06
4:Del:R:5	1.90E-05	3.15E-05
5:Del:R:0	2.21E-03	2.70E-03
5:Del:R:1	1.60E-04	2.69E-04
5:Del:R:2	4.25E-05	4.14E-05
5:Del:R:3	2.74E-03	3.52E-03
5:Del:R:4	1.45E-05	2.05E-05
5:Del:R:5	1.99E-05	1.68E-05
2:Ins:R:0	1.02E-04	1.41E-04
2:Ins:R:1	1.03E-04	8.74E-05
2:Ins:R:2	8.15E-05	9.08E-05
2:Ins:R:3	4.97E-05	2.53E-05
2:Ins:R:4	8.39E-05	9.37E-05
2:Ins:R:5	5.64E-04	1.35E-03
3:Ins:R:0	1.67E-05	4.38E-09
3:Ins:R:1	6.95E-05	8.06E-05
3:Ins:R:2	1.56E-05	4.34E-08
3:Ins:R:3	1.15E-05	2.83E-09
3:Ins:R:4	2.63E-05	3.28E-05
3:Ins:R:5	8.29E-05	1.23E-04
4:Ins:R:0	5.60E-09	7.80E-09
4:Ins:R:1	1.71E-04	3.39E-03
4:Ins:R:2	5.60E-09	7.80E-09
4:Ins:R:3	4.15E-05	2.31E-05
4:Ins:R:4	2.78E-05	1.57E-05
4:Ins:R:5	7.93E-05	1.23E-04
5:Ins:R:0	2.15E-05	3.00E-05
5:Ins:R:1	1.80E-04	2.09E-04
5:Ins:R:2	1.36E-05	1.04E-05
5:Ins:R:3	5.60E-09	7.80E-09
5:Ins:R:4	1.83E-05	2.00E-05
5:Ins:R:5	2.68E-05	3.93E-08
2:Del:M:1	1.90E-04	2.23E-04
3:Del:M:1	1.68E-04	2.28E-04
3:Del:M:2	2.07E-04	2.45E-04
4:Del:M:1	8.11E-05	5.12E-05
4:Del:M:2	1.10E-04	3.95E-04
4:Del:M:3	9.39E-05	1.11E-04
5:Del:M:1	2.99E-03	3.54E-03
5:Del:M:2	1.25E-03	1.58E-03
5:Del:M:3	5.15E-04	7.40E-04
5:Del:M:4	2.04E-04	2.52E-04
5:Del:M:5	1.22E-04	1.43E-04
