Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	28	0	6	23	0	3	4	1	1	5	6	0	0	17	0	2
V2	0	1	2	9	4	0	22	0	26	6	0	39	0	0	4	0
V3	26	177	0	3	54	13	0	13	4	35	18	0	0	0	5	0
V4	9	4	30	3	0	0	1	0	0	0	15	0	0	0	0	0
V5	0	20	0	15	53	0	11	90	16	38	0	0	0	0	10	0
V6	0	0	4	0	45	36	0	62	0	0	7	0	30	0	0	0
V7	4	2	33	0	7	0	31	4	21	0	7	0	21	9	0	0
V8	20	0	22	34	110	0	28	31	10	58	0	20	40	0	0	0
V9	0	29	18	23	16	0	7	11	39	0	0	41	4	0	0	2
V10	14	29	31	14	0	0	0	7	3	0	0	0	0	4	0	0
V11	0	1	12	0	12	7	5	4	2	25	0	0	29	0	8	0
V12	16	5	15	99	0	0	4	0	13	0	0	7	0	9	0	6
V13	0	30	73	1	35	0	14	6	0	0	41	16	20	0	0	0
V14	35	13	45	8	1	2	1	3	0	0	9	1	0	0	2	0
V15	35	18	5	0	17	0	0	14	0	3	0	22	0	0	0	0
V16	0	35	17	1	7	0	5	4	2	0	7	6	0	0	5	0
V17	163	33	8	26	37	16	0	18	0	16	3	0	29	50	0	0
V18	4	0	0	7	0	0	14	0	3	4	0	22	0	0	1	0
V19	181	11	3	19	1	0	0	0	7	27	0	7	0	68	0	4
V20	0	0	30	2	10	33	2	0	14	0	11	0	28	17	0	0
V21	16	135	49	84	2	21	0	3	1	0	46	0	0	3	21	1
V22	170	44	217	0	50	0	16	47	26	9	0	0	0	19	38	0
V23	3	109	0	0	17	88	0	2	1	24	0	0	0	1	7	0
V24	0	103	244	31	0	10	0	0	4	0	19	15	0	0	44	0
V25	196	0	2	0	110	0	2	102	22	97	0	0	41	31	11	0
V26	47	6	68	182	29	0	6	4	0	6	0	3	23	4	2	0
V27	37	55	95	0	103	0	0	39	0	0	36	0	32	0	10	0
V28	29	396	0	0	65	0	4	54	1	0	0	28	9	1	2	0
V29	137	10	23	15	14	0	0	0	7	0	16	0	0	9	0	0
V30	0	55	203	2	66	0	214	1	98	2	0	0	0	0	13	0
V31	16	167	153	0	73	38	5	85	0	9	54	1	52	0	44	0
V32	35	6	62	3	1	13	0	3	1	0	4	0	2	0	1	9
V33	6	1	11	78	1	0	10	0	11	2	30	1	0	1	11	0
V34	105	95	0	79	16	17	37	16	17	0	3	0	9	12	0	0
V35	5	9	37	15	37	0	0	2	2	4	0	10	44	0	0	2
V36	35	13	1	5	9	0	1	2	0	8	0	1	0	10	0	0
V37	13	35	0	2	1	0	0	0	2	0	0	3	0	0	0	0
V38	11	1	13	420	10	0	1	13	1	9	0	0	8	0	0	0
V39	415	65	0	41	8	40	8	54	16	92	0	0	0	2	0	15
V40	0	3	29	103	1	0	66	1	21	9	0	83	0	0	10	1
V41	73	23	1	0	2	0	0	0	0	5	0	8	0	0	0	0
V42	0	20	92	0	70	111	40	48	10	13	0	4	71	7	0	0
V43	101	2	0	1	3	0	1	1	1	10	0	0	0	5	0	0
V44	59	0	5	9	25	0	7	3	0	12	16	0	0	35	0	0
V45	4	57	1	182	2	44	48	0	91	13	0	1	4	0	0	0
V46	43	5	0	126	8	3	0	0	3	2	7	8	0	11	7	0
V47	52	32	2	55	0	20	12	0	4	0	0	0	0	0	5	3
V48	59	127	0	0	37	57	18	6	15	33	2	0	0	7	34	0
V49	14	26	38	18	32	0	5	6	2	0	0	0	11	6	25	4
V50	19	0	25	0	53	40	1	24	2	2	25	0	20	7	0	0
V51	0	18	0	75	10	0	14	1	1	0	14	5	0	0	0	21
V52	62	22	0	60	45	10	0	8	0	0	6	0	0	39	1	0
V53	18	17	7	30	25	39	0	23	0	1	0	0	4	0	0	12
V54	5	29	83	7	0	87	5	0	0	0	40	0	1	7	15	0
V55	7	1	1	3	4	0	0	4	1	2	8	0	0	0	4	0
V56	0	31	4	215	16	37	9	19	47	39	0	0	0	0	0	0
