NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	72.598	28.879	18.519	18.566	0.173	0.976	20000.0
2	71.326	27.53	18.71	17.6	0.162	0.979	40000.0
3	73.65	29.053	18.187	18.259	0.174	0.977	20000.0
4	67.935	27.079	16.799	16.882	0.166	0.979	20000.0
5	70.412	27.946	17.581	17.777	0.164	0.978	80000.0
6	71.419	28.002	17.947	17.481	0.166	0.98	30000.0
7	69.294	27.283	17.398	17.197	0.164	0.98	30000.0
8	73.418	28.587	18.271	17.971	0.166	0.979	40000.0
9	74.305	28.999	19.095	18.615	0.173	0.976	30000.0
10	69.176	26.75	17.31	16.793	0.167	0.981	20000.0
