Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	0	208	4	7	0	0	12	0	12	0	0	0	1	0
V2	462	15	0	25	13	194	139	108	0	0	0	1	0	8
V3	0	47	28	30	16	4	0	1	15	38	0	32	23	0
V4	14	1	0	2	0	0	0	3	0	0	0	0	0	0
V5	45	10	3	35	0	0	0	24	7	0	0	8	0	0
V6	66	4	8	5	9	107	26	37	23	0	0	14	0	0
V7	66	1	193	0	13	0	7	32	53	20	0	0	0	9
V8	10	147	5	9	8	109	38	0	56	0	62	0	0	0
V9	186	0	1	15	95	0	0	65	0	61	59	14	0	0
V10	17	14	3	67	108	39	13	17	0	0	13	37	3	0
V11	85	8	28	0	0	0	9	27	7	0	0	0	0	0
V12	0	25	0	8	0	0	18	1	0	1	0	0	15	0
V13	56	14	104	11	0	1	12	18	41	0	1	0	9	9
V14	3	39	10	63	0	15	0	0	0	0	8	18	7	5
V15	41	5	5	2	0	35	16	5	3	7	0	0	12	1
V16	15	23	0	17	258	0	0	1	0	0	4	0	0	3
V17	0	54	7	46	3	0	0	0	34	1	0	0	19	8
V18	0	0	9	135	0	14	0	0	13	0	5	13	3	10
V19	1	0	1	1	0	1	3	0	0	0	0	0	0	0
V20	22	109	46	1	8	0	0	1	3	0	0	0	6	5
V21	28	92	0	75	34	2	7	0	0	16	4	30	23	0
V22	0	19	8	0	21	3	0	5	14	4	0	2	14	0
V23	145	25	182	0	6	1	0	38	23	37	0	0	0	0
V24	8	2	0	56	69	6	10	0	0	0	0	14	15	9
V25	88	13	19	0	2	2	0	19	4	6	1	4	0	0
V26	18	0	193	16	36	0	0	8	40	0	0	9	0	0
V27	167	0	0	19	4	0	0	57	0	50	0	18	0	0
V28	1	6	1	0	8	15	12	0	0	22	14	7	6	3
V29	2	19	0	6	59	4	3	1	0	0	24	9	30	0
V30	12	0	4	41	18	5	0	4	0	0	18	11	1	9
V31	4	97	0	0	75	0	0	0	0	0	8	0	17	0
V32	260	7	0	0	0	0	0	75	0	0	0	14	0	0
V33	18	8	4	11	16	0	8	6	0	0	0	23	0	0
V34	6	32	0	53	0	14	9	1	0	0	4	0	1	22
V35	0	1	0	2	20	36	0	3	0	0	0	4	0	0
V36	10	79	7	106	1	0	0	1	0	0	14	1	0	0
V37	70	54	15	0	14	0	1	21	54	0	0	0	25	0
V38	164	1	2	0	12	3	11	50	5	0	0	7	0	23
V39	17	75	65	0	10	8	7	0	0	0	0	24	7	0
V40	2	54	0	0	33	0	0	0	0	1	1	0	0	1
V41	23	0	58	0	100	0	0	0	42	36	0	0	0	0
V42	133	32	0	0	38	21	13	38	0	24	0	0	0	0
V43	28	25	4	1	1	16	14	0	8	0	0	0	0	0
V44	16	0	24	73	0	2	2	2	0	0	5	67	0	13
V45	22	33	0	20	0	0	0	12	0	19	24	2	8	2
V46	76	4	91	0	6	2	9	32	27	28	0	0	0	0
V47	207	33	8	8	10	0	0	74	10	0	0	2	0	0
V48	238	0	9	0	102	0	2	50	0	171	0	0	0	0
V49	75	185	2	36	0	110	105	17	3	12	0	23	10	4
V50	56	54	37	0	21	0	2	20	6	20	0	5	0	0
V51	22	10	10	0	10	10	8	6	0	0	15	48	27	10
V52	0	9	47	10	18	36	1	0	38	0	6	0	18	13
V53	45	22	118	2	0	2	0	8	20	8	0	0	0	0
V54	162	159	14	0	0	0	11	42	10	77	0	0	13	29
V55	13	39	23	5	0	3	17	5	0	0	2	12	0	3
V56	21	1	0	9	6	34	62	1	0	7	20	0	0	0
V57	0	20	11	0	63	39	10	2	0	8	23	10	0	0
V58	126	280	70	0	4	6	0	41	18	0	0	0	4	0
V59	20	133	38	0	89	0	0	6	0	45	0	0	25	0
V60	15	5	0	6	8	34	0	1	0	14	0	12	0	0
V61	2	67	9	265	0	0	0	1	2	1	22	40	34	27
V62	0	11	1	8	18	39	1	1	13	0	0	7	0	0
V63	12	25	70	85	42	64	90	0	4	0	65	67	0	6
V64	31	4	141	0	13	16	0	13	0	85	0	2	2	2
V65	68	1	5	0	18	15	7	20	0	5	0	10	0	0
V66	26	7	1	0	17	14	3	7	0	0	0	5	0	6
V67	0	50	9	122	15	56	75	9	9	0	26	45	0	0
V68	37	29	6	0	0	7	4	1	3	8	0	0	24	0
V69	47	12	1	0	53	4	6	28	0	18	6	0	0	0
V70	42	90	45	0	32	0	0	11	19	26	11	3	0	1
V71	17	4	67	11	36	27	45	4	33	0	0	0	0	0
V72	0	2	12	2	1	5	16	0	0	0	0	5	0	0
V73	165	0	1	1	148	0	0	39	0	0	17	0	0	0
V74	7	0	5	9	4	11	19	8	6	8	0	1	0	0
V75	96	0	11	18	3	3	57	19	7	0	0	9	0	0
V76	33	115	4	0	45	5	19	4	50	14	5	2	0	0
V77	38	11	4	0	121	0	0	8	0	20	5	0	5	4
V78	44	2	9	0	6	13	18	13	29	6	0	13	0	0
V79	72	3	1	0	2	2	14	21	0	0	0	6	0	9
V80	42	0	58	117	0	0	17	14	13	0	6	25	24	35
V81	15	88	0	0	14	55	21	9	0	0	23	12	18	0
V82	233	67	28	0	3	0	41	56	0	56	0	2	11	0
V83	6	10	0	0	25	0	0	0	0	0	2	0	0	0
V84	0	37	76	1	11	36	35	0	6	0	0	4	0	0
V85	1	0	15	6	0	25	0	0	1	1	0	9	3	0
V86	59	9	25	4	9	20	99	24	0	0	0	4	0	9
V87	14	1	0	57	0	41	63	13	0	0	39	0	0	13
V88	0	259	183	0	22	0	0	0	67	4	0	0	36	0
V89	6	119	21	0	5	0	0	0	36	10	0	0	7	0
V90	0	0	7	64	39	101	128	0	0	0	0	0	9	0
