Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V91	131	47	46	52	46	0	0	21	31	0	9	0	23	0
V92	52	36	78	32	3	92	37	7	3	0	0	0	31	12
V93	7	72	62	150	0	155	97	0	44	0	50	25	0	13
V94	21	92	0	16	10	1	0	5	0	0	1	8	26	0
V95	7	0	114	4	5	73	73	3	97	0	0	2	0	3
V96	2	7	0	185	20	0	0	1	0	5	265	33	0	8
V97	10	82	85	0	0	17	1	0	80	14	0	0	0	0
V98	7	32	20	41	0	0	0	0	9	9	10	8	0	10
V99	19	18	120	48	0	0	30	4	26	7	5	4	0	0
V100	37	0	0	5	0	44	4	19	1	17	0	0	0	0
