Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	1.71E+00	0.00E+00	7.41E+00	0.00E+00	3.42E+00	1.26E+01	0.00E+00	8.44E+00	1.28E+01	2.54E+00
V2	3.60E+00	0.00E+00	1.22E+01	3.27E-01	4.16E+00	2.11E+00	3.06E+00	1.14E+01	2.33E+00	3.03E+00
V3	3.53E+00	1.19E+00	3.70E+00	3.14E-01	3.90E+00	6.05E-01	1.44E+00	4.20E+00	9.68E-01	5.59E+00
V4	2.88E+00	7.93E+00	1.89E+01	3.59E+00	4.06E+00	3.53E+00	1.40E+01	2.04E+01	3.77E+00	7.80E+00
V5	3.20E+00	4.07E-01	5.12E+00	1.16E+00	2.80E+00	9.45E-01	1.20E+00	5.43E+00	2.05E+00	3.18E+00
V6	2.21E-01	5.77E+00	2.30E+00	1.57E+00	1.53E+00	0.00E+00	4.72E+00	1.81E+00	0.00E+00	7.00E-01
V7	4.23E-01	3.21E+00	0.00E+00	0.00E+00	8.31E+00	5.90E+00	2.90E+00	1.91E+00	7.36E+00	1.51E+01
V8	4.64E+00	2.48E+00	2.00E-01	2.77E+00	1.76E+00	7.00E-01	1.61E+00	3.47E+00	3.61E+00	6.95E+00
V9	3.51E+00	6.84E-01	5.65E+00	2.96E+00	1.48E+00	3.05E+00	3.55E+00	5.09E+00	3.98E+00	6.85E+00
V10	6.78E+00	1.35E+00	1.36E+01	2.17E+00	4.63E+00	2.52E+00	2.59E+00	1.58E+01	7.64E+00	9.18E+00
V11	4.84E+00	9.87E+00	5.54E-01	3.49E+00	6.11E-01	3.71E+00	1.07E+01	8.06E-01	3.67E+00	6.82E+00
V12	7.73E+00	0.00E+00	8.57E-01	2.91E-01	4.84E+00	3.42E+00	1.00E+00	1.79E+00	4.36E+00	1.14E+01
V13	6.80E+00	3.53E+00	0.00E+00	3.36E+00	4.36E+00	5.50E+00	3.58E+00	4.53E+00	4.16E+00	7.84E+00
V14	1.63E+00	2.37E+00	7.08E+00	3.06E-01	6.53E-01	1.41E+00	3.69E+00	9.26E+00	7.30E-01	4.82E-01
V15	8.44E+00	1.00E-01	8.33E+00	7.90E+00	5.77E+00	3.24E+00	1.15E+00	9.95E+00	4.66E+00	2.44E+01
V16	2.64E+00	3.28E+00	7.63E-01	9.34E-01	1.04E+01	5.16E+00	4.80E+00	2.41E+00	6.59E+00	1.38E+01
V17	2.58E+00	2.25E+01	1.86E+00	9.46E-01	6.78E+00	1.47E+01	2.12E+01	3.83E+00	1.09E+01	1.00E+01
V18	3.11E+00	4.92E+00	5.14E+00	1.55E+00	1.48E+00	2.16E+00	4.82E+00	5.53E+00	2.74E+00	3.50E+00
V19	4.51E+00	1.06E+01	6.04E+00	3.72E+00	1.94E+00	1.80E+00	1.14E+01	5.26E+00	2.83E+00	8.14E+00
V20	1.22E+01	4.22E-01	6.05E-01	1.67E+00	9.37E+00	3.40E-01	8.82E-01	3.04E+00	1.20E+00	2.19E+01
V21	5.17E-01	1.26E+01	1.09E+01	3.44E+00	2.77E+00	7.45E+00	8.63E+00	1.04E+01	4.09E+00	4.08E+00
V22	4.75E+00	5.67E-01	8.44E+00	1.73E+00	3.43E+00	3.31E+00	4.06E+00	8.74E+00	2.80E+00	7.43E+00
V23	3.13E+00	2.21E-01	1.67E-01	4.19E+00	2.96E+00	4.01E-01	3.06E-01	2.69E+00	1.42E+00	8.78E+00
V24	3.68E+01	7.92E+00	1.03E+01	6.18E-01	2.66E+00	3.37E+00	8.87E+00	4.45E+01	3.85E+00	2.84E+00
V25	9.91E-01	7.87E+00	0.00E+00	2.18E+00	1.55E+00	1.00E-01	6.85E+00	8.84E-01	0.00E+00	1.80E+00
V26	5.37E+00	7.77E+00	7.02E-01	1.00E+00	1.62E+00	7.50E+00	5.44E+00	6.01E+00	6.58E+00	5.79E+00
V27	4.04E+00	5.44E+00	1.72E+00	1.15E+00	1.84E+00	2.83E+00	4.49E+00	2.96E+00	8.00E-01	3.10E+00
V28	4.85E+00	1.17E+00	3.40E-01	1.07E+01	4.93E+00	9.16E+00	5.65E+00	0.00E+00	9.43E+00	1.85E+01
V29	2.77E-01	3.22E+00	4.01E-01	8.33E-01	2.91E-01	0.00E+00	3.41E+00	3.42E-01	0.00E+00	3.00E-01
V30	2.06E+01	5.77E+00	6.97E+00	3.94E+00	3.45E+00	2.69E+00	6.63E+00	2.39E+01	3.91E+00	1.05E+01
V31	4.18E+00	3.88E+00	1.07E+01	3.34E+00	1.79E+01	3.33E+00	5.96E+00	1.01E+01	2.87E+00	1.93E+01
V32	8.41E+00	4.00E-01	5.70E+00	4.20E+00	2.73E+00	7.33E+00	4.88E+00	6.11E+00	8.46E+00	1.47E+01
V33	6.02E+00	3.05E+00	9.60E-01	7.95E-01	2.63E+00	0.00E+00	2.89E+00	6.90E+00	2.48E+00	8.15E+00
V34	2.81E+00	2.66E+00	0.00E+00	1.02E+00	3.84E+00	4.79E+00	6.13E+00	3.20E+00	5.77E+00	6.54E+00
V35	6.82E+00	2.30E+01	9.34E+00	1.04E+00	5.67E+00	2.50E+01	2.36E+01	1.16E+01	2.62E+01	8.09E+00
V36	0.00E+00	0.00E+00	1.28E+00	5.42E-01	6.53E-01	6.68E+00	2.63E+00	8.00E-01	7.89E+00	4.73E-01
V37	8.98E-01	4.93E+00	1.02E+01	5.04E-01	7.75E-01	5.89E+00	5.61E+00	1.31E+01	3.14E+00	1.55E+00
V38	2.49E+00	2.26E+00	4.20E+01	3.12E+00	2.05E+00	1.19E+01	9.79E+00	4.02E+01	7.95E+00	5.23E+00
V39	7.33E+00	1.95E+01	0.00E+00	4.41E+00	2.50E+00	1.77E+00	1.91E+01	7.95E+00	3.24E+00	1.12E+01
V40	0.00E+00	3.44E+00	1.36E+00	1.42E+00	1.28E+00	1.37E+01	6.99E+00	1.53E+00	1.37E+01	2.77E+00
V41	1.02E+01	0.00E+00	9.67E+00	2.02E+00	1.98E+00	1.71E+01	1.72E+01	1.14E+01	1.88E+01	6.09E+00
V42	0.00E+00	1.39E+00	0.00E+00	1.07E+00	6.65E+00	2.68E+00	3.50E+00	0.00E+00	1.53E+00	6.80E+00
