NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.064	17.142	11.195	10.173	0.085	0.994	60000.0
2	44.207	16.359	10.454	9.484	0.083	0.995	40000.0
3	43.416	16.575	10.229	9.629	0.084	0.994	50000.0
4	40.718	14.776	9.522	8.537	0.081	0.995	50000.0
5	40.484	14.97	9.4	8.513	0.079	0.995	70000.0
6	42.28	15.712	9.753	9.133	0.085	0.994	40000.0
7	41.442	14.896	9.424	8.382	0.081	0.996	50000.0
8	43.978	15.952	10.604	9.579	0.081	0.994	50000.0
9	42.263	15.664	9.768	8.985	0.084	0.995	50000.0
10	45.445	17.043	10.616	9.654	0.087	0.994	50000.0
