NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	129.979	45.716	41.29	35.317	0.258	0.919	20000.0
2	118.71	41.561	34.573	30.553	0.246	0.93	20000.0
3	129.127	45.995	40.837	35.784	0.261	0.917	20000.0
4	126.803	44.555	39.967	34.189	0.253	0.923	20000.0
5	121.236	42.253	35.389	30.421	0.249	0.93	40000.0
6	123.278	43.013	36.359	31.637	0.254	0.928	20000.0
7	127.42	45.6	41.302	35.894	0.253	0.914	30000.0
8	129.585	45.719	41.273	35.91	0.263	0.916	40000.0
9	130.177	46.213	41.616	35.834	0.266	0.915	20000.0
10	130.696	46.124	41.87	36.226	0.258	0.917	30000.0
