Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	16	27	2	25	2	116	4	0	50	27	0	0	0	0	0	0
V2	8	1	8	8	4	1	5	8	0	5	0	19	2	1	0	0
V3	11	0	8	36	6	0	14	1	3	7	20	4	8	12	4	0
V4	45	5	29	4	179	5	0	44	2	9	21	21	2	3	0	0
V5	0	135	23	23	2	0	0	0	0	21	77	45	16	3	0	4
V6	25	1	31	35	0	47	0	4	80	9	0	0	0	1	0	0
V7	103	4	0	25	14	118	44	48	90	0	6	5	0	8	0	0
V8	119	0	12	12	0	11	3	1	4	0	6	7	2	6	0	13
V9	33	61	6	20	13	4	29	24	0	10	13	0	0	7	5	0
V10	22	66	151	169	20	231	40	0	64	71	0	3	3	31	13	4
V11	171	21	1	0	6	2	7	7	18	0	0	3	0	7	3	2
V12	159	12	64	9	14	0	14	8	1	28	0	5	18	11	6	17
V13	85	16	0	2	0	5	16	2	2	0	8	0	0	3	0	6
V14	7	23	2	4	3	0	2	17	0	0	19	0	14	35	9	0
V15	1	72	31	1	1	18	0	0	1	0	0	0	0	0	3	2
V16	2	17	3	2	68	11	35	42	1	0	0	0	11	9	0	0
V17	0	8	106	7	3	7	0	0	2	43	0	0	0	0	0	0
V18	38	0	15	13	0	8	12	0	8	46	20	2	22	0	0	0
V19	100	0	1	16	0	0	0	0	0	1	64	0	9	4	5	0
V20	168	25	19	11	25	0	17	29	0	21	18	19	0	47	31	0
V21	8	30	34	29	17	12	13	1	9	0	9	28	12	17	19	0
V22	0	293	27	21	30	5	19	72	2	1	0	37	31	0	18	4
V23	2	127	35	32	43	50	13	21	33	13	57	0	26	0	3	6
V24	0	60	0	42	125	7	93	37	3	0	0	13	5	28	14	0
V25	8	5	0	13	90	7	29	70	0	0	0	0	5	21	0	0
V26	8	69	0	4	10	5	6	2	6	29	0	0	0	10	26	6
V27	8	10	57	12	99	17	28	46	15	53	0	1	5	0	0	0
V28	27	0	26	22	6	35	14	12	68	0	23	10	17	8	7	0
V29	127	0	0	0	0	1	0	0	0	0	0	0	4	0	0	15
V30	92	5	7	7	0	11	0	0	14	0	6	6	0	8	0	5
V31	16	0	0	18	4	0	0	0	1	19	0	0	60	25	9	0
V32	20	12	34	9	11	6	1	0	4	32	0	0	0	4	10	1
V33	22	1	18	0	9	2	2	24	0	5	0	0	0	1	2	0
V34	1	109	50	17	2	38	0	0	58	11	35	20	21	2	28	0
