Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	94	19	46	36	19	3	0	0	0	9	3	0	26	0	0
V2	11	0	41	1	37	0	0	18	0	3	5	25	11	3	0
V3	14	0	54	16	0	10	2	7	34	39	7	8	11	0	0
V4	1	10	1	0	0	0	0	5	18	0	13	0	0	0	0
V5	134	25	23	1	7	0	40	17	51	16	0	8	0	0	2
V6	11	0	104	39	136	26	1	10	0	2	0	34	12	1	0
V7	110	5	24	0	41	0	0	0	0	53	1	0	0	0	0
V8	16	29	3	3	0	8	50	0	0	4	0	3	6	0	0
V9	1	3	42	11	2	4	0	3	0	8	19	0	0	0	1
V10	23	0	42	86	4	38	0	0	0	1	0	0	0	2	0
V11	35	0	9	25	0	0	0	74	0	0	27	36	17	6	0
V12	0	34	35	16	4	11	0	0	0	0	1	0	1	15	0
V13	0	83	8	8	0	0	21	0	1	0	2	10	0	2	4
V14	124	64	3	3	0	2	27	11	0	1	0	0	0	0	0
V15	48	11	9	10	17	15	17	0	0	16	0	0	0	0	0
V16	73	22	13	5	0	0	34	23	15	0	10	4	0	0	0
V17	27	0	5	22	2	8	0	10	0	0	5	0	6	0	0
V18	4	13	35	0	0	7	20	17	0	0	5	0	11	0	3
V19	128	76	46	0	0	0	25	0	0	0	0	0	0	9	0
V20	25	26	104	0	6	0	28	0	1	10	0	0	0	15	6
V21	18	0	24	2	0	0	7	13	8	0	45	26	0	0	0
V22	22	0	22	42	0	58	0	39	53	0	20	0	0	0	0
V23	0	143	50	97	23	76	25	49	13	62	0	6	46	0	0
V24	13	44	0	2	7	2	97	4	0	0	2	0	3	6	0
V25	11	43	16	21	6	2	9	38	0	14	21	44	0	0	0
V26	0	348	112	4	0	0	108	0	3	0	0	0	2	0	8
V27	0	11	0	2	0	0	0	114	106	0	24	45	3	0	0
V28	170	0	294	101	30	27	0	0	25	18	3	9	16	34	0
V29	72	57	61	0	0	0	0	2	4	14	16	0	0	17	1
V30	73	73	33	6	0	0	22	18	19	0	13	7	0	8	0
V31	60	0	76	8	55	21	0	5	2	55	0	0	0	0	0
V32	24	1	5	0	43	4	8	2	7	0	0	23	1	0	0
V33	86	84	9	16	0	5	0	0	0	0	7	0	0	0	13
V34	0	21	1	0	36	0	0	46	65	0	41	23	1	7	0
V35	0	5	0	3	115	0	1	8	0	0	0	0	31	0	0
V36	99	257	17	0	0	0	76	0	0	21	19	0	0	2	15
V37	81	140	0	91	2	83	34	3	0	0	2	0	0	0	0
V38	53	0	19	9	3	0	0	0	0	0	0	0	3	21	0
V39	20	22	0	2	124	0	0	10	19	15	0	41	0	0	0
V40	45	230	3	8	0	49	32	31	1	0	17	19	16	1	0
V41	3	0	2	52	0	30	1	13	22	0	0	5	0	0	0
V42	0	0	92	34	34	13	0	0	0	20	0	0	0	12	21
V43	0	143	54	84	0	33	4	0	0	3	0	0	0	0	34
V44	128	0	1	2	13	9	1	0	25	6	6	0	3	0	0
V45	0	0	0	154	100	137	0	0	0	20	0	0	0	0	0
V46	0	17	25	66	12	7	16	5	0	0	0	0	2	6	16
V47	138	0	6	20	5	10	1	0	0	2	0	0	9	0	0
V48	38	51	1	25	0	19	0	76	29	3	2	0	2	0	0
V49	76	22	2	19	0	1	0	0	4	0	7	0	7	0	2
V50	4	0	29	22	0	6	0	15	25	0	2	0	0	15	2
V51	77	0	8	0	1	0	41	0	19	0	0	0	6	1	8
V52	1	2	1	34	82	41	0	0	0	19	0	7	0	0	0
V53	196	0	0	13	162	0	12	32	30	44	0	21	7	0	0
V54	23	0	3	12	47	0	12	16	0	0	4	4	6	0	0
V55	0	0	55	3	145	0	0	34	88	31	25	13	1	0	0
V56	76	103	41	3	0	0	91	33	0	59	39	31	55	0	0
V57	22	32	25	32	0	10	2	0	2	5	22	4	1	0	0
V58	34	77	101	48	0	94	36	0	0	0	0	0	5	1	0
V59	8	11	0	5	0	0	0	68	43	22	26	45	0	0	0
V60	120	0	6	6	7	0	26	10	4	0	0	18	12	0	0
V61	21	1	22	5	15	9	0	31	35	12	13	12	4	0	0
V62	292	1	0	13	43	17	5	0	19	31	0	7	0	0	0
V63	205	99	3	2	7	2	95	1	13	4	8	0	0	3	3
V64	44	0	96	43	44	29	19	5	0	0	0	0	11	18	1
V65	12	0	13	12	0	20	0	7	13	4	7	0	5	0	4
V66	31	0	2	10	0	0	13	0	7	0	10	0	0	1	1
V67	268	42	15	5	0	0	54	43	42	0	9	0	1	7	0
V68	7	0	41	8	75	12	0	32	46	0	23	1	10	12	0
V69	7	79	44	0	0	0	0	3	43	26	15	24	19	10	7
V70	259	14	60	0	6	0	0	0	0	0	0	0	9	0	4
V71	0	23	22	23	0	37	0	13	26	0	8	0	0	0	0
V72	34	17	17	12	2	25	74	15	12	10	0	0	0	0	0
V73	45	83	1	39	24	33	13	9	23	23	0	8	0	0	0
V74	0	7	15	32	0	2	0	0	6	0	16	5	0	0	1
V75	63	26	3	29	0	10	0	3	2	10	0	0	0	0	0
V76	38	0	203	29	3	6	8	0	0	0	0	0	1	20	6
V77	32	28	39	4	0	16	0	23	28	6	8	28	0	17	2
V78	10	3	1	79	12	0	0	10	66	5	7	3	6	0	0
V79	1	65	2	0	0	0	0	41	22	3	10	0	0	0	2
V80	3	13	52	1	4	0	0	0	0	0	0	1	9	0	3
V81	0	1	12	4	0	5	0	0	0	0	0	0	0	0	0
V82	0	29	115	74	19	30	0	79	35	6	63	0	0	0	19
V83	1	0	34	64	4	29	5	15	1	13	8	13	5	0	0
V84	127	28	11	6	0	0	0	58	35	0	29	39	0	0	0
V85	12	57	49	181	39	135	5	19	0	0	11	0	11	0	0
V86	10	1	0	134	0	110	0	46	65	0	22	0	0	0	0
V87	161	0	50	7	0	8	0	100	7	0	49	15	0	2	0
V88	0	110	21	17	18	0	41	15	0	8	12	0	0	0	0
V89	0	0	176	15	0	2	0	1	6	0	2	0	3	0	0
V90	130	1	6	53	0	55	1	1	14	0	0	6	0	0	0
V91	59	83	6	49	97	34	0	0	67	21	4	0	48	0	3
V92	0	47	41	98	142	57	40	0	9	5	6	33	0	0	0
V93	7	0	44	14	0	10	7	16	0	0	0	0	0	13	1
V94	0	0	68	6	7	10	0	6	14	9	7	7	0	0	0
V95	51	16	35	102	8	13	37	7	0	0	0	0	0	0	5
V96	45	83	44	4	46	1	110	7	0	43	0	0	25	0	24
V97	21	0	114	91	0	91	13	20	53	0	15	19	0	0	0
V98	0	25	13	20	68	26	0	8	59	103	8	10	37	0	0
V99	14	30	5	33	2	25	21	8	11	0	4	4	0	0	0
V100	4	10	0	20	14	0	49	15	5	0	1	8	33	6	1
