NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	73.571	26.572	20.52	18.249	0.141	0.975	30000.0
2	60.375	22.477	15.131	14.753	0.128	0.984	60000.0
3	62.863	23.367	15.147	14.944	0.133	0.984	70000.0
4	68.21	24.569	18.203	16.197	0.134	0.981	30000.0
5	60.485	22.776	14.326	13.992	0.134	0.984	60000.0
6	61.699	23.003	15.423	15.321	0.135	0.982	40000.0
7	56.181	21.299	13.295	13.337	0.129	0.985	20000.0
8	63.699	23.714	15.873	15.867	0.133	0.98	30000.0
9	56.706	21.301	13.444	13.504	0.129	0.985	40000.0
10	58.939	21.849	14.267	13.971	0.131	0.984	50000.0
