MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	6.73E-06	7.49E-04	1.87E-03	3.53E-03	2.45E-02	9.30E-04	2.27E-02
1:Del:C:1	3.70E-04	5.86E-04	0.00E+00	7.82E-04	3.50E-03	5.42E-05	1.25E-02
1:Del:C:2	0.00E+00	1.11E-04	1.73E-04	4.96E-04	5.18E-04	2.80E-04	1.36E-03
1:Del:C:3	3.69E-04	6.80E-05	6.53E-04	7.75E-04	1.02E-03	4.46E-04	2.49E-03
1:Del:C:4	1.19E-04	3.23E-04	6.39E-04	2.50E-04	1.57E-03	1.39E-04	7.94E-03
1:Del:C:5	1.34E-04	4.52E-04	7.56E-04	3.53E-04	1.29E-04	3.53E-04	3.99E-03
1:Del:T:0	6.34E-04	4.69E-08	1.02E-03	2.58E-03	2.88E-03	1.71E-04	1.64E-02
1:Del:T:1	2.02E-04	2.22E-06	4.24E-05	1.35E-03	3.53E-03	0.00E+00	9.09E-03
1:Del:T:2	5.11E-04	4.03E-08	8.24E-04	1.61E-03	4.24E-03	9.25E-09	1.93E-02
1:Del:T:3	1.09E-03	7.28E-04	2.36E-03	2.21E-04	1.33E-02	5.61E-04	4.36E-02
1:Del:T:4	1.00E-03	1.30E-08	9.99E-04	0.00E+00	5.12E-03	0.00E+00	1.98E-02
1:Del:T:5	5.42E-04	9.76E-08	6.41E-03	1.78E-03	3.77E-03	1.44E-03	1.75E-03
1:Ins:C:0	5.02E-08	1.28E-04	8.91E-09	3.26E-04	5.31E-09	9.00E-08	9.23E-04
1:Ins:C:1	4.96E-04	1.17E-05	0.00E+00	1.47E-03	8.45E-04	1.50E-03	8.57E-03
1:Ins:C:2	3.01E-07	5.66E-08	1.12E-04	3.90E-04	1.85E-08	1.15E-04	1.96E-03
1:Ins:C:3	2.01E-04	0.00E+00	3.77E-04	4.05E-04	2.85E-05	9.01E-04	4.21E-03
1:Ins:C:4	0.00E+00	2.55E-04	3.39E-04	3.59E-04	3.32E-04	6.51E-05	8.14E-04
1:Ins:C:5	6.65E-04	1.78E-04	6.95E-04	5.27E-04	6.20E-04	0.00E+00	1.27E-02
1:Ins:T:0	7.05E-05	1.68E-04	6.96E-04	5.19E-04	9.92E-04	2.06E-04	3.44E-03
1:Ins:T:1	1.96E-04	8.23E-05	5.64E-05	7.21E-04	8.35E-04	9.36E-09	2.75E-03
1:Ins:T:2	6.51E-07	8.23E-08	1.95E-04	1.91E-04	6.84E-04	5.62E-08	1.75E-03
1:Ins:T:3	4.94E-04	5.57E-09	4.22E-04	2.25E-04	1.38E-04	1.39E-04	4.30E-03
1:Ins:T:4	9.56E-04	5.23E-04	2.27E-04	7.95E-04	3.98E-04	8.70E-04	4.36E-03
1:Ins:T:5	4.24E-03	6.92E-08	1.18E-07	1.93E-03	8.21E-07	1.31E-07	5.31E-02
2:Del:R:0	1.23E-04	1.78E-02	1.40E-46	1.35E-03	9.81E-04	1.02E-03	5.44E-02
2:Del:R:1	3.94E-04	3.08E-04	2.33E-04	1.39E-03	6.90E-04	0.00E+00	5.59E-03
2:Del:R:2	1.39E-04	8.72E-05	2.45E-04	2.50E-04	9.73E-05	2.55E-04	2.75E-03
2:Del:R:3	1.50E-04	2.02E-07	2.06E-04	5.91E-05	6.43E-09	1.67E-08	9.63E-04
2:Del:R:4	1.04E-04	2.00E-04	1.91E-04	1.13E-04	6.40E-09	5.37E-09	7.22E-04
2:Del:R:5	1.26E-04	7.64E-05	2.68E-08	3.51E-05	6.65E-05	1.94E-08	5.16E-04
3:Del:R:0	1.56E-07	1.88E-08	1.90E-04	7.70E-04	4.13E-04	2.12E-04	9.40E-04
3:Del:R:1	3.86E-04	0.00E+00	5.52E-04	2.94E-04	8.16E-04	0.00E+00	5.13E-03
