Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V63	22	150	126	0	0	16	2	0	0	0	0	0	3	0
V64	4	39	19	62	7	43	0	8	0	74	0	0	0	0
V65	14	24	2	0	30	0	52	0	39	3	16	0	1	0
V66	154	12	20	0	9	0	0	0	32	0	0	0	0	22
V67	0	4	0	6	0	3	0	0	1	0	5	0	3	0
V68	0	60	34	112	78	1	0	2	36	0	0	0	33	14
V69	32	24	0	3	6	0	0	74	16	0	17	31	10	0
V70	14	13	16	20	0	10	1	0	0	0	0	1	1	4
V71	8	1	0	2	0	3	0	15	0	0	3	9	0	0
V72	0	6	0	68	0	17	64	60	0	0	29	11	0	0
V73	6	0	0	18	65	0	12	49	17	6	9	0	5	0
V74	13	1	0	0	0	1	0	61	1	0	27	37	4	0
V75	1	23	34	0	8	3	42	27	2	0	7	0	0	0
V76	5	14	31	11	111	8	0	33	81	0	0	27	0	0
V77	0	52	0	0	5	19	6	12	19	0	10	14	15	0
V78	37	46	25	12	1	59	0	23	0	60	9	0	1	0
V79	131	25	17	126	13	68	75	0	0	21	0	0	0	2
V80	10	13	0	0	88	41	0	0	13	8	3	3	26	0
V81	35	0	0	6	0	3	0	10	0	0	7	19	2	8
V82	2	73	0	0	0	17	0	11	0	12	24	3	2	0
V83	4	84	54	0	54	21	0	0	22	0	4	15	25	0
V84	4	22	31	0	0	0	0	14	0	0	0	0	10	0
V85	72	0	0	34	18	1	54	13	14	0	0	6	0	21
V86	47	0	0	0	36	57	0	15	28	18	9	0	0	0
V87	0	7	5	23	2	42	0	2	45	0	0	0	14	0
V88	21	10	0	24	0	26	0	12	4	0	8	3	0	1
V89	48	0	9	0	0	35	0	26	0	12	12	13	0	0
V90	122	15	0	1	0	0	0	9	0	0	0	0	0	0
V91	10	101	100	3	22	37	0	24	8	46	0	0	19	1
V92	451	0	0	0	2	4	23	0	18	0	8	0	0	22
V93	26	0	0	0	0	20	0	3	34	0	0	21	0	0
V94	40	68	18	1	14	0	0	0	30	0	0	0	0	16
V95	9	9	0	0	0	2	0	9	7	0	17	38	0	0
V96	82	22	8	38	5	18	5	0	0	0	0	8	0	0
V97	299	0	0	0	10	6	95	0	6	48	0	20	0	47
V98	3	0	16	5	23	0	0	7	0	0	0	0	0	0
V99	32	14	3	27	0	21	61	10	0	0	15	12	0	7
V100	8	3	12	0	125	64	87	17	33	10	3	0	13	0
