Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	28	21	0	0	0	2	0	0	9	0	4	8	7	0
V2	8	0	0	0	119	13	4	20	132	3	16	20	0	0
V3	14	23	0	0	9	10	0	34	20	0	18	13	0	0
V4	5	36	17	0	7	33	1	20	2	0	0	0	0	0
V5	5	12	0	113	169	5	0	12	27	4	2	0	18	0
V6	215	0	0	16	66	11	47	0	31	18	0	0	0	34
V7	8	34	36	24	0	6	26	0	13	0	10	0	0	0
V8	1	41	12	4	0	2	3	0	0	6	2	0	6	0
V9	41	29	4	6	55	19	0	16	64	0	0	6	0	0
V10	0	117	86	23	8	18	0	4	15	2	20	2	26	1
V11	1	0	0	62	61	0	75	24	7	22	7	3	0	0
V12	8	151	134	0	26	8	21	0	24	0	0	0	0	0
V13	21	21	20	11	0	55	0	0	0	104	16	0	0	0
V14	20	17	73	0	0	9	147	0	4	3	5	2	0	0
V15	2	47	65	0	0	23	29	68	6	32	34	0	33	0
V16	49	10	0	121	0	1	0	62	16	0	22	21	0	0
V17	32	0	0	68	0	60	123	0	0	29	0	2	6	3
V18	29	64	66	103	15	0	0	0	10	0	1	0	20	0
V19	8	10	0	14	18	15	0	57	9	0	29	50	0	0
V20	102	2	0	52	6	11	64	43	4	34	6	8	0	62
V21	53	56	6	146	60	114	14	152	23	51	36	42	4	0
V22	32	0	2	0	63	3	0	0	12	0	0	0	9	0
V23	12	62	26	94	0	10	5	19	0	0	13	0	34	0
V24	13	0	3	7	159	5	0	19	119	0	1	0	0	0
V25	6	34	32	5	20	0	0	21	18	0	0	6	20	0
V26	6	2	0	24	20	19	53	0	18	0	0	0	0	0
V27	11	41	17	47	65	1	0	19	125	0	23	11	8	0
V28	33	0	0	0	24	3	13	55	24	0	62	61	0	0
V29	19	68	41	30	0	0	33	0	0	0	0	0	7	0
V30	56	142	87	87	27	7	0	0	17	0	13	0	15	0
V31	68	42	89	0	0	41	0	1	0	2	0	0	0	0
V32	348	143	36	0	0	3	250	0	0	0	10	1	12	0
V33	14	0	0	42	2	42	0	0	22	17	0	0	3	0
V34	23	219	276	0	31	11	0	0	3	0	0	0	0	0
V35	0	125	100	49	6	12	0	0	15	0	0	0	0	0
V36	114	0	0	13	0	11	0	13	0	0	12	25	0	3
V37	15	65	17	0	16	6	0	129	18	0	0	10	27	0
V38	14	31	12	0	44	57	0	1	16	21	0	0	0	0
V39	0	35	21	59	0	128	0	0	8	33	0	0	0	0
V40	43	0	0	13	8	28	0	0	20	51	0	0	10	0
V41	1	22	24	27	0	3	23	0	1	0	0	0	0	0
V42	0	46	8	160	0	45	1	0	0	0	25	6	10	0
V43	1	0	37	1	1	7	0	0	0	0	0	0	14	0
V44	16	0	0	0	0	22	0	1	7	12	0	2	0	0
V45	10	3	0	12	0	8	33	8	0	0	0	5	0	8
V46	5	44	71	19	0	10	11	14	0	0	8	0	16	0
V47	43	0	30	1	15	11	0	0	34	3	3	0	0	0
V48	40	104	23	0	3	7	0	65	0	0	0	17	9	0
V49	63	6	11	0	0	31	4	2	0	0	12	3	0	0
V50	7	0	2	11	0	8	14	0	0	8	0	0	4	0
V51	10	130	138	0	0	0	70	0	8	0	0	0	13	0
V52	22	17	0	18	4	9	0	27	1	0	6	0	0	0
V53	79	22	20	0	10	23	0	0	5	0	0	10	0	4
V54	9	53	25	36	2	41	41	5	32	13	14	0	4	0
V55	10	0	6	0	0	54	19	0	12	31	0	0	32	0
V56	129	1	0	0	0	7	0	45	0	0	16	32	0	13
V57	12	2	6	0	16	5	0	0	0	0	0	0	0	1
V58	54	0	0	72	66	17	99	21	13	13	16	3	0	0
V59	8	1	0	30	0	28	49	6	0	0	2	8	0	0
V60	1	8	12	0	61	34	2	11	14	0	5	14	0	0
V61	1	18	5	0	4	14	0	11	0	3	0	3	0	0
V62	87	0	0	0	71	71	19	119	0	0	30	24	0	0
