NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	152.1	54.189	47.822	44.223	0.304	0.868	20000.0
2	129.677	49.68	38.786	40.327	0.31	0.877	40000.0
3	151.898	55.491	54.06	49.365	0.322	0.837	50000.0
4	126.128	47.826	37.431	38.873	0.301	0.883	40000.0
5	131.769	50.42	39.156	41.028	0.314	0.876	20000.0
6	133.151	50.357	39.983	40.791	0.311	0.876	20000.0
7	128.743	48.411	38.229	39.252	0.306	0.882	20000.0
8	128.627	48.312	38.994	40.144	0.296	0.879	20000.0
9	127.907	48.578	38.266	39.834	0.305	0.878	30000.0
10	129.168	48.796	38.235	39.847	0.305	0.881	20000.0
