MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	3.77E-05	6.26E-04	4.26E-07	8.72E-04	3.11E-02	4.06E-02	6.73E-03	4.86E-02	8.03E-02	1.78E-02	1.43E-02	1.19E-02	2.68E-02	5.54E-03	4.01E-03	1.47E-02	8.84E-03	3.60E-02
1:Del:C:1	3.10E-08	7.49E-04	5.82E-04	1.96E-04	7.68E-02	3.01E-02	7.24E-03	2.61E-02	8.76E-03	1.77E-03	1.51E-02	5.80E-03	1.83E-02	3.93E-03	2.77E-02	2.14E-02	1.42E-03	4.46E-02
1:Del:C:2	0.00E+00	1.82E-04	0.00E+00	2.13E-08	2.18E-03	1.95E-03	2.36E-03	6.91E-04	2.30E-03	1.36E-03	3.07E-03	6.39E-04	3.20E-03	5.92E-08	7.13E-03	0.00E+00	9.31E-08	4.62E-04
1:Del:C:3	7.03E-08	1.36E-03	3.70E-04	1.42E-08	6.16E-03	4.96E-03	4.67E-03	6.85E-03	1.46E-02	1.97E-07	3.50E-03	2.45E-03	1.09E-02	1.09E-06	5.49E-08	1.00E-02	1.27E-02	2.45E-02
1:Del:C:4	5.02E-08	4.94E-03	1.27E-07	3.37E-08	6.08E-03	4.86E-03	1.03E-03	4.65E-03	6.03E-02	2.17E-02	5.05E-04	1.05E-07	1.28E-02	9.28E-03	5.09E-04	4.80E-02	4.30E-06	7.77E-02
1:Del:C:5	3.87E-04	1.25E-08	2.97E-03	3.25E-04	9.44E-04	1.39E-08	0.00E+00	0.00E+00	0.00E+00	1.77E-03	0.00E+00	5.64E-03	7.51E-04	1.62E-02	5.18E-04	2.03E-03	1.80E-02	0.00E+00
1:Del:T:0	2.21E-04	2.99E-46	8.39E-04	2.54E-03	1.29E-02	1.79E-02	3.68E-03	3.76E-02	2.11E-02	6.91E-03	5.73E-03	9.60E-03	3.88E-02	8.96E-03	3.54E-02	1.81E-02	9.83E-03	7.14E-03
1:Del:T:1	4.35E-04	1.11E-03	0.00E+00	7.31E-05	7.58E-03	4.10E-02	1.99E-03	2.40E-02	8.45E-03	2.80E-46	9.15E-03	1.81E-02	2.86E-03	1.76E-03	2.52E-02	2.52E-02	9.24E-03	9.99E-04
1:Del:T:2	0.00E+00	2.33E-03	1.33E-03	0.00E+00	1.17E-02	1.98E-02	3.48E-03	1.40E-02	1.58E-02	3.03E-03	1.17E-03	6.25E-03	2.26E-02	6.55E-03	3.76E-03	5.08E-02	3.40E-03	4.52E-03
1:Del:T:3	1.45E-04	1.81E-03	3.23E-03	4.37E-04	1.70E-02	2.39E-02	2.49E-03	2.58E-02	1.73E-02	4.26E-04	4.84E-04	3.76E-03	3.47E-02	6.51E-03	1.52E-03	5.29E-02	8.00E-03	1.91E-02
