NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	45.795	16.688	10.686	9.629	0.093	0.994	60000.0
2	43.366	15.939	9.851	9.029	0.094	0.994	90000.0
3	49.019	18.201	12.569	11.421	0.103	0.99	100000.0
4	43.74	16.247	10.111	9.354	0.097	0.994	30000.0
5	46.995	17.249	11.327	10.144	0.096	0.994	50000.0
6	44.147	16.169	10.401	9.506	0.097	0.993	60000.0
7	47.044	17.265	10.983	9.926	0.1	0.993	50000.0
8	46.533	17.109	10.653	9.678	0.1	0.994	50000.0
9	42.004	15.322	9.794	8.992	0.094	0.994	80000.0
10	44.383	16.108	10.299	9.253	0.097	0.994	50000.0
