NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.822	15.437	9.66	8.978	0.087	0.995	60000.0
2	42.211	16.053	10.117	9.448	0.094	0.994	60000.0
3	38.048	14.264	9.058	8.12	0.083	0.996	40000.0
4	42.359	16.486	10.009	9.843	0.095	0.993	60000.0
5	39.802	14.74	9.304	8.35	0.086	0.996	60000.0
6	41.59	15.633	9.979	9.254	0.088	0.994	60000.0
7	39.788	15.116	9.229	8.727	0.09	0.995	30000.0
8	41.525	15.78	10.215	9.467	0.094	0.994	50000.0
9	39.83	15.085	9.695	9.024	0.089	0.994	70000.0
10	43.062	15.845	10.341	9.304	0.088	0.994	50000.0
