Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	8.38E+00	9.22E+00	4.42E-01	4.90E+00	9.22E+00
V2	1.64E+01	2.13E-01	8.84E-01	2.95E+01	2.94E+01
V3	4.17E+00	2.12E+00	4.86E+00	5.54E-01	5.89E+00
V4	2.22E+00	1.56E+00	9.92E-01	1.03E+01	1.05E+01
V5	1.43E+01	7.47E+00	3.39E+00	1.88E+01	1.48E+01
V6	1.95E+00	4.16E-01	2.00E+00	1.02E+00	4.27E-01
V7	1.94E+00	2.54E+00	3.23E+00	3.38E+00	4.01E+00
V8	7.81E-01	2.04E+00	3.85E+00	1.71E+01	1.95E+01
V9	5.41E+00	6.28E+00	4.67E-01	4.91E+00	8.63E+00
V10	3.21E+00	2.22E+00	3.47E+00	2.85E+00	3.33E+00
V11	3.04E+00	3.66E+00	2.85E+00	9.68E-01	2.71E+00
V12	9.87E-01	3.49E+00	1.20E+00	1.66E+01	1.95E+01
V13	2.31E+00	3.50E+00	1.80E+00	2.95E+00	1.98E+00
V14	4.23E+00	4.14E+00	2.40E+00	3.69E+00	5.72E+00
V15	1.55E+00	1.36E+00	2.97E+00	2.00E+00	3.98E+00
V16	9.12E+00	1.34E+01	1.47E+00	9.00E+00	1.69E+01
V17	6.62E+00	6.25E+00	3.98E+00	8.40E+00	9.79E+00
V18	6.00E-01	9.94E-01	0.00E+00	6.05E-01	1.16E+00
V19	1.33E+00	3.51E+00	8.92E-01	2.43E+01	2.27E+01
V20	4.35E+00	5.57E+00	2.33E+00	5.57E+00	3.44E+00
V21	5.59E+00	8.17E+00	0.00E+00	6.09E+00	9.53E+00
V22	1.28E+01	8.60E-01	1.24E+00	1.91E+01	1.92E+01
V23	1.11E+00	4.62E+00	3.43E+00	3.22E+00	6.05E+00
V24	2.66E+00	5.97E-01	1.42E+00	3.94E+00	4.15E+00
V25	3.80E+00	4.94E+00	1.74E+00	5.25E+00	5.15E+00
V26	1.31E+00	2.11E+00	3.48E-01	1.19E+01	1.20E+01
V27	2.31E+00	2.50E+00	2.16E+00	3.45E+00	3.35E+00
V28	5.81E+00	5.04E-01	8.67E-01	1.86E+01	1.98E+01
V29	3.06E-01	1.10E+00	4.41E+00	5.33E+00	7.29E+00
V30	3.37E+00	1.72E+00	1.83E+00	2.53E+00	2.72E+00
V31	1.00E+00	9.91E-01	5.97E-01	4.00E-01	1.18E+00
V32	2.32E+00	1.25E+00	2.06E+00	2.56E+00	1.62E+00
V33	4.64E+00	5.32E+00	2.38E+00	4.17E+00	7.61E+00
V34	2.65E+00	4.67E-01	1.51E+00	2.87E+00	1.67E+00
V35	1.35E+00	2.88E+00	7.18E-01	1.79E+00	1.97E+00
V36	8.83E-01	1.86E+00	1.62E+00	7.23E+00	6.15E+00
V37	2.73E+00	5.67E-01	2.29E+00	7.48E-01	1.68E+00
V38	5.93E+00	5.04E-01	3.13E+00	6.35E+00	3.30E+00
V39	1.74E+00	5.77E-01	6.31E+00	5.74E+00	8.87E+00
V40	2.86E+00	1.08E+00	7.15E+00	2.70E+00	8.45E+00
V41	2.77E+00	2.19E+00	8.00E-01	8.13E+00	7.17E+00
V42	8.19E-01	2.47E+00	7.77E-01	2.60E+00	1.28E+00
V43	2.75E+00	3.44E+00	1.95E+00	1.75E+00	1.06E+00
V44	2.00E+00	2.89E+00	1.32E+00	2.72E+00	3.78E+00
V45	1.10E+01	1.11E+01	0.00E+00	1.54E+01	1.08E+01
V46	3.26E+00	7.24E+00	6.30E+00	3.54E+00	5.22E+00
V47	2.69E-01	3.27E-01	2.81E+00	2.39E+01	2.55E+01
V48	1.53E+00	1.58E+00	8.70E-01	1.03E+00	2.32E+00
V49	7.29E+00	7.40E+00	0.00E+00	6.20E+00	9.11E+00
V50	2.74E+00	2.21E-01	7.45E+00	1.39E+01	1.55E+01
V51	1.64E+00	2.45E+00	3.06E+00	2.70E+00	1.11E+00
V52	1.96E+00	1.78E+00	2.56E+00	7.37E-01	1.24E+00
V53	5.46E+00	4.37E+00	1.41E+00	2.85E+00	5.33E+00
V54	2.89E+00	4.78E+00	5.34E+00	1.08E+01	9.98E+00
V55	1.43E+00	1.39E+00	1.63E+00	1.76E+00	1.61E+00
V56	3.73E+00	1.67E+00	2.47E+00	1.77E+00	3.55E+00
V57	4.09E+00	2.92E+00	1.20E+00	5.67E+00	3.60E+00
V58	1.84E+00	1.04E+00	1.81E+00	2.19E+00	2.26E+00
V59	2.68E+00	2.89E+00	0.00E+00	3.05E+00	5.42E-01
V60	1.21E+01	1.46E+01	0.00E+00	1.14E+01	1.86E+01
V61	6.63E+00	6.44E+00	0.00E+00	2.05E+01	1.52E+01
V62	4.57E+00	5.58E-01	4.12E+00	4.93E+00	4.39E+00
V63	1.63E+00	5.42E-01	9.00E-01	1.92E+00	3.07E-01
V64	1.86E+00	1.27E+00	5.67E-01	1.81E+00	8.31E-01
V65	3.96E+00	2.53E+00	0.00E+00	1.15E+01	1.35E+01
V66	3.02E+00	3.47E+00	3.37E+00	5.70E+00	4.57E+00
V67	5.72E+00	3.71E+00	4.86E+00	1.09E+01	1.33E+01
V68	6.84E+00	6.45E+00	0.00E+00	6.13E+00	1.01E+01
V69	1.17E+00	2.30E+00	2.80E+00	1.54E+00	2.19E+00
V70	1.44E+01	1.60E+01	9.45E-01	1.46E+01	2.37E+01
V71	6.84E+00	8.64E+00	3.15E+00	8.59E+00	1.07E+01
V72	2.63E+00	1.37E+00	3.18E+00	1.86E+00	1.53E+00
V73	9.08E+00	1.11E+01	1.17E+00	9.05E+00	1.42E+01
V74	4.74E+00	5.66E+00	0.00E+00	4.49E+00	8.56E+00
V75	2.14E+00	5.18E+00	1.81E+00	2.89E+00	3.06E+00
V76	1.63E+00	9.48E-01	1.68E+00	1.14E+00	8.00E-01
V77	1.10E+00	1.32E+00	2.76E+00	3.38E+00	2.73E+00
V78	3.83E+00	3.28E+00	1.08E+00	4.98E+00	1.48E+00
V79	4.72E+00	7.17E+00	4.66E+00	6.22E+00	5.38E+00
V80	2.70E+00	2.36E+00	8.88E-01	9.04E-01	6.01E-01
V81	1.26E+01	1.52E+01	5.97E-01	1.28E+01	1.88E+01
V82	2.66E+00	1.03E+00	2.65E+00	7.97E+00	7.73E+00
V83	8.09E-01	1.90E+00	1.89E+00	2.36E+00	1.78E+00
V84	1.81E+00	3.63E+00	1.06E+01	2.72E+01	3.10E+01
V85	1.11E+01	8.69E-01	1.76E+00	1.96E+01	2.14E+01
V86	4.89E+00	4.97E+00	3.84E+00	5.76E+00	5.48E+00
V87	5.93E+00	1.87E+00	2.65E+00	3.22E+00	3.40E+00
V88	2.56E+00	1.33E+00	1.73E+00	7.61E-01	1.67E+00
V89	0.00E+00	6.50E-01	7.92E-01	6.45E+00	6.07E+00
V90	1.94E+01	2.42E+01	3.93E+00	1.92E+01	3.18E+01
V91	3.59E-01	1.46E+00	1.53E-01	9.81E+00	9.72E+00
V92	0.00E+00	1.51E+00	0.00E+00	1.43E+00	4.73E-01
V93	7.03E+00	6.55E+00	6.62E+00	1.98E+01	1.90E+01
V94	9.00E-01	1.86E+00	1.03E+00	3.65E+00	3.48E+00
V95	1.48E+01	5.17E-01	0.00E+00	3.74E+01	3.79E+01
V96	3.08E+00	3.58E+00	2.84E+00	2.41E+01	2.38E+01
V97	1.61E+00	4.00E-01	1.97E+00	1.10E+00	8.47E-01
V98	1.87E+01	4.77E+00	3.54E+00	3.41E+01	3.31E+01
V99	3.53E+00	5.18E+00	2.61E+00	3.85E+00	5.95E+00
