Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	129	156	0	0	100
V2	215	0	33	20	109
V3	50	184	365	5	0
V4	69	17	7	251	0
V5	253	37	57	102	174
V6	52	2	32	13	0
V7	36	11	91	290	0
V8	2	55	105	17	56
V9	60	10	0	11	63
V10	69	48	123	45	16
V11	210	64	288	0	0
V12	13	277	24	53	30
V13	92	45	41	46	28
V14	20	29	28	54	40
V15	31	27	269	14	2
V16	48	40	5	0	115
V17	15	16	140	0	116
V18	0	27	0	1	6
V19	9	102	21	112	84
V20	324	504	55	88	0
V21	14	38	0	67	75
V22	42	10	20	11	130
V23	19	399	72	28	0
V24	96	1	0	446	0
V25	0	15	24	11	69
V26	21	44	8	69	32
V27	34	12	83	45	25
V28	151	2	19	130	26
V29	2	23	94	25	9
V30	108	23	25	13	0
V31	10	24	3	0	5
V32	95	43	49	25	0
V33	5	7	66	61	45
V34	137	2	14	17	0
V35	10	95	2	38	1
V36	8	27	28	195	0
V37	96	9	174	1	9
V38	266	2	121	237	35
V39	31	6	194	17	12
V40	52	13	364	22	17
V41	51	60	5	181	50
V42	2	48	4	14	24
V43	50	220	87	18	7
V44	7	25	59	48	26
V45	132	172	5	35	154
V46	31	141	114	4	68
V47	0	0	64	149	82
V48	1	0	35	6	15
V49	9	18	0	0	80
V50	66	0	89	196	4
V51	36	31	181	57	0
V52	42	40	103	2	18
V53	223	187	61	17	8
V54	5	147	136	38	93
V55	16	30	10	37	0
V56	92	162	30	25	0
V57	19	24	22	106	64
V58	75	47	26	50	0
V59	123	59	0	88	0
V60	5	209	0	118	143
V61	32	79	6	36	171
V62	73	3	122	27	48
V63	48	4	4	50	0
V64	84	19	0	62	0
V65	76	135	4	215	0
V66	8	17	80	10	72
V67	68	27	123	25	109
V68	206	237	0	16	54
V69	2	19	32	6	25
V70	83	59	0	0	184
V71	19	3	84	20	102
V72	85	12	76	18	16
V73	25	25	5	48	115
V74	46	5	0	36	55
V75	42	256	15	30	0
V76	21	38	50	50	0
V77	7	41	126	159	0
V78	103	67	9	130	0
V79	5	79	243	62	74
V80	51	115	10	4	0
V81	0	35	0	6	161
V82	40	38	80	67	33
V83	3	65	34	22	0
V84	18	34	355	242	79
V85	208	15	20	35	42
V86	139	73	143	85	38
V87	190	48	61	111	0
V88	131	17	20	3	1
V89	0	2	5	61	10
V90	84	17	84	2	235
V91	3	44	5	77	12
V92	0	15	0	55	0
V93	56	85	157	68	174
V94	0	115	8	1	2
V95	226	0	22	28	206
V96	75	160	56	238	63
V97	33	0	19	19	9
V98	481	251	61	40	114
V99	87	136	69	0	43
V100	0	150	50	175	0
