MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	4.2862649252128904e-07	1.4012984643248171e-46	6.330548956157202e-07	0.7447990298271179	3.455472068480958e-07	0.1640083556261743	0.01973784002842649	0.012947521136675277	2.76089249382494e-06	2.130527554982109e-05	0.016384296948376686	0.005515163717791438	5.292937885315041e-07	0.02493961640516318	0.31809612896740874	1.5780413377797232e-06
1:Del:C:1	5.431422673609632e-05	1.1145573353132932e-07	9.705532875159406e-08	0.0115029058419168	0.0	0.2060387209057808	0.014274998661130666	0.03441199507055899	0.008187352935783565	8.407790785948902e-46	0.06270343620399217	0.10594547614455223	0.00490501094609499	0.00511132456958876	0.05539016034454107	0.033514040429145096
1:Del:C:2	0.0005381465212394687	7.100983958139296e-05	0.0	0.00535820780787617	4.514398739274839e-08	0.0005683190189301968	0.0003755921730771661	0.00453309272415936	0.002532141172559932	0.0013862749212421477	0.0004913169142866991	0.002386847510933876	1.4588732426545904e-07	0.005794709816109389	0.0001265649450942874	0.0008925134145719938
1:Del:C:3	0.0004520529182627797	0.0010787861929145493	0.0005849902518093586	0.002205731486901641	0.0007308906177058816	0.0207867038436234	0.0038846461102366447	0.002364764455705881	0.007061748433625325	0.012935803830623626	0.019633643981069326	0.007083010952919721	0.01657454172491839	0.00031827746424824	0.008964773267507553	0.0059672760455327985
1:Del:C:4	0.0	0.0009352514578495174	0.00027834689972223715	0.00808611367829144	0.0	0.020703854970633984	0.0001987653551623225	0.006415610667318106	0.0	0.012057440177704848	0.011046114657074214	0.010872534941881895	0.00829772823532835	0.008468172431457787	0.013995039905421437	0.012524006888270378
1:Del:C:5	0.0004952231658251094	0.007181102671245299	0.01732446789313826	0.0034573772456496952	1.5195215828755973e-19	0.0008566854521632195	0.002999186248052865	0.0020740080538587335	0.0038611862692050636	0.0	0.012331645281165038	0.0070770285179094115	0.10222006617113948	0.006840678885453144	0.015544088487513364	0.017913747671991588
1:Del:T:0	0.0	0.0	0.0	0.009508061755013841	0.00020973761879758968	0.01791819968348136	0.02157285325229168	0.03407804109156132	0.008415607502683997	0.5226746022701263	0.02160986336898956	0.10711663516976841	0.01725561327775722	0.0	0.12658889258277667	2.4508044589310883e-07
1:Del:T:1	0.00021996980503899977	0.0	0.0005908208870096133	0.03909380957484245	0.0006995889591053129	0.11851347833871842	0.0029326208867132665	0.015359476814046502	0.006823059619637206	0.019201712938820493	0.02510497607290745	0.02147562550380826	0.004061398829799145	0.008563255798071623	0.010904355579987169	0.0
1:Del:T:2	0.00025452790960116544	0.0003719744621776044	0.00013595808995887638	0.03578776407185842	0.0023406788592581053	0.23847647085785867	0.0033160286955535414	0.0	1.1600571269809734e-06	0.0932825617492199	0.034049152955412866	0.11221581622958184	0.0023564403643831612	5.71387261061318e-08	0.019467064677155577	0.010706253722310067
1:Del:T:3	0.0016638255212455988	0.0015190102625638247	0.0013725054683163761	0.05123077237994948	0.01004807610329408	0.012336547672748565	2.8025969286496343e-46	1.4012984643248171e-46	0.0038756131194531917	0.03655496425926685	0.027006236518627703	0.5073322534561158	0.0005665537525601394	0.031007437873631714	0.025011232465840295	0.052002402022480965
1:Del:T:4	7.101753141114386e-08	0.00687889453513435	2.9226093545275945e-09	0.01379778440023074	0.007593789634296399	0.04627560434237239	0.0002624567130169453	1.0688964556023272e-41	8.213213732233271e-06	0.029105378863772558	0.6008762240409851	0.016926653601058207	3.0528921683981026e-07	9.869428140518722e-07	0.03071274898773595	0.010886219953499676
1:Del:T:5	0.0	0.9587572097778321	1.1595399200814427e-07	0.004715794006506258	0.07302126834947566	1.704815986158792e-07	0.002632229290651369	0.014068671043787617	8.451170288026333e-07	0.002758573944515774	0.047696609422564505	1.4012984643248171e-46	0.19387939700693552	0.25460416860878465	0.016812344622601928	0.0077130848839715325
1:Ins:C:0	2.005648601652865e-05	4.5940316795167745e-08	3.429781445163371e-05	6.115051655797288e-06	0.0002724671599800388	5.6417132299202425e-09	0.0029759177261439616	9.490294360148255e-07	0.0033964254116810367	0.0004151780740130562	4.343959679644627e-05	2.5794327029871055e-08	0.000219095527427271	0.00023460214780470778	1.2408205520841876e-07	0.0014318909957182768
1:Ins:C:1	0.0002198892247179174	3.467800180345648e-08	0.0	0.0005382632576484525	1.7262614164792468e-07	7.131701096341203e-09	0.001808224432170391	0.0027653455035761	0.0012193409361255902	0.0009815017268294923	2.1626804311836167e-07	1.565725767704862e-06	9.164349137336104e-08	0.0006500893499833182	0.00021101517565114136	0.00013607330803324657
1:Ins:C:2	6.357591871495317e-05	3.318856890182076e-05	0.00021237052068272532	1.0169781035074266e-07	5.0411308549769275e-08	0.0028416012627019427	0.0015914669637233203	0.0001637991505504033	0.004755916936846916	0.0011442471782629581	3.276184258993453e-07	6.874171469348767e-05	0.003140205633826554	0.0013381485801403415	0.000473800662115309	0.0010691912405093261
1:Ins:C:3	0.00022856966263589128	0.00011989423116176567	7.190950639088812e-05	5.434418653749163e-07	0.09722750267947049	2.8753847800544465e-07	0.0	0.0032475341298294326	2.8025969286496343e-46	8.146633263095282e-07	0.005772428214550018	0.0	0.24568977411836385	0.0014693977776914836	0.00041509650634168337	0.0022063819244976914
1:Ins:C:4	0.0009109137159498459	3.3598810205148767e-07	2.0616947438156785e-08	0.008206494824395349	0.7590867221355438	1.245154021489725e-06	0.00016268081224097842	0.000620376608276274	0.0004432917587223528	4.917568384321669e-06	1.1161147968298188e-07	7.527092549253212e-09	0.040530635540244477	0.007051303555033428	4.092533956168154e-07	0.008970899831660972
1:Ins:C:5	0.014686728477272482	0.0012201832760297294	0.0	8.812170708552002e-05	0.0	2.0606025645975024e-05	0.0010849644429981708	3.929818035430799e-08	0.0014816065987588445	9.065826816367916e-07	0.0006520042283227667	8.394379401579499e-05	1.1327008750211794e-36	0.037315784952969014	0.008651542663574218	0.09615322544705122
1:Ins:T:0	0.001599624606751604	0.0001029791310429573	0.0006025825976394116	0.008848783699795604	8.23269714601338e-05	0.024981453159125522	0.003431972535327077	0.010850534425117075	0.0036661438934970647	0.003704911278327927	0.012803490459918975	0.021314003271982074	0.013496427773497998	0.00957089678850025	5.7955872034654024e-05	0.0019833093509078028
1:Ins:T:1	0.0004277570289787036	0.000437319977208972	2.3899417556094704e-08	0.0036832701455750795	0.0	0.003665942104998976	0.0060581857804208996	0.007781413079237609	0.004511193558573723	0.008755841152742505	0.0017307238420471549	0.015293730702251197	0.0032269954681396484	0.004507229197770357	0.007248176704160869	0.004912373388651759
