NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	186.153	66.336	65.5	55.688	0.385	0.809	20000.0
2	187.965	66.309	63.186	53.28	0.382	0.831	30000.0
3	185.313	67.19	63.389	55.26	0.382	0.82	30000.0
4	180.188	64.803	63.216	53.194	0.372	0.822	30000.0
5	186.401	67.552	62.972	55.149	0.384	0.821	40000.0
6	180.178	64.376	62.579	52.453	0.367	0.825	30000.0
7	179.804	64.199	62.646	52.289	0.367	0.827	20000.0
8	181.108	64.342	62.146	52.003	0.387	0.826	30000.0
9	182.864	65.594	63.802	54.263	0.387	0.815	30000.0
10	181.324	65.174	63.234	52.866	0.372	0.824	20000.0
