Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	194	119	19	9	8
V2	134	0	92	14	15
V3	22	173	55	30	21
V4	194	21	125	43	3
V5	33	5	61	82	14
V6	48	10	296	7	94
V7	52	131	693	0	193
V8	126	7	45	58	37
V9	178	0	16	41	51
V10	27	51	10	227	20
V11	23	95	112	19	13
V12	27	279	6	25	7
V13	89	20	0	148	31
V14	21	15	47	140	64
V15	94	74	21	40	52
V16	209	73	7	27	48
V17	24	0	2	65	43
V18	43	32	8	16	52
V19	80	14	146	3	13
V20	143	50	15	10	38
V21	228	22	148	26	8
V22	45	43	110	81	67
V23	39	19	14	2	258
V24	18	48	9	48	18
V25	12	54	139	158	121
V26	1	27	10	292	16
V27	15	48	50	199	10
V28	94	30	14	320	60
V29	0	224	109	2	1
V30	217	191	25	10	6
V31	9	57	14	74	20
V32	93	21	66	21	17
V33	374	2	55	10	62
V34	64	17	16	4	12
V35	2	31	2	78	17
V36	65	0	2	7	34
V37	87	8	72	59	70
V38	9	264	85	78	24
V39	96	384	6	0	19
V40	238	7	7	8	132
V41	24	14	35	17	0
V42	133	45	177	22	57
V43	78	1	2	0	56
V44	47	129	51	170	9
V45	53	23	4	293	1
V46	6	29	97	25	9
V47	191	14	6	15	44
V48	53	0	2	12	23
V49	74	1	75	53	22
V50	10	27	154	8	0
V51	178	85	178	0	74
V52	15	17	257	31	62
V53	81	3	101	83	105
V54	8	3	76	9	120
V55	160	31	5	0	63
V56	14	40	10	41	0
V57	196	0	88	41	4
V58	8	26	20	8	0
V59	21	4	7	43	24
V60	20	117	30	6	16
V61	28	73	18	78	1
V62	191	12	99	7	87
V63	121	436	60	4	5
V64	135	0	19	15	93
V65	7	0	21	2	1
V66	87	248	27	15	6
V67	2	36	20	3	65
V68	95	17	21	41	0
V69	0	201	9	122	24
V70	0	59	203	27	144
V71	124	3	6	265	342
V72	0	15	3	156	238
V73	267	32	94	10	8
V74	55	74	248	5	71
V75	42	274	7	58	27
V76	86	29	12	173	82
V77	66	104	78	0	70
V78	46	66	0	6	70
V79	17	26	32	177	18
V80	0	538	136	3	40
V81	0	37	103	21	283
V82	78	38	18	7	146
V83	205	50	0	10	57
V84	98	0	10	53	115
V85	94	3	7	51	35
V86	33	3	20	182	2
V87	187	7	38	111	145
V88	16	16	11	114	35
V89	79	11	8	51	21
V90	22	232	309	19	24
V91	47	172	130	0	63
V92	18	222	186	197	199
V93	0	4	106	6	11
V94	34	27	115	0	80
V95	4	73	42	52	0
V96	65	112	0	2	36
V97	215	47	9	27	9
V98	88	30	1	148	112
V99	16	0	4	103	62
V100	149	57	18	8	37
