MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.37E-04	8.04E-04	8.94E-03	1.20E-02	3.69E-02	4.23E-02	9.20E-03	4.65E-02	6.22E-03	4.86E-02	1.07E-02	2.04E-02	1.57E-02	9.74E-03
1:Del:C:1	2.08E-03	2.80E-03	1.16E-03	7.10E-04	2.10E-02	3.41E-03	9.85E-03	1.49E-02	6.79E-03	4.76E-02	5.47E-03	1.67E-04	7.73E-03	3.32E-02
1:Del:C:2	1.09E-03	0.00E+00	9.19E-05	2.05E-08	2.63E-03	6.95E-04	4.48E-04	2.98E-03	8.30E-04	2.68E-03	0.00E+00	8.18E-05	1.08E-03	3.83E-03
1:Del:C:3	9.02E-05	6.36E-06	1.01E-03	2.47E-04	2.12E-02	2.42E-03	1.75E-03	9.33E-03	2.10E-03	2.62E-02	1.01E-03	2.21E-02	7.05E-03	1.75E-02
1:Del:C:4	7.03E-03	1.96E-04	1.47E-04	4.43E-04	2.21E-02	5.23E-03	1.04E-03	4.44E-03	5.38E-08	9.56E-03	3.00E-03	6.83E-03	3.47E-43	1.88E-03
1:Del:C:5	2.32E-03	3.82E-04	2.05E-03	4.19E-08	3.52E-04	3.38E-03	7.71E-04	3.98E-05	9.20E-04	2.71E-04	3.06E-04	8.22E-03	7.85E-04	3.16E-02
1:Del:T:0	2.03E-04	0.00E+00	1.15E-03	1.29E-03	1.11E-02	8.96E-03	5.98E-03	2.24E-02	1.00E-02	2.40E-02	3.77E-03	2.25E-03	3.42E-03	9.59E-03
1:Del:T:1	0.00E+00	1.05E-04	4.69E-04	3.25E-04	9.11E-03	1.26E-02	2.67E-03	1.92E-02	2.97E-03	1.04E-02	0.00E+00	1.58E-03	4.03E-03	8.14E-03
1:Del:T:2	1.40E-46	4.49E-04	1.64E-03	6.35E-04	1.16E-02	7.15E-03	2.73E-03	2.41E-02	6.08E-03	1.88E-02	1.25E-03	4.51E-03	2.47E-02	1.37E-02
1:Del:T:3	7.84E-03	8.16E-04	1.85E-03	7.84E-04	1.55E-02	5.69E-03	4.09E-03	2.37E-02	7.00E-03	2.03E-02	2.31E-02	8.04E-03	4.86E-03	2.98E-02
1:Del:T:4	9.86E-04	7.50E-04	6.26E-03	1.01E-03	2.04E-02	1.52E-03	0.00E+00	1.46E-02	0.00E+00	3.71E-02	2.51E-03	2.22E-02	3.97E-04	1.44E-02
1:Del:T:5	6.05E-08	2.29E-46	2.10E-02	5.81E-07	1.68E-07	5.82E-07	2.80E-03	1.29E-06	1.32E-06	9.67E-07	4.17E-06	9.30E-02	7.54E-03	5.62E-03
1:Ins:C:0	0.00E+00	1.12E-07	1.25E-07	7.37E-08	1.01E-07	6.83E-05	1.31E-03	1.02E-05	2.29E-03	1.09E-03	8.24E-07	4.38E-07	1.06E-03	7.81E-07
1:Ins:C:1	4.35E-05	2.54E-08	1.51E-06	8.18E-09	3.09E-07	2.63E-05	7.94E-04	3.72E-04	8.87E-04	2.52E-03	4.51E-08	2.57E-07	1.90E-07	2.07E-08
