Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	11	101	16	5	18	33	20	20	15	0	32	13	0	0	0	5
V2	92	45	0	13	5	0	12	0	0	0	0	0	7	11	0	2
V3	0	47	158	28	15	0	17	1	0	0	0	14	0	0	0	2
V4	0	19	5	107	89	2	12	1	0	0	0	1	0	0	0	0
V5	90	86	36	51	24	4	6	1	0	0	0	7	0	21	2	4
V6	10	77	7	36	31	0	3	20	40	115	0	7	0	4	17	0
V7	1	0	76	34	61	6	0	0	3	11	1	2	0	0	1	0
V8	187	5	9	20	11	32	4	20	0	9	13	0	0	0	2	6
V9	46	47	9	20	33	21	76	0	0	0	11	23	0	0	32	5
V10	8	62	65	204	173	8	58	0	4	0	16	10	0	0	6	2
V11	0	0	6	6	5	13	0	9	21	7	3	0	0	0	0	0
V12	0	36	28	3	8	6	11	2	0	0	31	22	0	2	0	0
V13	0	122	33	43	42	18	35	0	0	0	6	12	1	6	0	0
V14	62	11	2	4	4	6	0	1	3	0	0	0	0	0	3	2
V15	29	0	7	2	1	109	0	21	53	0	28	19	29	0	0	3
V16	44	0	83	208	127	4	0	81	70	0	0	5	0	0	5	0
V17	0	7	0	0	0	44	9	75	80	10	2	15	0	37	0	0
V18	50	122	4	3	2	16	52	159	112	0	27	10	24	0	28	0
V19	73	0	54	0	0	0	7	48	20	38	12	2	0	60	1	21
V20	0	74	172	0	0	30	24	0	16	24	40	5	0	29	34	0
V21	161	0	11	54	4	3	0	5	3	3	0	7	43	0	0	53
V22	25	8	6	4	3	58	9	7	6	0	49	44	0	35	0	0
V23	1	0	66	23	38	26	0	1	0	0	37	0	13	2	6	0
V24	0	9	47	87	36	2	2	18	15	3	14	0	0	1	0	0
V25	2	17	55	2	5	14	10	79	40	75	28	4	20	0	0	0
V26	4	10	117	2	12	0	26	0	7	0	4	3	16	0	0	2
V27	16	110	53	1	5	20	39	51	0	15	31	0	21	0	2	0
V28	2	5	0	13	40	4	8	20	15	0	2	2	1	0	0	3
V29	4	35	14	3	7	0	9	0	9	0	1	0	6	0	0	0
V30	43	143	0	34	30	0	61	4	0	0	0	1	0	0	1	4
V31	36	1	11	121	72	2	0	34	33	23	5	2	0	0	0	4
V32	2	16	5	0	0	11	2	15	10	8	0	0	0	0	1	2
V33	38	15	139	4	3	41	9	2	4	0	29	1	70	23	1	25
V34	64	6	433	5	16	143	2	0	0	0	30	44	38	0	0	0
V35	48	3	4	8	7	0	0	37	0	87	5	8	0	0	0	0
V36	75	5	2	2	2	31	0	0	0	0	26	12	14	0	0	8
V37	197	157	9	8	7	12	27	12	32	49	25	0	2	0	0	26
V38	1	11	0	12	13	14	0	4	3	0	33	3	0	0	1	1
V39	20	33	12	0	0	0	31	11	17	3	1	0	0	29	8	0
V40	22	0	42	45	33	0	0	3	0	0	11	7	10	0	0	5
V41	0	24	58	236	149	16	0	2	34	26	37	17	1	1	2	0
V42	3	190	12	29	11	0	21	11	4	6	0	0	0	0	4	2
V43	16	0	2	23	42	3	0	0	0	0	3	0	0	0	2	5
V44	6	42	25	5	7	4	7	69	45	0	0	1	0	0	9	1
V45	1	0	0	2	1	15	0	2	3	15	11	1	0	1	0	0
V46	2	0	8	17	9	21	0	4	5	0	40	12	0	1	3	2
V47	0	31	22	3	1	10	10	0	0	0	0	14	0	0	14	0
V48	42	256	31	59	126	0	97	21	18	0	0	8	4	49	0	5
V49	324	0	12	17	24	15	0	3	0	0	0	10	34	34	4	27
V50	49	51	63	12	35	8	15	9	17	0	0	3	16	12	0	7
V51	1	102	2	30	25	28	39	21	64	0	0	13	0	0	0	0
V52	24	36	0	0	0	5	1	0	0	0	1	3	19	0	5	0
V53	0	0	150	16	59	1	0	0	13	77	0	0	34	0	4	0
V54	36	5	24	37	96	25	0	20	73	164	8	4	30	0	0	0
V55	3	221	16	1	5	29	85	23	0	66	0	0	0	0	42	8
V56	92	2	171	0	0	0	2	15	17	0	0	19	12	0	2	0
V57	1	0	56	6	2	13	0	4	4	0	6	4	37	0	2	0
V58	275	19	0	5	1	3	2	0	0	0	0	0	0	0	16	12
V59	7	8	0	1	2	0	10	1	3	0	0	6	0	0	3	0
V60	8	16	1	0	1	3	10	0	0	0	0	0	0	0	5	0
V61	18	205	0	0	1	0	22	10	15	0	0	0	0	0	39	0
V62	8	8	47	0	0	13	1	13	5	0	0	27	5	21	0	0
V63	35	79	68	6	12	1	34	0	8	0	0	0	0	14	2	3
V64	11	163	5	2	3	0	93	3	5	4	0	0	0	0	0	1
V65	0	47	1	0	0	78	8	0	3	0	37	85	0	32	4	0
V66	40	3	0	0	2	3	0	43	0	18	1	5	30	10	0	0
V67	36	35	19	2	2	8	17	16	1	0	61	18	31	0	0	0
V68	238	0	0	0	0	0	0	15	7	0	2	0	10	1	5	9
V69	2	47	7	40	20	6	17	1	0	0	1	4	0	8	0	0
V70	38	39	39	17	6	0	28	7	8	0	0	0	7	0	0	0
V71	43	19	0	26	42	17	0	0	3	0	1	0	2	23	0	0
V72	32	80	0	0	0	1	3	3	2	1	0	2	0	0	0	0
V73	4	0	21	2	0	53	0	0	0	0	10	42	0	16	0	0
V74	3	0	53	0	0	58	22	2	7	0	4	29	0	71	0	0
V75	217	77	25	35	19	41	10	2	6	0	5	20	49	0	0	27
V76	12	0	11	9	12	0	0	0	1	1	3	1	6	0	0	3
V77	0	133	12	2	23	0	45	5	4	0	0	0	5	0	23	0
V78	4	43	161	17	7	0	0	0	0	36	8	12	0	10	4	9
V79	1	2	107	63	113	0	8	34	3	0	0	6	0	0	0	2
V80	14	24	90	26	10	22	2	5	8	0	0	16	62	0	0	0
V81	12	5	29	0	1	2	4	4	5	0	10	5	0	0	1	5
V82	106	0	30	270	180	0	1	97	91	48	26	2	0	4	0	8
V83	24	9	11	0	0	17	0	0	0	0	0	23	10	6	0	0
V84	32	4	84	0	0	63	8	0	0	0	0	34	0	0	0	4
V85	21	0	4	4	6	7	3	2	0	14	6	0	0	12	1	1
V86	13	10	3	1	1	4	4	0	0	0	1	0	5	0	0	8
V87	61	1	55	15	16	83	3	21	13	21	67	0	10	12	0	0
V88	10	0	0	0	0	56	0	2	6	5	27	15	0	14	0	0
V89	26	0	1	56	31	0	0	0	0	2	1	0	0	0	0	0
V90	13	73	7	46	44	1	58	36	13	0	0	0	0	0	27	0
V91	0	0	16	25	42	12	0	4	0	2	15	0	0	0	0	0
V92	48	79	114	5	18	0	23	0	3	0	0	23	0	0	15	2
V93	16	3	0	22	12	111	4	0	0	0	53	69	7	0	5	0
V94	128	210	27	0	0	0	55	11	8	0	0	0	25	0	13	4
V95	43	1	12	2	0	2	0	3	0	0	9	4	0	0	0	12
V96	98	0	0	6	17	0	5	0	0	0	2	0	0	0	2	0
V97	6	4	1	1	3	35	0	0	0	10	26	13	0	0	0	0
V98	60	231	7	0	0	43	111	24	16	95	33	4	19	0	18	0
V99	166	23	21	13	21	61	4	11	2	0	7	27	16	0	13	25
V100	121	0	0	107	76	0	6	83	110	103	6	1	8	1	3	15
