Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	108	291	84	37	93	1	103	0	11	14
V2	2	0	284	5	0	19	21	2	0	0
V3	0	80	4	130	0	141	0	1	40	0
V4	0	3	10	0	2	0	0	0	0	0
V5	133	191	29	35	5	22	76	0	5	0
V6	33	22	0	22	23	143	14	4	1	2
V7	0	159	32	12	44	62	0	22	5	8
V8	0	22	95	47	71	23	0	64	58	55
V9	5	4	2	15	59	2	4	13	25	11
V10	9	33	1	31	161	63	6	12	67	0
V11	179	22	199	206	95	119	58	0	0	0
V12	0	2	0	1	7	0	2	19	11	0
V13	81	8	19	0	24	5	69	0	0	5
V14	98	116	20	7	15	20	53	0	0	22
V15	0	129	22	36	37	0	0	41	34	10
V16	223	42	11	2	86	10	157	19	0	0
V17	23	44	4	0	18	0	36	0	11	0
V18	0	4	0	0	68	178	0	54	0	6
V19	27	14	0	17	0	15	0	0	26	9
V20	90	5	7	4	0	145	316	0	0	0
V21	42	32	17	9	41	15	11	12	0	2
V22	147	24	43	0	0	1	14	16	0	49
V23	0	5	1	0	0	64	0	3	0	5
V24	0	169	5	1	99	126	0	16	0	0
V25	0	14	0	6	0	108	3	14	9	16
V26	0	272	25	0	4	0	0	0	0	5
V27	58	1	7	8	52	8	30	141	0	0
V28	0	51	28	50	2	62	9	19	45	0
V29	0	0	0	24	0	0	1	14	6	11
V30	62	180	77	61	0	53	16	0	39	58
V31	150	0	17	5	31	3	85	23	0	0
V32	34	39	38	36	10	17	30	27	27	5
V33	142	0	7	13	116	0	154	46	0	37
V34	89	41	6	54	13	10	91	8	0	8
V35	0	18	24	42	177	5	0	89	30	54
V36	28	32	0	45	0	16	8	0	35	0
V37	0	1	5	1	1	2	0	5	8	0
V38	47	0	41	29	20	2	0	0	29	0
V39	0	33	34	2	26	0	4	16	3	6
V40	18	0	57	7	11	13	2	0	48	0
V41	15	0	30	34	13	0	0	0	29	20
V42	120	34	36	40	62	13	30	0	8	31
V43	18	2	14	1	2	1	22	1	2	0
V44	0	26	152	5	144	0	0	35	6	18
V45	9	0	31	49	2	0	10	0	45	0
V46	0	0	27	9	0	45	0	0	6	2
V47	0	0	3	43	96	0	0	41	0	31
V48	513	7	11	125	11	76	5	42	27	5
V49	0	59	156	0	19	5	4	14	0	2
V50	17	0	19	84	9	71	30	0	114	0
V51	33	0	10	175	0	9	95	0	0	0
V52	86	0	7	31	6	0	0	13	0	31
V53	29	39	5	0	48	0	0	1	6	21
V54	71	23	236	182	0	20	92	18	0	0
V55	34	47	72	7	53	4	0	59	14	6
V56	0	33	0	66	0	107	0	13	0	33
V57	87	113	48	15	10	6	124	0	0	0
V58	68	347	90	39	3	2	42	0	35	0
V59	131	0	27	6	46	19	30	0	0	23
V60	22	6	2	0	0	0	23	0	0	12
V61	47	0	41	92	7	1	0	7	30	0
V62	192	0	8	19	20	29	122	59	16	0
V63	98	0	5	45	61	45	231	85	26	50
V64	9	31	21	32	13	99	17	0	2	11
V65	0	0	10	0	62	0	2	30	0	30
V66	0	131	23	3	0	82	0	2	4	11
V67	0	22	38	0	0	0	1	0	1	0
V68	21	40	0	312	3	0	44	0	107	0
V69	1	42	3	69	0	0	0	0	16	0
V70	4	22	0	15	6	6	0	6	6	0
V71	147	8	124	11	270	1	53	68	26	0
V72	41	17	11	76	3	21	25	0	40	11
V73	1	1	0	75	0	27	27	16	0	5
V74	0	14	17	10	14	5	0	3	5	0
V75	15	11	16	46	7	5	32	0	29	0
V76	74	2	239	9	100	15	68	27	0	31
V77	0	1	0	1	4	4	0	0	2	3
V78	10	0	17	23	7	85	6	9	32	0
V79	2	113	0	32	2	6	13	35	50	0
V80	17	1	13	0	56	89	24	64	0	3
V81	0	114	91	0	0	1	0	0	1	2
V82	65	61	60	99	0	51	11	0	34	35
V83	0	22	48	35	37	36	0	21	7	0
V84	76	17	4	37	54	207	35	0	0	1
V85	80	29	19	19	11	82	0	19	22	107
V86	6	0	30	13	0	4	4	5	8	0
V87	12	93	21	12	11	0	48	0	25	22
V88	32	89	20	121	16	166	16	19	30	0
V89	5	59	48	97	0	0	17	3	41	12
V90	0	13	8	2	157	51	13	80	0	0
V91	33	9	51	4	6	3	35	9	4	0
V92	53	0	43	23	73	2	72	0	0	51
V93	46	0	126	56	14	31	0	4	5	56
V94	0	12	5	5	19	5	0	4	20	8
V95	42	17	27	0	29	10	49	0	0	12
V96	23	51	66	54	20	0	2	0	12	40
V97	10	39	3	14	0	0	8	0	13	4
V98	0	27	84	211	63	19	8	27	12	27
V99	111	367	2	1	21	7	40	33	0	0
V100	1	0	56	4	20	3	17	68	0	13
