NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	34.437	15.476	7.828	8.789	0.097	0.994	50000.0
2	34.225	15.747	7.75	9.104	0.1	0.992	40000.0
3	33.974	14.843	7.954	8.622	0.093	0.994	70000.0
4	39.574	18.418	9.44	10.974	0.109	0.99	80000.0
5	34.775	15.313	7.87	8.674	0.095	0.994	60000.0
6	35.547	16.371	8.218	9.34	0.101	0.993	70000.0
7	36.861	16.603	8.5	9.286	0.096	0.994	60000.0
8	38.219	17.342	8.933	9.713	0.102	0.993	40000.0
9	33.742	15.218	7.83	8.844	0.094	0.993	40000.0
10	34.613	15.86	8.113	9.19	0.1	0.994	40000.0
