NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.302	17.755	9.831	10.647	0.108	0.991	50000.0
2	42.062	17.343	10.177	10.491	0.1	0.992	70000.0
3	43.387	18.011	10.069	10.602	0.106	0.992	50000.0
4	45.209	18.727	11.257	11.813	0.106	0.99	40000.0
5	42.811	18.456	10.222	11.12	0.108	0.991	60000.0
6	39.435	16.51	9.068	9.824	0.101	0.993	50000.0
7	41.691	17.653	9.535	10.536	0.108	0.992	30000.0
8	46.83	20.135	11.337	12.414	0.12	0.988	60000.0
9	42.208	17.709	10.242	10.843	0.102	0.991	40000.0
10	41.687	17.344	9.916	10.296	0.106	0.993	40000.0
