NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.537	15.886	12.085	9.868	0.094	0.993	50000.0
2	52.194	16.517	13.102	10.807	0.097	0.99	60000.0
3	50.121	16.021	11.956	10.019	0.096	0.993	40000.0
4	50.305	16.02	12.051	10.119	0.093	0.992	50000.0
5	47.868	15.295	11.307	9.273	0.092	0.994	50000.0
6	50.214	15.711	13.342	10.727	0.095	0.991	30000.0
7	54.782	17.252	13.724	11.112	0.1	0.99	40000.0
8	58.579	18.712	16.1	12.887	0.1	0.988	30000.0
9	53.443	17.19	13.191	10.993	0.1	0.991	50000.0
10	51.891	16.469	12.677	10.328	0.093	0.992	40000.0
