NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	61.841	25.282	14.471	16.171	0.143	0.98	80000.0
2	61.675	25.41	14.594	16.606	0.143	0.979	40000.0
3	66.071	26.495	17.132	18.411	0.148	0.973	70000.0
4	65.994	26.518	16.761	17.822	0.146	0.976	40000.0
5	61.39	24.589	14.778	15.91	0.132	0.982	40000.0
6	62.23	25.636	15.495	17.141	0.143	0.978	30000.0
7	60.531	24.896	14.876	17.063	0.141	0.977	30000.0
8	60.736	24.376	14.409	15.892	0.132	0.982	30000.0
9	61.379	25.089	14.604	16.509	0.141	0.979	40000.0
10	61.057	25.206	14.383	16.46	0.144	0.979	40000.0
