NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	82.255	27.452	18.75	18.397	0.142	0.977	20000.0
2	79.196	26.592	17.917	17.898	0.139	0.977	40000.0
3	82.38	27.704	18.974	18.726	0.143	0.975	40000.0
4	80.371	26.867	18.164	17.982	0.144	0.978	40000.0
5	82.041	27.247	18.944	18.661	0.138	0.975	20000.0
6	80.711	27.126	18.255	18.165	0.145	0.976	30000.0
7	82.138	27.51	19.007	18.719	0.142	0.975	40000.0
8	80.811	27.349	18.504	18.851	0.141	0.974	20000.0
9	81.039	27.344	18.631	18.677	0.143	0.975	40000.0
10	80.077	26.855	18.472	18.182	0.134	0.978	20000.0
