NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.082	16.069	9.978	10.47	0.081	0.992	40000.0
2	38.182	15.057	9.211	9.819	0.076	0.993	70000.0
3	39.362	14.832	9.785	9.804	0.076	0.993	40000.0
4	44.72	17.466	11.107	11.487	0.084	0.99	50000.0
5	42.464	16.954	10.447	11.312	0.084	0.99	60000.0
6	39.529	15.173	9.477	9.828	0.08	0.993	60000.0
7	43.889	17.678	11.043	12.092	0.085	0.988	50000.0
8	40.361	15.596	9.845	10.223	0.083	0.992	70000.0
9	41.411	16.37	10.497	10.943	0.082	0.991	50000.0
10	40.74	15.914	10.079	10.685	0.084	0.991	40000.0
