Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	18	12	22	9	24	20	5	0	10	0	1	0	6	10
V2	138	14	29	0	51	0	18	24	0	9	3	1	0	6
V3	0	117	36	17	6	4	25	3	2	0	18	0	0	2
V4	172	2	0	0	0	0	0	11	0	0	0	0	1	78
V5	358	13	21	3	9	4	18	68	26	18	17	0	0	20
V6	34	59	1	63	0	0	0	15	0	2	3	33	0	28
V7	2	181	6	0	3	2	2	65	0	32	35	65	0	0
V8	1	32	1	3	1	0	0	17	0	17	24	23	0	9
V9	7	0	58	84	37	7	11	50	51	13	16	3	2	0
V10	132	1	0	0	29	22	7	15	47	0	21	21	0	7
V11	0	404	16	25	7	10	1	2	0	11	21	26	11	2
V12	174	211	1	30	16	12	4	7	0	29	14	0	30	0
V13	60	0	183	0	93	44	74	5	0	4	0	4	0	9
V14	88	0	73	84	44	5	41	10	0	25	28	2	34	0
V15	48	141	229	7	101	14	24	3	0	6	14	0	0	18
V16	4	8	324	35	42	0	104	1	13	0	16	0	2	0
V17	146	11	43	5	22	75	41	15	0	32	40	0	0	2
V18	110	14	105	66	22	0	15	30	0	13	5	22	23	0
V19	1	0	11	0	0	4	9	7	4	2	9	1	0	5
V20	6	17	57	65	19	22	32	4	7	0	0	0	0	0
V21	233	26	0	21	6	9	1	0	0	0	0	0	16	3
V22	12	7	0	9	0	0	0	4	0	0	0	0	0	0
V23	28	6	0	77	0	1	0	16	7	0	4	0	0	0
V24	26	0	2	5	0	0	1	14	15	18	11	13	0	21
V25	50	18	179	1	7	0	22	0	11	4	10	0	0	0
V26	0	91	27	18	4	3	27	3	0	0	0	0	0	0
V27	3	0	6	0	40	40	22	20	25	29	86	12	0	0
V28	238	12	16	4	6	4	16	10	5	3	0	3	0	0
V29	26	0	0	12	15	68	33	13	6	9	3	5	0	0
V30	25	10	0	4	0	0	0	29	7	12	17	0	0	10
V31	28	14	33	7	1	0	22	0	0	0	0	0	1	9
V32	8	1	0	82	0	9	5	62	35	82	18	57	0	0
V33	30	59	66	8	115	23	38	10	34	33	21	0	44	0
V34	1	30	38	0	2	4	25	16	20	26	40	0	0	0
V35	12	0	30	35	7	25	10	0	7	3	5	13	0	2
V36	6	120	30	2	14	0	11	0	0	2	0	0	15	4
V37	0	62	3	10	26	14	4	9	33	0	0	22	0	11
V38	0	14	21	4	2	0	7	10	0	0	0	7	0	2
V39	6	79	1	12	0	0	1	12	0	4	2	1	14	0
V40	13	49	12	7	39	66	23	0	68	1	18	4	38	0
V41	1	64	3	3	2	2	1	0	0	12	5	5	0	0
V42	37	39	147	142	44	0	38	0	0	0	0	16	35	0
V43	202	5	3	3	12	30	2	3	0	3	0	0	2	27
V44	15	39	6	0	13	8	7	4	21	1	8	0	0	0
V45	15	120	7	91	0	1	7	5	0	0	9	0	0	0
V46	73	30	2	20	45	63	24	19	12	32	5	25	10	0
V47	5	76	135	144	30	38	123	25	1	49	4	0	28	0
V48	2	81	17	3	2	0	0	2	0	1	2	1	1	5
V49	0	125	1	11	5	12	7	11	2	0	10	0	14	0
V50	295	9	0	22	12	9	2	3	0	3	14	0	36	19
V51	33	0	100	1	1	26	13	25	21	36	16	0	0	0
V52	8	143	5	0	16	18	0	6	0	0	62	14	5	0
V53	25	15	75	2	18	5	0	0	0	5	3	0	0	0
V54	32	14	48	0	43	30	29	1	0	0	6	0	0	10
V55	0	119	2	23	0	0	0	10	27	34	0	133	0	0
V56	4	52	78	40	23	18	80	5	3	22	1	0	2	5
V57	4	0	14	0	23	11	6	6	2	0	0	0	4	0
V58	50	12	34	10	1	0	2	5	0	34	17	11	0	2
V59	23	63	4	0	5	30	20	22	31	23	18	62	0	0
V60	288	0	0	33	3	4	7	4	0	0	0	0	46	0
V61	8	33	114	3	88	124	123	0	87	0	0	0	37	0
V62	41	41	20	167	32	80	35	23	0	36	3	14	70	0
V63	347	11	217	9	100	103	13	0	41	0	0	20	11	0
V64	20	123	97	20	15	10	30	7	0	6	5	0	3	0
V65	3	36	113	13	29	18	33	8	0	11	13	0	14	28
V66	95	464	97	7	30	0	3	100	0	33	67	56	11	0
V67	2	12	13	37	22	11	2	8	5	0	7	0	0	0
V68	17	246	129	85	33	11	16	1	0	0	20	12	18	0
V69	23	7	92	23	26	41	44	20	52	0	5	1	9	0
V70	1	64	48	38	2	0	6	0	0	0	16	0	0	1
V71	30	3	0	41	2	1	1	0	0	0	0	0	0	0
V72	86	1	1	31	1	0	2	7	9	0	3	0	7	1
V73	36	7	0	149	0	0	1	1	0	0	0	0	52	18
V74	35	5	14	75	0	0	2	19	96	27	56	0	0	9
V75	67	92	1	0	8	1	5	15	0	15	18	22	0	5
V76	33	0	319	68	10	5	28	70	0	32	28	0	0	12
V77	3	15	29	15	28	62	54	0	54	0	0	0	39	0
V78	7	32	0	3	0	1	1	29	9	0	6	9	0	0
V79	65	0	2	43	49	21	6	26	21	85	22	2	23	0
V80	70	13	13	8	3	0	2	13	39	6	69	71	0	13
V81	727	11	0	5	0	0	0	3	0	0	0	0	0	54
V82	64	0	36	40	12	148	97	92	88	31	42	0	0	21
V83	1	58	116	176	9	0	24	40	12	135	28	0	0	4
V84	8	2	132	1	6	5	17	4	0	0	0	0	0	0
V85	11	256	6	19	5	1	6	2	0	0	3	16	9	0
V86	24	308	1	0	3	6	2	13	0	1	8	48	0	0
V87	32	0	1	26	4	0	1	2	0	0	2	16	11	0
V88	4	36	7	3	6	22	17	0	1	8	1	0	6	0
V89	50	13	120	0	3	33	7	20	22	4	20	0	0	20
V90	0	131	7	3	0	0	0	23	16	12	28	0	4	21
V91	17	4	15	28	60	136	41	3	0	25	0	21	0	4
V92	69	0	21	0	58	20	30	44	9	61	9	24	0	13
V93	0	62	26	0	7	31	0	8	7	0	9	0	6	4
V94	88	34	0	11	1	0	0	57	0	0	54	57	0	8
V95	3	3	42	4	37	7	1	7	0	0	1	8	0	0
V96	187	1	2	9	31	34	33	0	173	56	0	0	0	1
V97	19	26	58	6	52	75	25	7	8	23	0	0	0	2
V98	12	39	29	34	6	0	7	8	39	0	16	21	0	5
V99	4	21	123	21	6	0	40	44	0	27	0	0	8	0
V100	0	0	3	85	44	45	17	2	3	4	0	15	0	0
