Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	2.24E+00	1.41E+00	2.50E+00	8.47E-01	3.15E+00	3.23E+00	9.12E-01	2.62E+00	7.61E-01	3.74E+00
V2	6.70E+00	1.80E+00	5.92E+00	0.00E+00	0.00E+00	6.09E+00	1.48E+00	6.06E+00	1.35E+00	1.27E+01
V3	3.14E-01	1.24E+01	5.11E+00	1.28E+00	1.39E+00	1.12E+01	1.30E+00	1.14E+00	8.83E-01	1.30E+00
V4	1.26E+01	5.26E-01	0.00E+00	3.40E-01	7.06E-01	9.64E-01	1.30E+00	0.00E+00	1.65E+00	1.37E+01
V5	4.20E+00	2.00E+00	4.98E+00	1.05E+00	1.44E+00	5.62E+00	5.59E+00	1.66E+00	4.96E+00	4.27E+00
V6	2.87E+00	8.99E+00	5.04E-01	1.91E+00	0.00E+00	8.30E+00	2.49E+00	0.00E+00	2.73E+00	5.62E+00
V7	2.77E-01	2.58E+01	1.08E+00	3.33E-01	1.02E+00	1.50E+01	6.22E+00	3.42E-01	5.69E+00	3.29E+01
V8	7.22E-01	6.11E+00	5.86E-01	6.71E-01	0.00E+00	2.98E+00	5.27E+00	3.89E-01	4.55E+00	7.63E+00
V9	1.45E+00	2.77E-01	5.21E+00	2.74E+00	1.75E+00	4.03E+00	7.04E+00	2.54E+00	7.15E+00	1.20E+00
V10	4.42E+00	1.16E+00	0.00E+00	0.00E+00	4.70E+00	2.35E+00	4.60E+00	2.51E+00	3.71E+00	5.04E+00
V11	0.00E+00	2.49E+01	1.94E+00	2.03E+00	1.45E+00	2.58E+01	3.20E+00	2.00E+00	6.36E-01	2.51E+00
V12	5.20E+00	7.28E+00	9.71E-01	2.07E+00	2.16E+00	7.61E+00	2.32E+00	2.65E+00	2.76E+00	6.51E+00
V13	2.06E+00	1.63E-01	1.79E+01	3.35E-01	4.52E+00	1.96E+01	8.70E-01	5.28E+00	1.54E+00	3.06E+00
V14	4.43E+00	3.35E-01	1.10E+01	3.50E+00	3.33E+00	1.12E+01	4.19E+00	3.44E+00	2.46E+00	6.65E+00
V15	2.92E+00	8.85E+00	1.58E+01	1.20E+00	3.01E+00	1.65E+01	1.55E+00	6.14E+00	8.33E-01	2.00E+00
V16	8.98E-01	9.60E-01	3.76E+01	2.07E+00	0.00E+00	3.86E+01	2.10E+00	6.01E+00	1.24E+00	0.00E+00
V17	4.77E+00	2.50E+00	6.23E+00	7.90E-01	7.32E+00	5.02E+00	4.37E+00	3.79E+00	3.67E+00	8.09E+00
V18	3.94E+00	6.99E-01	6.41E+00	2.03E+00	7.64E-01	6.31E+00	3.68E+00	2.48E+00	4.31E+00	3.41E+00
V19	5.86E-01	0.00E+00	2.20E+00	2.77E-01	1.10E+00	1.98E+00	2.12E+00	8.09E-01	1.59E+00	8.83E-01
V20	9.78E-01	1.45E+00	7.55E+00	2.24E+00	3.58E+00	8.49E+00	3.06E-01	2.73E+00	9.09E-01	1.95E+00
V21	3.64E+00	1.69E+00	6.80E-01	1.87E+00	1.78E+00	6.53E-01	4.99E-01	1.28E+00	0.00E+00	1.91E+00
V22	7.31E-01	5.17E-01	0.00E+00	6.40E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.90E-01	0.00E+00
V23	1.50E+00	1.12E+00	0.00E+00	1.95E+00	3.35E-01	0.00E+00	1.96E+00	0.00E+00	2.26E+00	1.52E+00
V24	2.44E+00	7.92E-01	9.60E-01	8.57E-01	4.48E-01	6.90E-01	4.38E+00	2.24E-01	3.90E+00	3.17E+00
V25	1.48E+00	1.32E+00	1.06E+01	2.77E-01	0.00E+00	9.90E+00	1.85E+00	5.97E-01	8.03E-01	6.83E-01
V26	0.00E+00	2.01E+00	5.58E+00	1.40E+00	7.18E-01	6.02E+00	0.00E+00	8.69E-01	4.07E-01	1.58E+00
V27	9.24E-01	4.07E-01	1.45E+00	0.00E+00	6.04E+00	5.25E+00	8.04E+00	3.00E+00	6.07E+00	1.90E+00
V28	3.46E+00	1.90E+00	4.11E+00	6.15E-01	1.10E+00	3.86E+00	1.33E+00	1.29E+00	8.00E-01	2.08E+00
V29	1.34E+00	4.27E-01	5.42E-01	1.36E+00	7.57E+00	8.40E+00	1.75E+00	2.20E+00	1.62E+00	2.15E+00
V30	2.80E+00	1.87E+00	3.79E-01	6.05E-01	0.00E+00	1.44E+00	3.22E+00	3.48E-01	2.41E+00	3.22E+00
