Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	20	12	25	11	27	1	1	30	2	8
V2	137	10	32	0	0	28	2	57	27	0
V3	1	116	36	18	3	44	5	5	2	0
V4	198	0	0	5	0	0	0	0	8	53
V5	364	9	28	6	5	30	29	10	88	6
V6	40	72	1	76	0	0	13	0	16	20
V7	0	214	8	3	4	4	69	1	74	16
V8	2	43	2	6	0	0	45	0	16	14
V9	7	0	65	89	8	9	38	45	78	0
V10	138	7	0	0	29	10	45	39	34	0
V11	0	432	17	31	17	0	22	7	1	9
V12	167	211	5	36	24	1	20	17	3	44
V13	57	0	191	1	43	87	0	95	2	0
V14	90	0	81	94	12	59	41	50	7	0
V15	50	144	252	9	9	6	12	110	1	12
V16	3	0	337	36	0	137	0	34	2	0
V17	147	5	47	6	92	52	49	22	12	0
V18	110	20	121	77	2	10	17	23	34	11
V19	2	0	12	0	5	14	12	0	8	0
V20	6	10	57	65	24	43	0	19	5	0
V21	236	27	2	25	17	0	0	7	0	1
V22	12	7	0	9	0	0	0	0	4	0
V23	27	7	0	79	2	0	4	0	20	0
V24	31	1	3	9	1	2	39	0	19	21
V25	51	17	199	1	0	13	16	3	2	0
V26	0	84	25	17	1	43	0	2	1	0
V27	3	0	7	0	47	30	128	47	21	0
V28	235	10	19	5	4	25	0	6	13	0
V29	24	0	0	13	82	39	1	16	15	0
V30	26	9	1	6	0	0	24	0	33	15
V31	29	8	33	8	0	37	0	0	0	0
V32	1	18	5	94	14	5	97	0	81	44
V33	18	46	71	16	31	58	31	135	17	58
V34	2	26	41	0	4	46	60	1	22	0
V35	13	3	33	39	32	7	15	7	0	0
V36	6	120	33	5	3	15	0	16	0	6
V37	1	74	3	14	18	5	14	34	23	8
V38	0	15	22	5	0	10	0	1	12	2
V39	5	82	1	16	5	0	1	0	14	8
V40	10	48	12	14	101	25	32	51	21	24
V41	0	69	4	3	3	0	12	2	0	5
V42	37	40	161	160	1	50	0	49	0	0
V43	204	2	5	6	38	0	0	11	1	25
V44	15	39	6	0	10	12	12	16	12	0
V45	15	122	6	94	1	12	0	0	5	0
V46	68	35	4	25	81	26	25	50	24	22
V47	0	46	136	152	48	204	0	24	23	25
V48	1	80	19	4	0	0	0	1	2	10
V49	0	131	0	14	21	10	1	7	14	0
V50	304	6	1	31	23	0	15	13	0	31
V51	34	0	115	2	36	0	47	0	36	2
V52	8	158	4	0	22	0	65	19	1	0
V53	24	15	80	2	3	0	6	18	0	0
V54	34	9	48	0	33	42	0	47	0	0
V55	0	187	5	41	2	0	81	0	24	8
V56	4	32	76	41	17	136	0	20	4	3
V57	4	0	16	0	13	5	0	25	7	0
V58	49	16	40	13	0	0	46	0	2	12
V59	25	87	4	2	44	32	62	7	38	0
V60	297	0	4	44	21	6	0	6	3	4
V61	4	3	113	8	163	189	0	99	19	19
V62	38	43	24	190	127	37	17	39	24	23
V63	344	19	236	12	126	0	10	110	15	0
V64	20	119	104	21	12	40	0	13	7	0
V65	3	25	122	19	23	44	7	26	3	47
V66	88	498	108	15	0	0	78	29	110	37
V67	2	12	14	38	12	0	5	25	11	0
V68	16	261	143	94	18	6	14	36	0	0
V69	23	0	100	26	55	61	4	31	43	0
V70	1	65	53	40	0	6	10	1	0	0
V71	29	3	0	42	1	1	0	2	0	0
V72	88	1	2	35	2	3	4	2	12	0
V73	40	5	1	178	10	1	0	1	0	28
V74	42	6	18	86	1	8	117	3	57	0
V75	67	101	2	0	0	10	31	8	14	16
V76	35	0	356	73	6	0	48	0	79	8
V77	0	1	27	23	90	86	0	35	16	21
V78	8	37	0	4	2	2	5	1	38	0
V79	58	0	8	50	32	0	89	56	31	41
V80	81	41	16	17	1	8	127	6	23	0
V81	757	9	4	11	0	0	0	0	2	17
V82	69	0	37	43	191	129	52	15	135	0
V83	0	55	134	187	0	22	118	2	43	42
V84	8	1	142	1	6	10	0	3	4	0
V85	11	270	6	23	5	10	0	6	3	0
V86	25	342	1	1	10	2	13	3	16	1
V87	36	6	1	32	3	0	9	5	2	1
V88	3	31	7	5	30	25	0	6	0	4
V89	54	11	131	1	42	0	28	0	28	17
V90	2	137	8	6	0	1	37	0	29	25
V91	13	4	16	31	168	35	3	64	1	19
V92	69	0	26	0	21	46	58	65	51	22
V93	0	63	27	1	40	0	4	7	11	7
V94	93	59	1	18	0	0	74	1	64	0
V95	2	5	46	4	5	0	1	41	9	0
V96	194	0	6	11	53	52	95	49	67	0
V97	15	22	63	6	90	15	3	56	9	22
V98	14	50	33	39	0	12	35	9	24	0
V99	0	10	131	24	0	57	0	0	49	23
V100	0	3	3	87	53	18	0	50	4	0
