Samples	ID83A	ID83B	ID83C	ID83D
V1	1.76E+00	7.42E-01	2.45E+00	2.92E+00
V2	5.58E+00	5.00E-01	1.40E+00	5.84E+00
V3	3.24E+00	8.92E+00	2.02E+00	1.10E+01
V4	1.35E+00	8.88E-01	8.95E-01	6.15E-01
V5	2.73E+01	2.51E+01	3.20E+00	1.28E+01
V6	2.02E+01	1.93E+01	0.00E+00	1.42E+01
V7	2.81E+00	1.78E+00	1.67E+00	3.10E+00
V8	3.14E+01	2.82E+01	3.26E+00	1.74E+01
V9	4.87E+00	2.91E+00	2.80E+00	4.73E+00
V10	1.32E+00	1.31E+00	1.54E+00	2.20E+00
V11	8.42E+00	7.43E+00	4.07E-01	7.37E+00
V12	2.01E+00	1.33E+00	1.13E+01	1.26E+01
V13	8.54E+00	8.05E+00	0.00E+00	7.00E+00
V14	2.71E+00	2.45E+00	1.76E+00	1.30E+00
V15	4.18E+00	4.25E+00	2.93E+00	5.40E+00
V16	2.56E+00	1.75E+00	1.00E-01	1.33E+00
V17	3.96E+00	9.09E+00	7.56E+00	9.38E+00
V18	4.80E+00	0.00E+00	1.33E+00	4.78E+00
V19	1.61E+00	1.49E+00	1.65E+00	1.65E+00
V20	3.65E+00	2.81E+00	1.53E+00	3.46E+00
V21	4.25E+00	5.37E+00	9.11E+00	7.82E+00
V22	1.10E+01	4.94E+00	5.76E+00	1.47E+01
V23	4.58E-01	2.88E+00	7.22E-01	3.34E+00
V24	1.14E+01	1.33E+01	4.20E+00	4.61E+00
V25	4.14E+01	3.77E+01	1.52E+01	4.01E+01
V26	4.31E+00	1.69E+00	1.91E+01	1.62E+01
V27	1.90E+01	1.75E+01	5.57E+00	2.40E+01
V28	7.02E-01	1.22E+01	2.86E+00	1.48E+01
V29	2.56E+00	1.79E+00	2.45E+00	2.08E+00
V30	1.08E+01	6.93E+00	1.18E+00	9.30E+00
V31	2.57E+01	2.44E+01	3.36E+00	2.69E+01
V32	3.03E+00	2.61E+00	1.42E+00	6.83E-01
V33	2.08E+00	9.57E-01	8.60E+00	9.83E+00
V34	1.15E+00	4.33E+00	8.79E+00	7.66E+00
V35	1.07E+01	9.29E+00	1.18E+00	6.88E+00
V36	1.15E+00	1.27E+00	1.13E+00	1.22E+00
V37	0.00E+00	1.30E+00	1.50E+00	5.39E-01
V38	1.80E+00	3.35E-01	4.40E+01	4.41E+01
V39	1.18E+00	8.18E+00	8.01E+00	5.40E+00
V40	1.22E+01	1.26E+00	1.22E+01	2.16E+01
V41	6.11E-01	1.72E+00	1.61E+00	6.00E-01
V42	2.32E+01	2.28E+01	1.94E+00	2.21E+01
V43	0.00E+00	6.57E-01	1.71E+00	1.65E+00
V44	4.62E+00	2.62E+00	2.86E+00	4.34E+00
V45	9.47E+00	3.77E+00	2.23E+01	3.16E+01
V46	2.06E+00	1.82E+00	1.38E+01	1.36E+01
V47	1.19E+00	2.53E+00	7.55E+00	7.46E+00
V48	5.22E+00	7.93E+00	4.15E+00	1.10E+01
V49	5.56E+00	4.47E+00	1.51E+00	4.50E+00
V50	1.22E+01	1.18E+01	3.57E+00	1.30E+01
V51	2.08E+00	2.47E+00	8.30E+00	8.56E+00
V52	3.15E+00	4.54E+00	4.16E+00	2.08E+00
V53	4.99E+00	4.63E+00	2.06E+00	3.39E+00
V54	3.76E+00	3.04E+00	1.81E+00	1.11E+00
V55	2.11E+00	1.09E+00	8.31E-01	1.48E+00
