Samples	ID83A	ID83B	ID83C	ID83D
V56	5.34E+00	5.04E+00	2.72E+01	2.27E+01
V57	6.54E-01	2.53E+00	2.49E+00	3.59E-01
V58	4.40E+00	4.54E+00	7.26E+00	1.06E+01
V59	3.70E+00	4.03E+00	4.28E+00	1.63E+00
V60	9.02E+00	3.07E+00	3.00E+00	7.74E+00
V61	3.91E+00	4.19E+00	5.58E+00	4.54E+00
V62	4.58E+00	5.42E+00	3.10E+00	3.31E+00
V63	1.15E+00	1.19E+00	8.75E-01	1.16E+00
V64	9.17E+00	4.01E+00	2.78E+00	6.24E+00
V65	2.69E+00	2.94E+00	4.27E-01	3.59E-01
V66	5.81E+00	1.66E+00	4.10E+00	7.80E+00
V67	9.93E+00	9.47E+00	1.84E+01	1.51E+01
V68	2.38E+01	2.31E+01	2.12E+00	1.62E+01
V69	6.68E+00	3.66E+00	5.41E+00	7.59E+00
V70	1.90E+00	1.61E+00	4.82E-01	1.15E+00
V71	7.70E+00	3.46E+00	4.77E+00	5.02E+00
V72	9.07E+00	2.27E+00	3.12E+00	1.03E+01
V73	7.02E+00	6.72E+00	4.02E+00	4.74E+00
V74	1.09E+00	4.72E+00	5.01E+00	5.23E+00
V75	1.42E+01	1.28E+01	4.58E+00	1.77E+01
V76	1.40E+00	0.00E+00	0.00E+00	1.40E+00
V77	1.22E+01	1.05E+01	1.20E+00	7.44E+00
V78	5.04E-01	1.43E+00	4.51E+00	5.19E+00
V79	1.16E+01	1.12E+01	7.77E-01	4.76E-01
V80	6.07E+00	3.04E+00	9.00E-01	4.19E+00
V81	1.84E+00	3.00E+00	1.11E+01	1.24E+01
V82	3.20E+00	2.93E+00	4.00E+00	6.01E-01
V83	3.87E+00	5.93E-01	2.87E+00	3.90E+00
V84	3.85E+00	3.86E+00	1.21E+00	1.93E+00
V85	2.74E+00	3.26E+00	3.62E+00	4.24E+00
V86	9.78E-01	1.19E+00	1.01E+00	9.36E-01
V87	1.61E+00	1.32E+00	2.54E+00	2.94E+00
V88	1.63E+00	3.00E-01	2.13E+00	2.93E+00
V89	4.76E+00	4.83E+00	1.14E+00	4.32E+00
V90	1.54E+00	0.00E+00	1.69E+00	2.43E+00
V91	1.20E+00	6.15E+00	2.24E+01	2.40E+01
V92	1.32E+00	1.50E+00	1.89E+00	1.07E+00
V93	2.91E+00	2.00E+00	8.00E-01	1.61E+00
V94	2.48E+00	3.26E+00	9.62E+00	8.88E+00
V95	1.49E+00	1.73E+00	9.68E-01	7.37E-01
V96	3.60E+00	1.69E+00	1.67E+01	2.00E+01
V97	4.70E+00	0.00E+00	5.76E+00	3.50E+00
V98	1.21E+00	3.89E+00	5.81E+00	6.07E+00
V99	3.64E+00	4.30E+00	2.07E+00	2.70E+00
V100	2.36E+00	2.43E+00	3.32E+00	2.10E+00
