Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V33	4.03E+00	4.07E-01	2.25E+00	1.00E-01	1.32E+00	3.79E-01	3.89E-01	1.12E+00	2.23E+00	2.07E+00	3.00E-01	4.21E+00	0.00E+00	4.90E-01	0.00E+00	1.33E-01	3.10E+00	1.00E-01	0.00E+00	0.00E+00
V34	3.48E-01	6.91E+00	5.81E+00	5.29E+00	3.14E-01	3.72E+00	3.76E+00	0.00E+00	0.00E+00	6.79E+00	4.88E+00	5.33E-01	3.59E+00	3.10E+00	5.34E+00	2.66E+00	4.34E+00	1.12E+01	4.00E-01	1.63E+00
V35	1.13E+01	1.93E+00	4.77E-01	3.34E+00	1.19E+00	3.09E+00	4.04E+00	1.61E+00	5.14E+00	1.15E+00	1.39E+00	1.01E+01	1.20E+00	3.42E-01	4.33E+00	5.33E-01	6.75E+00	2.32E+00	8.63E+00	3.33E+00
V36	1.18E+01	3.87E+00	0.00E+00	2.12E+00	8.99E+00	1.12E+00	1.44E+00	8.10E+00	1.65E+01	1.20E+00	5.22E+00	1.39E+01	2.41E+00	1.69E+00	1.35E+00	7.21E+00	2.27E+01	3.69E+00	2.11E+00	2.78E+00
V37	5.50E+00	9.22E+00	4.18E+00	2.88E+00	9.83E-01	1.13E+00	1.27E+00	1.09E+00	0.00E+00	5.00E+00	6.59E+00	5.68E+00	5.82E+00	2.90E+00	2.34E+00	4.54E+00	2.49E+00	3.29E+00	8.03E-01	8.63E+00
V38	5.08E+00	2.21E-01	1.42E+00	4.21E+00	0.00E+00	2.49E+00	4.22E+00	6.00E-01	1.66E+00	1.68E+00	4.76E-01	4.17E+00	8.54E-01	8.09E-01	6.07E+00	4.42E-01	2.05E+00	6.67E-01	3.35E+00	0.00E+00
V39	3.00E-01	3.49E+00	8.34E+00	3.44E+00	2.49E+00	1.10E+00	1.85E+00	3.12E+00	3.61E+00	1.34E+01	1.51E+00	4.31E+00	1.61E+00	1.54E+00	3.14E+00	3.50E+00	3.67E+00	3.30E+00	1.12E+00	2.33E+00
V40	3.44E+01	3.05E+00	2.11E+00	2.78E+00	3.86E+00	3.24E+00	4.47E+00	3.00E+00	5.41E+00	9.51E+00	4.90E+00	3.33E+01	4.49E+00	2.97E+00	3.67E+00	5.97E+00	6.45E+00	1.06E+01	2.23E+01	1.85E+00
V41	1.41E+00	5.47E-01	0.00E+00	1.61E+00	1.40E+00	0.00E+00	1.34E+00	1.94E+00	1.79E+00	0.00E+00	1.50E+00	1.67E+00	2.70E+00	1.82E+00	2.83E+00	2.18E+00	1.24E+00	7.67E-01	3.00E-01	4.73E-01
V42	1.87E+01	4.26E+00	2.66E+01	9.60E-01	0.00E+00	1.46E+00	1.14E+00	3.48E-01	4.96E-01	2.94E+01	1.59E+00	1.58E+01	1.26E+00	1.14E+00	1.80E+00	5.62E-01	7.48E-01	5.54E+00	2.79E+00	2.33E+00
V43	3.01E+00	4.18E+00	5.43E-01	6.23E+00	1.69E+01	1.48E+00	1.42E+00	9.38E+00	1.50E+01	7.00E-01	3.18E+00	4.71E+00	8.43E+00	1.26E+00	4.48E+00	3.00E+00	3.21E+01	3.72E+00	0.00E+00	2.80E+00
V44	1.58E+00	8.59E+00	2.47E+00	1.79E+00	1.02E+00	6.90E-01	2.67E-01	1.45E+00	1.36E+00	2.70E+00	2.02E+00	0.00E+00	2.05E+00	2.53E+00	1.50E+00	0.00E+00	1.42E+00	6.41E+00	2.69E+00	5.81E+00
V45	9.81E+00	3.17E+00	1.11E+00	2.35E+00	6.97E+00	1.41E+00	2.10E+00	9.69E+00	9.87E+00	1.41E+00	1.85E+00	1.45E+01	8.46E-01	4.94E-01	1.77E+00	1.91E+00	1.35E+01	3.11E+00	8.00E-01	1.03E+00
V46	2.69E-01	9.40E-01	0.00E+00	1.80E+01	0.00E+00	9.51E+00	5.26E+00	0.00E+00	0.00E+00	0.00E+00	1.30E+01	1.33E-01	1.26E+01	5.38E+00	1.81E+01	8.01E+00	9.82E+00	1.60E+00	1.00E-01	0.00E+00
V47	1.09E+01	5.00E-01	7.03E-01	2.13E-01	0.00E+00	1.45E+00	1.63E+00	0.00E+00	0.00E+00	6.00E-01	0.00E+00	7.64E+00	2.00E-01	0.00E+00	5.86E-01	0.00E+00	0.00E+00	5.00E-01	6.75E+00	9.34E-01
V48	8.92E-01	5.62E-01	0.00E+00	3.80E+00	2.68E+00	0.00E+00	3.94E-01	2.08E+00	1.07E+00	0.00E+00	8.57E+00	9.33E-01	1.15E+01	1.18E+00	5.27E+00	5.56E+00	2.86E+00	1.02E+00	2.09E+00	3.00E-01
V49	5.55E+00	2.15E+00	2.98E+00	1.02E+00	9.64E-01	1.70E+00	8.72E-01	2.29E+00	8.59E-01	3.71E+00	4.37E+00	5.88E+00	8.62E-01	1.20E+00	1.26E+00	1.85E+00	7.92E-01	1.50E+00	4.44E+00	1.26E+00
V50	2.21E+00	7.50E+00	1.77E+01	8.11E+00	8.36E-01	3.79E-01	9.17E-01	9.57E-01	0.00E+00	1.94E+01	5.04E+00	1.70E+00	1.16E+01	5.23E+00	1.56E+01	2.27E+00	5.09E+00	7.73E+00	9.17E-01	8.14E+00
V51	2.24E-01	4.42E+00	1.17E+00	4.75E+00	4.77E-01	6.39E+00	3.61E+00	6.53E-01	4.00E-01	1.10E+00	8.23E-01	9.33E-01	1.39E+00	1.38E+00	5.96E+00	8.92E-01	4.00E-01	3.64E+00	3.00E-01	2.39E+00
V52	5.47E-01	6.28E+00	3.78E+00	1.81E+00	5.96E-01	1.05E+00	4.52E-01	0.00E+00	0.00E+00	3.57E+00	1.10E+00	5.54E-01	2.22E+00	1.51E+00	5.54E-01	2.21E-01	1.00E-01	8.24E+00	1.70E+00	1.79E+00
V53	5.78E-01	5.31E+00	1.73E+01	8.00E-01	5.59E-01	1.90E+00	3.32E+00	2.05E+00	3.85E+00	2.00E+01	4.16E+00	1.10E+00	1.33E-01	2.27E+00	2.57E+00	0.00E+00	4.67E+00	6.56E+00	1.80E+00	2.51E+00
V54	9.55E-01	2.17E+01	3.00E-01	6.52E+00	1.40E+00	5.28E+00	5.64E+00	1.68E+00	2.07E+00	1.33E-01	3.50E+00	6.05E-01	2.07E+00	1.27E+00	9.23E+00	8.95E-01	2.93E+00	1.84E+01	7.92E-01	2.18E+01
V55	5.89E+00	7.42E+00	1.70E+00	1.33E-01	0.00E+00	0.00E+00	3.67E-01	4.16E-01	0.00E+00	1.19E+00	0.00E+00	5.56E+00	4.00E-01	4.32E+00	3.00E-01	0.00E+00	0.00E+00	1.02E+01	3.11E+00	3.59E+00
V56	1.71E+00	4.23E-01	6.67E-01	3.47E+00	2.60E+00	3.92E+00	1.31E+00	1.16E+00	1.56E+00	4.00E-01	1.20E+00	1.57E+00	9.36E-01	7.00E-01	3.53E+00	8.00E-01	3.09E+00	6.00E-01	0.00E+00	4.00E-01
V57	1.67E+00	0.00E+00	4.07E+00	1.45E+00	2.17E+00	1.04E+00	6.57E-01	2.89E+00	2.37E+00	4.15E+00	2.79E+00	3.39E+00	1.75E+00	4.99E-01	1.69E+00	8.06E-01	4.03E+00	3.00E-01	1.74E+00	0.00E+00
V58	8.09E-01	1.44E+00	1.17E+00	2.94E+00	4.90E-01	1.81E+00	1.11E+00	4.48E-01	0.00E+00	9.89E-01	7.48E-01	9.52E-01	7.95E-01	7.86E-01	2.10E+00	4.71E-01	3.42E-01	8.00E-01	0.00E+00	1.19E+00
V59	9.62E+00	1.15E+01	6.48E+00	3.85E+00	3.35E-01	1.52E+00	1.72E+00	0.00E+00	0.00E+00	6.22E+00	5.05E+00	8.81E+00	2.62E+00	3.86E+00	7.27E-01	1.56E+00	2.99E+00	9.81E+00	9.37E+00	1.31E+01
V60	8.59E-01	1.57E+00	2.19E+00	4.17E+00	0.00E+00	1.18E+00	0.00E+00	0.00E+00	2.13E-01	3.20E+00	3.43E+00	1.10E+00	3.61E+00	2.10E+00	5.29E+00	1.37E+00	1.38E+00	3.80E+00	3.00E-01	2.70E+00
V61	3.86E+01	4.46E+00	0.00E+00	2.25E+00	0.00E+00	7.22E-01	9.07E-01	0.00E+00	0.00E+00	0.00E+00	3.46E+00	4.02E+01	1.29E+00	3.41E+00	1.98E+00	3.96E-01	6.83E-01	1.84E+00	7.61E+00	4.03E+00
V62	1.12E+00	4.35E+00	1.74E+01	6.96E-01	4.50E+00	1.32E+00	1.56E+00	2.77E+00	2.30E+00	1.81E+01	5.27E+00	1.30E+00	0.00E+00	1.50E+00	1.43E+00	9.04E-01	1.86E+00	4.30E+00	1.18E+00	3.21E+00
V63	7.27E-01	6.05E+00	4.82E-01	1.99E+00	3.35E-01	1.38E+00	3.05E+00	5.81E-01	0.00E+00	0.00E+00	2.52E+00	6.11E-01	1.21E+00	1.26E+00	1.66E+00	0.00E+00	1.68E+00	6.72E+00	0.00E+00	5.42E+00
V64	0.00E+00	5.16E-01	7.15E-01	6.33E-01	0.00E+00	0.00E+00	8.20E-01	2.13E-01	0.00E+00	4.00E-01	9.48E-01	0.00E+00	8.14E-01	6.05E-01	3.40E-01	7.22E-01	4.00E-01	1.08E+00	0.00E+00	7.03E-01
V65	0.00E+00	3.40E+00	9.39E+00	2.39E+00	0.00E+00	3.44E+00	2.10E+00	0.00E+00	0.00E+00	9.81E+00	5.97E-01	0.00E+00	4.42E-01	6.32E-01	3.79E+00	6.32E-01	0.00E+00	3.46E+00	4.99E-01	1.19E+00
V66	5.09E+00	1.68E+00	2.51E+00	3.69E+00	4.28E-01	9.57E-01	6.63E-01	0.00E+00	0.00E+00	3.32E+00	5.23E+00	4.27E+00	5.34E+00	7.29E+00	8.21E+00	7.96E+00	1.00E+00	5.22E+00	3.93E+00	2.62E+00
V67	2.58E+00	3.56E+00	5.41E+00	2.12E+00	2.57E+00	9.80E-01	1.22E+00	3.64E+00	2.07E+00	6.71E+00	3.05E+00	2.75E+00	1.98E+00	1.55E+00	1.48E+00	2.26E+00	3.70E+00	4.35E+00	3.04E+00	7.21E+00
V68	4.24E+01	2.06E+01	1.99E+00	4.58E+00	1.23E+01	3.71E+00	5.61E+00	9.81E+00	9.74E+00	3.56E+00	5.67E+00	5.38E+01	7.34E+00	6.90E+00	4.14E+00	6.11E-01	1.14E+01	3.02E+01	1.09E+01	9.06E+00
V69	1.05E+01	3.00E-01	3.81E+00	1.81E+00	7.43E+00	3.32E+00	1.80E+00	4.59E+00	7.42E+00	3.76E+00	9.66E+00	1.01E+01	7.49E-01	7.22E-01	2.93E+00	7.86E-01	6.79E+00	3.00E-01	1.30E+00	4.67E-01
V70	3.39E+00	3.20E+00	0.00E+00	1.00E+00	2.46E+00	2.50E+00	1.15E+00	2.12E+00	2.60E+00	1.00E-01	7.90E-01	2.74E+00	3.42E-01	6.16E-01	1.67E+00	1.13E+00	3.79E+00	6.99E-01	3.47E+00	3.80E+00
V71	3.67E-01	5.39E-01	7.42E-01	3.18E+00	3.79E-01	1.11E+00	1.55E+00	1.93E+00	8.09E-01	1.00E-01	1.18E+00	5.93E-01	6.70E-01	6.32E-01	3.25E+00	6.71E-01	1.24E+00	6.00E-01	6.33E-01	1.00E-01
V72	2.85E+01	4.33E-01	2.33E-01	3.03E+00	0.00E+00	8.82E-01	8.46E-01	0.00E+00	0.00E+00	5.19E+00	2.56E+00	2.96E+01	2.48E+00	2.37E+00	9.00E-01	5.51E+00	1.11E+00	1.03E+00	1.74E+01	1.46E+00
V73	2.07E+00	1.88E+00	0.00E+00	4.33E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-01	5.54E-01	1.16E+00	7.77E-01	2.00E-01	0.00E+00	2.21E-01	4.00E-01	1.00E+00	3.00E-01	1.71E+00
V74	5.33E+00	1.65E+00	2.90E+00	1.20E+01	1.45E+00	1.10E+01	2.24E+00	2.00E-01	3.96E-01	3.21E+00	1.41E+00	5.23E+00	2.81E+00	1.10E+00	1.64E+01	1.25E+00	1.95E+00	1.20E+00	9.40E+00	6.18E+00
V75	1.69E+01	6.54E-01	1.61E+00	1.02E+00	3.17E+00	1.31E+00	2.14E+00	4.14E+00	9.87E+00	2.08E+00	2.10E+00	1.70E+01	8.00E-01	5.62E-01	1.45E+00	1.20E+00	7.18E+00	7.06E-01	4.14E+00	1.32E+00
V76	4.71E+00	2.67E-01	1.19E+01	1.42E+00	4.96E+00	0.00E+00	0.00E+00	5.91E+00	5.89E+00	1.71E+01	1.35E+01	5.39E+00	3.42E-01	0.00E+00	2.30E+00	1.57E+00	1.27E+00	2.67E-01	2.70E+00	5.86E-01
V77	6.51E-01	1.20E+01	2.00E-01	1.63E-01	4.99E-01	5.62E-01	4.73E-01	5.81E-01	1.90E+00	1.29E+00	4.33E-01	0.00E+00	1.46E+00	2.57E+00	1.00E-01	9.00E-01	2.24E+00	1.24E+01	7.30E-01	4.23E-01
V78	2.13E-01	1.13E+00	3.84E+00	2.68E+00	7.92E-01	1.67E-01	7.42E-01	1.08E+00	6.11E-01	4.76E+00	4.89E+00	8.88E-01	3.79E+00	4.65E+00	5.40E+00	3.00E-01	4.16E-01	1.41E+00	1.33E-01	0.00E+00
V79	0.00E+00	0.00E+00	1.44E+00	2.10E+00	4.53E-01	8.83E-01	7.77E-01	5.97E-01	0.00E+00	1.48E+00	8.70E-01	0.00E+00	9.07E-01	1.00E-01	2.35E+00	1.16E+00	3.00E-01	0.00E+00	0.00E+00	4.00E-01
V80	3.88E+00	1.33E+00	0.00E+00	9.68E-01	0.00E+00	1.10E+00	5.97E-01	9.29E-01	1.25E+00	0.00E+00	0.00E+00	3.69E+00	3.59E-01	5.04E-01	1.18E+00	0.00E+00	1.09E+00	1.34E+00	1.04E+00	5.00E-01
V81	1.47E+01	0.00E+00	1.99E+00	7.63E-01	1.06E+00	1.31E+00	2.23E+00	1.29E+00	0.00E+00	2.80E+00	1.00E-01	1.48E+01	6.99E-01	3.00E-01	5.86E-01	3.35E-01	4.06E+00	1.00E-01	1.93E+00	6.83E-01
V82	6.67E-01	0.00E+00	3.91E+00	1.81E+00	2.18E+00	1.69E+00	1.38E+00	3.26E+00	2.24E+00	3.32E+00	2.95E+00	1.37E+00	3.79E-01	4.00E-01	0.00E+00	0.00E+00	1.13E+00	0.00E+00	3.42E-01	0.00E+00
V83	5.06E+00	1.79E+01	3.71E-01	1.42E+00	3.73E-01	0.00E+00	4.82E-01	1.54E+00	7.92E-01	2.00E-01	1.38E+00	6.18E+00	1.00E-01	1.45E+00	9.45E-01	0.00E+00	4.00E-01	1.67E+01	1.20E+00	1.06E+01
V84	1.05E+01	2.81E+00	4.82E+00	5.54E-01	6.82E+00	1.21E+00	6.36E-01	5.29E+00	9.38E+00	6.82E+00	1.55E+01	1.21E+01	1.41E+00	1.96E+00	2.86E+00	1.33E+00	7.80E+00	4.56E+00	9.29E-01	2.58E+00
V85	7.95E-01	3.67E-01	5.63E-01	4.71E-01	3.00E-01	3.73E-01	0.00E+00	1.13E+00	1.38E+00	0.00E+00	2.13E-01	5.97E-01	1.00E-01	0.00E+00	5.00E-01	0.00E+00	6.29E-01	1.00E-01	1.00E-01	0.00E+00
V86	2.84E+00	2.72E+00	4.05E+01	5.60E+00	4.65E+00	2.18E+00	1.27E+00	5.52E+00	5.57E+00	5.42E+01	1.10E+01	4.04E+00	5.77E+00	7.00E+00	1.32E+01	3.13E+00	3.71E+00	3.01E+00	6.00E-01	2.19E+00
V87	5.85E+00	1.18E+00	2.53E+00	1.96E+01	6.40E-01	7.33E-01	8.09E-01	1.12E+00	1.67E+00	2.92E+00	1.51E+01	6.55E+00	1.52E+01	1.54E+01	3.43E+01	9.64E+00	6.14E+00	6.00E-01	0.00E+00	2.21E+00
V88	6.66E+00	2.71E+00	1.80E+00	1.18E+00	0.00E+00	1.86E+00	1.52E+00	0.00E+00	0.00E+00	0.00E+00	5.54E-01	6.69E+00	4.00E-01	9.36E-01	1.65E+00	0.00E+00	0.00E+00	1.42E+00	9.00E-01	1.47E+00
V89	2.17E+00	0.00E+00	3.46E+00	1.60E+00	9.80E-01	9.04E-01	0.00E+00	1.69E+00	3.39E+00	4.91E+00	1.39E+00	2.02E+00	1.05E+00	8.16E-01	1.83E+00	1.47E+00	3.13E+00	0.00E+00	1.13E+00	0.00E+00
V90	6.53E-01	5.16E-01	3.71E-01	4.49E+00	7.02E-01	0.00E+00	0.00E+00	1.43E+00	2.46E+00	6.00E-01	3.45E+00	3.40E-01	2.47E+00	2.07E+00	3.99E+00	1.55E+00	1.40E+00	7.00E-01	0.00E+00	8.00E-01
V91	8.17E-01	3.81E+00	2.30E+00	3.06E-01	2.67E+00	1.08E+00	6.53E-01	1.84E+00	1.50E+00	3.21E+00	1.08E+00	4.27E-01	7.92E-01	8.00E-01	1.20E+00	8.54E-01	3.69E+00	5.19E+00	4.27E-01	2.70E+00
V92	9.66E+00	8.72E-01	2.26E+01	2.93E+00	0.00E+00	1.48E+00	1.25E+00	0.00E+00	3.14E-01	2.70E+01	8.60E-01	8.06E+00	3.71E+00	1.65E+00	3.85E+00	3.52E+00	1.05E+00	3.00E-01	3.14E+00	1.40E+00
V93	0.00E+00	0.00E+00	0.00E+00	1.36E+01	4.23E-01	9.81E+00	1.43E+01	5.62E-01	5.00E-01	0.00E+00	0.00E+00	0.00E+00	6.53E-01	4.73E-01	2.21E+01	8.49E-01	2.00E-01	0.00E+00	0.00E+00	0.00E+00
V94	2.75E+00	1.40E+01	8.57E+00	1.96E+00	9.36E-01	1.05E+00	7.78E-01	1.50E+00	9.45E-01	9.74E+00	5.13E+00	3.71E+00	3.27E+00	2.96E+00	1.98E+00	8.14E-01	1.77E+00	1.39E+01	6.06E+00	9.69E+00
V95	3.53E+00	7.92E-01	2.91E-01	2.62E+00	1.42E+00	5.67E-01	8.88E-01	9.75E-01	1.24E+00	1.97E+00	1.55E+00	1.40E+00	1.30E+00	1.42E+00	3.92E+00	5.04E-01	1.50E+00	1.28E+00	4.65E+00	6.00E-01
V96	1.09E+01	4.83E+00	2.34E+00	2.06E+00	2.05E+00	2.51E+00	1.44E+00	8.83E-01	3.36E+00	3.02E+00	2.18E+00	9.70E+00	1.41E+00	2.29E+00	3.13E+00	4.52E-01	4.88E+00	5.77E+00	4.06E+00	5.96E+00
