Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	16	26	0	14	2	109	55	3	0	32	0	0	0	0	12	0	0	0	0	0
V2	7	1	4	7	3	1	0	4	8	11	18	1	3	0	0	2	0	0	0	0
V3	0	0	14	43	6	1	5	11	1	0	5	19	6	9	5	9	0	0	0	0
V4	45	4	28	10	155	5	2	16	38	9	15	0	8	0	0	5	27	0	0	2
V5	0	99	20	53	0	1	2	0	0	26	41	0	32	0	0	9	7	58	1	0
V6	25	1	35	28	0	44	82	0	4	2	0	0	0	0	11	1	0	0	0	0
V7	58	4	0	10	12	103	91	35	30	0	1	69	0	0	24	6	22	0	0	0
V8	117	0	12	12	0	10	5	3	0	0	7	14	1	0	6	5	0	0	4	0
V9	25	59	7	26	11	5	0	24	23	9	0	16	1	7	0	5	7	0	0	0
V10	21	67	151	138	19	214	76	33	1	67	0	0	0	14	70	16	0	0	0	1
V11	170	19	1	0	7	2	18	7	7	0	2	0	0	2	1	5	3	0	0	4
V12	122	14	60	7	14	0	1	12	0	32	5	62	12	7	0	8	0	0	10	0
V13	88	10	0	4	0	5	2	13	3	0	1	0	0	0	0	2	5	7	0	5
V14	4	27	2	12	5	0	0	2	17	0	0	6	17	11	2	24	6	0	0	0
V15	0	71	30	1	1	17	2	0	0	0	0	0	0	3	0	0	0	1	4	0
V16	2	15	3	0	61	10	3	34	44	0	0	0	9	1	6	6	0	0	0	7
V17	0	8	109	3	2	7	3	0	0	35	3	0	0	0	6	0	0	0	0	0
V18	37	0	5	16	0	8	9	10	0	66	0	0	23	7	2	1	0	0	0	0
V19	105	0	2	41	0	1	1	0	0	0	0	0	20	16	0	6	8	0	0	0
V20	111	34	24	16	25	0	0	16	14	13	16	89	3	26	0	29	14	0	0	0
V21	8	20	31	30	15	11	10	11	3	0	23	0	11	12	10	12	0	22	0	9
V22	3	275	26	20	26	6	6	17	66	0	48	0	18	15	6	2	0	19	0	7
V23	0	115	40	47	37	48	37	15	18	6	0	0	31	10	13	2	16	15	11	0
V24	1	63	0	42	112	7	7	85	50	0	13	0	4	15	10	18	0	0	0	0
V25	9	4	0	15	84	7	2	34	71	0	0	0	7	0	0	15	0	0	0	0
V26	9	64	0	1	8	5	5	5	4	30	0	0	0	20	0	4	0	0	0	26
V27	6	9	45	2	85	16	17	32	47	72	5	0	2	0	13	0	0	0	0	0
V28	6	0	25	19	6	33	72	10	8	0	5	34	19	11	20	7	0	0	0	0
V29	133	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	8	0
V30	95	5	7	5	0	10	15	0	0	0	5	0	1	0	11	7	0	0	0	0
V31	13	0	0	13	6	0	2	0	0	20	0	4	42	24	13	15	0	0	0	0
V32	20	15	30	7	10	6	4	3	0	38	0	0	0	9	0	2	0	0	0	0
V33	0	1	21	0	8	2	1	3	15	0	0	33	0	0	0	1	1	0	0	0
V34	1	115	56	19	1	36	61	0	0	0	21	0	22	29	19	4	8	0	0	0
V35	123	0	3	16	5	53	39	1	36	0	0	3	0	0	14	1	0	9	14	12
V36	0	27	0	31	112	5	4	44	63	0	24	139	0	4	3	51	60	2	0	0
V37	34	85	38	10	7	3	7	1	0	0	73	0	12	5	0	4	0	0	0	0
V38	51	0	9	15	0	26	39	0	10	0	0	0	0	3	25	1	0	1	10	0
V39	0	28	67	16	18	12	18	12	14	0	1	4	15	12	11	27	6	4	0	0
V40	389	0	13	20	33	29	43	9	33	1	32	0	7	7	6	23	0	24	50	0
V41	7	3	0	9	8	0	7	10	9	0	9	0	12	9	5	10	0	0	0	0
V42	138	36	86	0	0	16	10	0	1	160	0	0	1	8	0	0	4	0	0	0
V43	12	15	2	41	150	4	0	78	80	0	7	0	39	0	0	15	95	19	0	0
V44	0	75	16	7	6	5	0	1	12	0	10	8	11	5	0	0	0	0	12	13
V45	50	25	5	14	58	24	14	108	60	0	0	22	4	1	1	12	0	0	0	0
V46	1	4	0	131	0	108	50	0	0	0	104	0	45	10	30	21	0	0	0	0
V47	94	2	12	0	0	19	12	0	0	0	0	0	0	0	0	0	0	0	20	0
V48	6	1	0	40	16	0	2	21	0	0	72	0	39	0	0	21	0	0	0	0
V49	41	13	29	1	8	15	4	17	0	32	1	0	3	0	3	0	13	0	0	0
V50	11	50	163	160	4	2	6	4	0	1	13	0	109	26	0	3	12	0	0	0
V51	0	237	6	29	2	67	30	3	0	0	3	2	2	3	23	1	0	0	0	0
V52	3	121	52	3	3	4	4	0	0	0	7	0	2	9	3	0	0	3	0	0
V53	5	48	128	0	2	9	35	12	17	70	0	0	0	8	0	0	0	0	0	15
V54	5	150	1	47	9	58	71	2	14	0	2	0	1	4	8	0	1	20	0	37
