NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.453	18.957	12.053	12.512	0.092	0.989	30000.0
2	49.908	19.536	12.118	12.515	0.101	0.989	60000.0
3	49.818	19.613	12.111	12.747	0.095	0.987	40000.0
4	45.447	18.176	11.355	12.169	0.094	0.989	60000.0
5	46.376	18.589	11.029	11.725	0.097	0.991	30000.0
6	46.459	17.888	11.236	11.412	0.093	0.991	50000.0
7	46.621	18.446	11.47	12.34	0.096	0.989	60000.0
8	49.655	19.424	12.04	12.387	0.102	0.989	60000.0
9	48.192	18.749	12.268	12.456	0.097	0.99	40000.0
10	49.163	19.62	12.201	12.916	0.096	0.987	30000.0
