NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.986	18.01	9.856	10.395	0.108	0.99	40000.0
2	42.133	18.478	10.161	10.602	0.109	0.991	50000.0
3	41.645	18.155	10.15	10.472	0.105	0.991	50000.0
4	39.598	17.474	9.33	9.774	0.103	0.993	40000.0
5	40.744	17.708	9.508	9.67	0.104	0.994	30000.0
6	40.192	17.37	9.429	9.712	0.107	0.993	30000.0
7	39.752	17.255	9.372	9.755	0.105	0.993	30000.0
8	39.705	17.372	9.258	9.681	0.11	0.992	80000.0
9	42.065	18.701	10.09	10.741	0.107	0.991	50000.0
10	40.694	17.666	9.772	9.983	0.103	0.993	40000.0
